text,expected_intent,predicted_intent,intent_correct,confidence,expected_action,predicted_action,action_correct,reason
it says not available in offline mode ... its never done this before,Downloads_Offline,Downloads_Offline,True,0.9635,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
I can't login to my Spotify acct thru the Groove app to move my music over. Checked the credentials on my phone too,Login_Issue,Login_Issue,True,0.5826,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"hello , i signed up for student premium and it went thru but i was charged twice on my card",Payment_Refund,Payment_Refund,True,0.8416,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Payment_Refund, which may require account-specific verification or sensitive information."
Hi I've been charged twice this month can you look into it for me?,Payment_Refund,Payment_Refund,True,0.9403,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Payment_Refund, which may require account-specific verification or sensitive information."
"The app crashes everytime I try to share a song, then it restarts playing the previous song.",App_Technical,App_Technical,True,0.8048,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Hey the App doesn't work since las update on November 29 on Adroid #OnePlus5T,App_Technical,App_Technical,True,0.8842,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Just subscribed for premium. Paid. Still only free account.,Premium_Subscription,Premium_Subscription,True,0.8408,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
I’ve sorted it now and cancelled but I want a refund because I haven’t used the account for about a year!,Payment_Refund,Payment_Refund,True,0.6727,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Payment_Refund, which may require account-specific verification or sensitive information."
Please add last.fm support for remote devices. Really shouldn't be that hard to implement from the backend.,Feature_Request,Feature_Request,True,0.6344,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
pls help! Have paid for Premium sub via iTunes but app is not working. Have tried logging out/in & reinstalling to no avail :(,App_Technical,App_Technical,True,0.4539,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"That works. I just miss the functionality to select ""shuffle"" when first opening a playlist, the way it used to be.",Playback_Issue,Playback_Issue,True,0.5509,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
i know im offline but how exactly am i supposed to connect online when i try to log in n ur msg keeps tellin me to connect online?,Login_Issue,Downloads_Offline,False,0.6632,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Could you please add Apple Safari support for the Web Player?,Feature_Request,Feature_Request,True,0.6653,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"hello, may I please get a refund? I cancelled your services and never meant for a premium subscription, thank you!",Payment_Refund,Payment_Refund,True,0.7037,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Payment_Refund, which may require account-specific verification or sensitive information."
"Hi, I can't login on android. App keeps telling me the device is offline. When I press""connect"", nothing happens. Please help",Login_Issue,Downloads_Offline,False,0.6134,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"hi, do you happen to have any input on whether you'll put End Game (from Taylor Swift's reputation) on Spotify seperately from the album when it gets released as a single?",Music_Content,Music_Content,True,0.4761,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"someone else is using my account/changing music and I've tried everything to stop it, please help asap it's scary af",Account_Security,Account_Security,True,0.4207,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"The AI model is not confident enough about the customer's issue, so human review is safer."
I can't log in and your website requires me to be logged in to submit a query via your contact form.,Login_Issue,Login_Issue,True,0.6404,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Is your service currently offline?,App_Technical,Downloads_Offline,False,0.9705,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
hey please add a #macOS notification for when a new song starts like what does,Feature_Request,Music_Content,False,0.5839,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
my 2 week premium has expired and it won’t let me upgrade to premium again how can resolve this problem ?,Premium_Subscription,Premium_Subscription,True,0.7193,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
please fix ur bug which doesn't allow me to shuffle anything when on 4g 🙃,Playback_Issue,Playback_Issue,True,0.4088,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"Hey I submitted a subscription for your 3 months for $9.99 and the form said it didn't go through, but my bank says otherwise! I open spotify and still HAVE NO PREMIUM! What gives?!?",Premium_Subscription,Premium_Subscription,True,0.5392,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"Hmm, that's the second time my android Spotify has forgotten half of the tracks I've downloaded for offline. What gives?",Downloads_Offline,Downloads_Offline,True,0.7306,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"Please please please add Seo Taiji's Album ""Ultramania"" on spotify!!! did I say please?",Music_Content,Feature_Request,False,0.5187,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
what’s wrong with your app.. songs keep crashing and skipping #spotify,App_Technical,App_Technical,True,0.6571,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
been hacked need some help,Account_Security,Account_Security,True,0.8608,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Account_Security, which may require account-specific verification or sensitive information."
accidentally refunded the payment&now I cant login on my spotify but I have payment transferred. Do I get my ac automatically🔙,Login_Issue,Login_Issue,True,0.6001,ESCALATE_TO_HUMAN,AUTO_HANDLE,False,This appears to be a common support issue with a standard troubleshooting or informational response.
mobile feature request - how about the possibility for folder creation on app just like full/web app. ^RJ,Feature_Request,Feature_Request,True,0.5748,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"Could you please add newest album New Wave to the new release list. Not seeing it at all sadly, its a great album",Music_Content,Feature_Request,False,0.7724,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Hey - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?,Playback_Issue,Playback_Issue,True,0.5727,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
hi I’m supposed to have premium account till next year but it’s not working.. help yo girl out please and thank you,Premium_Subscription,Premium_Subscription,True,0.6821,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
could you please add these 2 songs by Logic (5 AM — Man of the year) thank you,Music_Content,Feature_Request,False,0.7134,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
credit card hacked called you and reported Oct 23 still charging my card need support chatted w/ Mark R,Account_Security,Account_Security,True,0.5054,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"The AI model is not confident enough about the customer's issue, so human review is safer."
but I cannot recover my library. Please help. Don’t think I was hacked as password and email were not changed.,App_Technical,Account_Security,False,0.8179,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Account_Security, which may require account-specific verification or sensitive information."
"Hi, wondering if you can tell me why all my downloaded albums and playlists stop being available offline when I haven't listened for awhile? Thanks.",Downloads_Offline,Downloads_Offline,True,0.781,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
and i have to restart the whole app then i press shuffle play it said you need premium to play the music,Playback_Issue,Playback_Issue,True,0.9123,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"Add the Benny Benassi remix of ""Pretty Girls"" by wale, weensey from backyard and gucci mane. Can't live without this song it's the most unforgettable song in Project X",Music_Content,Music_Content,True,0.8148,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
why my hacked Spotify is doing this?,Account_Security,Account_Security,True,0.9351,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Account_Security, which may require account-specific verification or sensitive information."
Just purchased the premium family plan but can't invite family members. Why is this complicated?,Family_Student_Plan,Family_Student_Plan,True,0.9276,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"Hi there, I can't play none of Beck song for some reason. It works on my hubby's account. Why...?",Playback_Issue,Playback_Issue,True,0.5778,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
downloaded the desktop EXE version of the app and it started downloading files to my phone immediately after I added my music in,App_Technical,Music_Content,False,0.325,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"New to Can someone tell me how to turn OFF that ($!#/) shuffle play Play one song, remove the suggested songs. Ready 2 delete",Playback_Issue,Playback_Issue,True,0.9409,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Can i avail this on top of my premium subscription? Mine will expire on march 2018 i guess 😞,Premium_Subscription,Premium_Subscription,True,0.6123,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
I have a student premium acct. and for the past 2 months ive been charged full price and have not had access to hulu nor could i find a solution on the community forums/pages,Family_Student_Plan,Family_Student_Plan,True,0.4581,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
make a setting where in Offline mode you only see downloaded albums. Saved albums are useless to me when im in offline mode!,Feature_Request,Downloads_Offline,False,0.9674,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
Can't log in and don't have time to navigate that nightmare of a help center to find a point of external communication WYA?,Login_Issue,Login_Issue,True,0.6254,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
. Please could you help? None of my music will play and it’s set to “offline” I listen to my music on the go all the time and have never had this problem. It’s just stopped becoming available. Has my music just...un-downloaded itself? 😞,Downloads_Offline,Downloads_Offline,True,0.6911,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
. why is my student subscription not working for Hulu?,Family_Student_Plan,Premium_Subscription,False,0.6464,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
it's 2017 why do I have a 3333 offline song limit on my spotify? Do you really want to get that 9.99 a month off me? Ps pls emulate their local files synching.,Downloads_Offline,Downloads_Offline,True,0.5504,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"Streaming isn’t working, for ex. I can’t listen to any of the xx. And all my offline playlist disappeared.",Downloads_Offline,Downloads_Offline,True,0.7517,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
can you please add to your #WomenOfPop Playlist?,Music_Content,Feature_Request,False,0.9662,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
the app won't let me share links to songs? The app just crashes when I use the share option,App_Technical,App_Technical,True,0.8996,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,Feature_Request,Downloads_Offline,False,0.5229,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
Hi - where might I find the ‘shuffle entire library’ button?,Playback_Issue,Playback_Issue,True,0.6495,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
My premium account has become inactive sadly. It won't let me do anything. Go to a free account update or anything,Premium_Subscription,Premium_Subscription,True,0.8431,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
i still haven't heard reputation can they put it on spotify pls,Music_Content,Music_Content,True,0.6311,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
can you please fix ur desktop app it keeps crashing,App_Technical,App_Technical,True,0.8763,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
I was double charged for Spotify Premium. How do I fix this?,Payment_Refund,Payment_Refund,True,0.7958,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Payment_Refund, which may require account-specific verification or sensitive information."
"Am subscribed to Spotify premium, tried to play music today it says I only have a free account. No notification. Why?",Premium_Subscription,Premium_Subscription,True,0.771,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"My Spotify was hacked a short while ago. Now my BELOVED ""Discover Weekly"" is screwed and useless :-/ Can I get your help to reset it?",Account_Security,Account_Security,True,0.5791,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"The AI model is not confident enough about the customer's issue, so human review is safer."
swiping to queue rarely ever works in offline mode (been like this forever ),Downloads_Offline,Downloads_Offline,True,0.8319,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
I have been charged twice for the same month of premium,Payment_Refund,Payment_Refund,True,0.9828,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Payment_Refund, which may require account-specific verification or sensitive information."
yo you should add this song to your new music friday playlist 😉💛,Music_Content,Music_Content,True,0.8951,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"Hi I subscribed to premium but I can not use it, use the university account and they already charged me but I really wanted the normal premium account, which is what I have to do to recover my money and pay the normal premium.",Payment_Refund,Payment_Refund,True,0.429,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"The AI model is not confident enough about the customer's issue, so human review is safer."
"hi! I live in Porto, Portugal, and I cant log in my account, it keeps saying that I'm in a diferent country, I don't know why",Login_Issue,Login_Issue,True,0.5696,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
Same. I wish Spotify had a calendar view of when new albums come out for artists you follow.,Feature_Request,Music_Content,False,0.3888,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
"Online when I'm connected to the Internet, when I press connect it just doesn't respond so I can't log in. Thanks!",Login_Issue,Login_Issue,True,0.4478,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
you guys should add the Art of podcast to your library!! PLEASE!,Music_Content,Feature_Request,False,0.8484,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"I am getting a message that my payment information failed, but I signed up for the family plan with my wife and my account...",Family_Student_Plan,Family_Student_Plan,True,0.7062,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"and BTW, you'll even benefit a lot if you'll put up GOT7's song on Spotify cause they have a bajillion of fans (called AHGASES) WORLDWIDE, so basically more ppl will tune in to Spotify cause of them. 💚 Just sayin' yknow 🤔😉 #GOT7onSpotify",Music_Content,Music_Content,True,0.5429,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
upgraded my family to premium. But now everyone but me gets it. I’m signed in through Facebook and it’s not working,Family_Student_Plan,Premium_Subscription,False,0.6239,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"none of those answers are appropriate, its a bug ive seen many complain about. so i just have to reinstall & re save every 2 months? cool.",App_Technical,App_Technical,True,0.5037,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
upgraded to premium and it still says I have a free account. Fix?,Premium_Subscription,Premium_Subscription,True,0.8816,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
I have student premium and it won’t let me access Hulu. Talked to a Hulu rep and the issue seems to be on yalls end- help!,Family_Student_Plan,Family_Student_Plan,True,0.6182,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
can't login for some reason. It let me reset my password to the same thing 3 times in a row. All login info was triple checked,Login_Issue,Login_Issue,True,0.8814,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
account was hacked and resolved but all my playlists are gone.,Account_Security,Account_Security,True,0.9533,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,True,"This issue belongs to Account_Security, which may require account-specific verification or sensitive information."
Feature Request: ability to switch to a new playlist after the current song (instead of stopping it and switching immediately) on,Feature_Request,Feature_Request,True,0.6024,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"Thanks for the reply, But is this saying can't shuffle at all now? lol I'm doing it on my current playlist.",Playback_Issue,Playback_Issue,True,0.642,AUTO_HANDLE,AUTO_HANDLE,True,This appears to be a common support issue with a standard troubleshooting or informational response.
"I got a new Phone, and now the app says I am aboard and can't log in anymore while I have never left the US. Please help!",Login_Issue,Login_Issue,True,0.454,AUTO_HANDLE,ESCALATE_TO_HUMAN,False,"The AI model is not confident enough about the customer's issue, so human review is safer."
