text,expected_intent,retrieved_intent,intent_match,similarity_score,historical_reply
your shuffle algorithm sucks please stop this madness and just shuffle my dang songs,Playback_Issue,Playback_Issue,True,1.0,@549882 Hey Colin! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /AN
"your Mac based app is terrible, slow and constantly crashes. Latest updates have done nothing to improve it",App_Technical,App_Technical,True,1.0000000000000002,"@541522 Hey Chris, help's here. Can you let us know the exact OS X and Spotify versions you're using? We'll see what we can suggest /AY"
it says not available in offline mode ... its never done this before,Downloads_Offline,Downloads_Offline,True,1.0000000000000002,"@809660 Hey Scotty, what platform/device are you using the app on? Give a reinstall a go: http://t.co/XlUAjB8pdg /C"
I can't login to my Spotify acct thru the Groove app to move my music over. Checked the credentials on my phone too,Login_Issue,Login_Issue,True,1.0,@181049 2: https://t.co/Peyq1ETDeT. We'll be right here if you need help with anything else /MT
"hello , i signed up for student premium and it went thru but i was charged twice on my card",Payment_Refund,Payment_Refund,True,1.0000000000000002,@625889 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt
Hi I've been charged twice this month can you look into it for me?,Payment_Refund,Payment_Refund,True,1.0000000000000002,@403340 Hey there! Can you DM us your account's username or email address? We'll be happy to look into this /PL https://t.co/ldFdZRiNAt
"The app crashes everytime I try to share a song, then it restarts playing the previous song.",App_Technical,App_Technical,True,1.0,@181185 That doesn't sound right. Does logging out then back in again make any difference? /KM
Hey the App doesn't work since las update on November 29 on Adroid #OnePlus5T,App_Technical,App_Technical,True,1.0000000000000002,@230138 Hey! That doesn't sound right. Can you send us your device's exact Android and Spotify versions? We'll see what we can suggest /JP
Just subscribed for premium. Paid. Still only free account.,Premium_Subscription,Premium_Subscription,True,1.0,"@549377 Hey Alexander, help's here! Can you DM us your account's username and email address? We'll take a look backstage /KL https://t.co/ldFdZRiNAt"
I’ve sorted it now and cancelled but I want a refund because I haven’t used the account for about a year!,Payment_Refund,Payment_Refund,True,1.0000000000000002,"@576947 Send over your account's username or email address using the ""Send a Private Message"" button above. We'll take a look under the hood /QI"
Please add last.fm support for remote devices. Really shouldn't be that hard to implement from the backend.,Feature_Request,Feature_Request,True,1.0000000000000002,@340577 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF
pls help! Have paid for Premium sub via iTunes but app is not working. Have tried logging out/in & reinstalling to no avail :(,App_Technical,App_Technical,True,1.0000000000000002,"@546627 Hey Motley, that's not cool! Can you DM us your account's email address and username? We'll take a look backstage /JX https://t.co/ldFdZRiNAt"
"That works. I just miss the functionality to select ""shuffle"" when first opening a playlist, the way it used to be.",Playback_Issue,Playback_Issue,True,1.0,@278542 We understand. Could you DM us your account's email address or username? We'll take a look behind the scenes /JE https://t.co/ldFdZRiNAt
i know im offline but how exactly am i supposed to connect online when i try to log in n ur msg keeps tellin me to connect online?,Login_Issue,Downloads_Offline,False,1.0000000000000007,"@411837 Hey Joe! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /KC"
Could you please add Apple Safari support for the Web Player?,Feature_Request,Feature_Request,True,1.0,"@358679 Hey Nico, thanks for reaching out! We'll make sure this gets passed on to the relevant folks 🙂 /DB"
"hello, may I please get a refund? I cancelled your services and never meant for a premium subscription, thank you!",Payment_Refund,Payment_Refund,True,1.0000000000000004,"@244744 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt"
"Hi, I can't login on android. App keeps telling me the device is offline. When I press""connect"", nothing happens. Please help",Login_Issue,Downloads_Offline,False,1.0,@191231 Hi there! Help's here. Can you try restarting your device to see if it makes a difference? Keep us posted /MU
"hi, do you happen to have any input on whether you'll put End Game (from Taylor Swift's reputation) on Spotify seperately from the album when it gets released as a single?",Music_Content,Music_Content,True,1.0000000000000002,"@806969 Hey Mark! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c. Keep rocking 🤘 /TI"
"someone else is using my account/changing music and I've tried everything to stop it, please help asap it's scary af",Account_Security,Account_Security,True,1.0,@494086 Hi there! We've just replied to your DM. Check it out /DB
I can't log in and your website requires me to be logged in to submit a query via your contact form.,Login_Issue,Login_Issue,True,1.0,@601733 Hi there! We'd like to know what's going on. Can you DM us your username or email address? We'll take a look under the hood /NH https://t.co/ldFdZRiNAt
Is your service currently offline?,App_Technical,Downloads_Offline,False,1.0000000000000002,"@807640 Hi there, thanks for bearing with us. Spotify should be working perfectly again! /CE"
hey please add a #macOS notification for when a new song starts like what does,Feature_Request,Music_Content,False,1.0,@276182 Thanks for your suggestion! We'll let our devs know it's something you'd like to see. We'd also recommend showing your support for the official idea here: https://t.co/jJwr9PwxeT /LP
my 2 week premium has expired and it won’t let me upgrade to premium again how can resolve this problem ?,Premium_Subscription,Premium_Subscription,True,0.9999999999999999,@639512 Hi Bob! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt
please fix ur bug which doesn't allow me to shuffle anything when on 4g 🙃,Playback_Issue,Playback_Issue,True,1.0000000000000002,"@554932 Hey Rhia! What device, operating system, and Spotify version is this happening on? Are you able to shuffle when connected through WiFi? /AY"
"Hey I submitted a subscription for your 3 months for $9.99 and the form said it didn't go through, but my bank says otherwise! I open spotify and still HAVE NO PREMIUM! What gives?!?",Premium_Subscription,Premium_Subscription,True,1.0,"@287982 Hey Williams, help has arrived! Could you send us a DM with your account's email address? We'll take a look backstage /RK https://t.co/ldFdZRiNAt"
"Hmm, that's the second time my android Spotify has forgotten half of the tracks I've downloaded for offline. What gives?",Downloads_Offline,Downloads_Offline,True,1.0000000000000002,@450954 Hey Jon! Can you let us know what's happening exactly? We'll see what we can suggest /PL
"Please please please add Seo Taiji's Album ""Ultramania"" on spotify!!! did I say please?",Music_Content,Feature_Request,False,0.9999999999999997,@199391 Hey there! Licensing agreements can affect music availability. Hopefully we'll have it available soon /RS
what’s wrong with your app.. songs keep crashing and skipping #spotify,App_Technical,App_Technical,True,1.0000000000000002,@178110 Hey Becky! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /CG
been hacked need some help,Account_Security,Account_Security,True,1.0,@336430 Hi! We've just sent you a bit more info over DM /JN
accidentally refunded the payment&now I cant login on my spotify but I have payment transferred. Do I get my ac automatically🔙,Login_Issue,Login_Issue,True,1.0000000000000004,@661049 Hey! We've just replied to your DM. Check it out. We'll carry on helping you there /MC
mobile feature request - how about the possibility for folder creation on app just like full/web app. ^RJ,Feature_Request,Feature_Request,True,1.0,@724399 Hey RJ! Add your vote to this idea to let our devs know it's something you'd like to see: https://t.co/zzzKsfRoPA /SY
"Could you please add newest album New Wave to the new release list. Not seeing it at all sadly, its a great album",Music_Content,Feature_Request,False,1.0,@533715 2: recommendations become. We'd suggest listening to awesome tunes and following more artists you like /JE
Hey - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?,Playback_Issue,Playback_Issue,True,1.0000000000000002,@581931 Hi Mike. We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /JU
hi I’m supposed to have premium account till next year but it’s not working.. help yo girl out please and thank you,Premium_Subscription,Premium_Subscription,True,1.0000000000000004,@362712 We've just sent you a DM 🙂 /SU
could you please add these 2 songs by Logic (5 AM — Man of the year) thank you,Music_Content,Feature_Request,False,1.0000000000000004,@554701 Hey! We’ll have them available to you as soon as it’s available to us. There's info about Spotify content here: https://t.co/0i8GpimuDa /AN
credit card hacked called you and reported Oct 23 still charging my card need support chatted w/ Mark R,Account_Security,Account_Security,True,1.0000000000000004,@804698 Hi Janet. help's here! We've just replied to your DM. Check it out /JP
but I cannot recover my library. Please help. Don’t think I was hacked as password and email were not changed.,App_Technical,Account_Security,False,1.0,@354795 Hi there! Can you DM us your account's email address? We'll take a look backstage /NY https://t.co/ldFdZRiNAt
"Hi, wondering if you can tell me why all my downloaded albums and playlists stop being available offline when I haven't listened for awhile? Thanks.",Downloads_Offline,Downloads_Offline,True,1.0000000000000004,"@787071 Hey, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this. Let us know if there's anything else we can help with /AY"
and i have to restart the whole app then i press shuffle play it said you need premium to play the music,Playback_Issue,Playback_Issue,True,1.0,@350185 Thanks for all the info. Could you give these steps a try: https://t.co/EqisDMwZAT? Let us know if that makes any difference /NJ
"Add the Benny Benassi remix of ""Pretty Girls"" by wale, weensey from backyard and gucci mane. Can't live without this song it's the most unforgettable song in Project X",Music_Content,Music_Content,True,1.0000000000000009,"@560992 Hi Robbie! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NY"
why my hacked Spotify is doing this?,Account_Security,Account_Security,True,1.0,@397725 Hey! What’s happening exactly? Can you let us know the device/OS and Spotify version you’re using? We'll see what we can suggest /CO
Just purchased the premium family plan but can't invite family members. Why is this complicated?,Family_Student_Plan,Family_Student_Plan,True,1.0000000000000002,"@458065 Hey Marc! Sorry to hear that. Don't worry, we're here to help. Could you send us the email addresses of the members you're trying to add via DM? We'll check things backstage /CP https://t.co/ldFdZRiNAt"
"Hi there, I can't play none of Beck song for some reason. It works on my hubby's account. Why...?",Playback_Issue,Playback_Issue,True,1.0000000000000002,"@402827 Hey, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /RV"
downloaded the desktop EXE version of the app and it started downloading files to my phone immediately after I added my music in,App_Technical,Music_Content,False,1.0,@445236 Hey! Thanks for letting us know - we'll get this reported. Give us a shout if you need anything else /CO
"New to Can someone tell me how to turn OFF that ($!#/) shuffle play Play one song, remove the suggested songs. Ready 2 delete",Playback_Issue,Playback_Issue,True,1.0000000000000004,@596589 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt
Can i avail this on top of my premium subscription? Mine will expire on march 2018 i guess 😞,Premium_Subscription,Premium_Subscription,True,1.0,@802061 Hi there. Can you DM us your account's email address or username? We'll take a look under the hood /XF https://t.co/ldFdZRiNAt
I have a student premium acct. and for the past 2 months ive been charged full price and have not had access to hulu nor could i find a solution on the community forums/pages,Family_Student_Plan,Family_Student_Plan,True,1.0000000000000002,"@155530 Hey Andrew, we're here to help! Could you DM us your account's username and email address? We'll take a look backstage /BX https://t.co/ldFdZRiNAt"
make a setting where in Offline mode you only see downloaded albums. Saved albums are useless to me when im in offline mode!,Feature_Request,Downloads_Offline,False,1.0000000000000002,@206138 Hey Duncan! Can you DM us your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt
Can't log in and don't have time to navigate that nightmare of a help center to find a point of external communication WYA?,Login_Issue,Login_Issue,True,1.0000000000000004,@532309 Hey Alice! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
. Please could you help? None of my music will play and it’s set to “offline” I listen to my music on the go all the time and have never had this problem. It’s just stopped becoming available. Has my music just...un-downloaded itself? 😞,Downloads_Offline,Downloads_Offline,True,1.0,"@800445 Hey Kaysha, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this. Let us know if there's anything else /AY"
. why is my student subscription not working for Hulu?,Family_Student_Plan,Premium_Subscription,False,1.0000000000000002,@612722 Hey! What's happening exactly? Can you also DM us your account's username or email address? We'll check things out for you /YM https://t.co/ldFdZRiNAt
it's 2017 why do I have a 3333 offline song limit on my spotify? Do you really want to get that 9.99 a month off me? Ps pls emulate their local files synching.,Downloads_Offline,Downloads_Offline,True,1.0000000000000002,"@144986 Hey Ben! Right now, there's a download limit of 3,333 tracks on 3 separate devices. We have more info here: https://t.co/WDXVuJV0dh /NS"
"Streaming isn’t working, for ex. I can’t listen to any of the xx. And all my offline playlist disappeared.",Downloads_Offline,Downloads_Offline,True,1.0000000000000002,@436840 Thanks. Can you DM us your account's username or email address? We'll take a look backstage /JP https://t.co/ldFdZRiNAt
can you please add to your #WomenOfPop Playlist?,Music_Content,Feature_Request,False,1.0,"@585005 Hey Brittania! Our Curation team are independent &amp; use taste, data, and trends to create playlists, but we’ll pass on your suggestion /JP"
the app won't let me share links to songs? The app just crashes when I use the share option,App_Technical,App_Technical,True,1.0000000000000004,"@302060 Hey Dojo, help's here! Can you let us know your device, operating system, and Spotify version? We'll check under the hood /JP"
where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,Feature_Request,Downloads_Offline,False,1.0,@285879 2: let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /CP
Hi - where might I find the ‘shuffle entire library’ button?,Playback_Issue,Playback_Issue,True,1.0000000000000002,@710749 Hey Noah! This sounds like a great feature! You can add your support to a similar idea here: https://t.co/4AnYWCNAi4 🙂 /NG
My premium account has become inactive sadly. It won't let me do anything. Go to a free account update or anything,Premium_Subscription,Premium_Subscription,True,1.0000000000000004,@226668 Thanks. Can you DM us your account's username or email address? We'll take a look under the hood /PK https://t.co/ldFdZRiNAt
i still haven't heard reputation can they put it on spotify pls,Music_Content,Music_Content,True,1.0,"@725677 Hey! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned. For now, check out the singles: https://t.co/3h0TnPWP0c /CX"
can you please fix ur desktop app it keeps crashing,App_Technical,App_Technical,True,1.0000000000000004,@401559 Hey there! Can you let us know the operating system and Spotify version you're using? We'll see what we can suggest /RH
I was double charged for Spotify Premium. How do I fix this?,Payment_Refund,Payment_Refund,True,1.0,"@616106 Hey Paulie, help's here! Can you DM us your account's username and email address? We'll take a look backstage /KL https://t.co/ldFdZRiNAt"
"Am subscribed to Spotify premium, tried to play music today it says I only have a free account. No notification. Why?",Premium_Subscription,Premium_Subscription,True,1.0000000000000002,@505037 Hey Nick! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt
"My Spotify was hacked a short while ago. Now my BELOVED ""Discover Weekly"" is screwed and useless :-/ Can I get your help to reset it?",Account_Security,Account_Security,True,0.9999999999999999,"@639479 Hi Kalle, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"
swiping to queue rarely ever works in offline mode (been like this forever ),Downloads_Offline,Downloads_Offline,True,1.0,"@511586 Hi Joshua, help's here! Can you let us know your phone's OS and Spotify versions? We'll see what we can suggest /DV"
I have been charged twice for the same month of premium,Payment_Refund,Payment_Refund,True,1.0,@392478 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /MG
yo you should add this song to your new music friday playlist 😉💛,Music_Content,Music_Content,True,1.0,@338375 2: Check out https://t.co/6BMOmfiZvQ to help you gain visibility /K
"Hi I subscribed to premium but I can not use it, use the university account and they already charged me but I really wanted the normal premium account, which is what I have to do to recover my money and pay the normal premium.",Payment_Refund,Payment_Refund,True,1.0000000000000002,@555941 Hey Alberto! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt
"hi! I live in Porto, Portugal, and I cant log in my account, it keeps saying that I'm in a diferent country, I don't know why",Login_Issue,Login_Issue,True,1.0,@348614 Hey there! Can you DM us your account's email address? We'll take a look under the hood /QI https://t.co/ldFdZRiNAt
Same. I wish Spotify had a calendar view of when new albums come out for artists you follow.,Feature_Request,Feature_Request,True,1.0,@166518 This sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /JN
"Online when I'm connected to the Internet, when I press connect it just doesn't respond so I can't log in. Thanks!",Login_Issue,Login_Issue,True,1.0,@615691 Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt
you guys should add the Art of podcast to your library!! PLEASE!,Music_Content,Feature_Request,False,1.0000000000000002,@462952 Hey there! We’re working hard with rights holders to get more of the best content on the service. Stay tuned /AK
"I am getting a message that my payment information failed, but I signed up for the family plan with my wife and my account...",Family_Student_Plan,Family_Student_Plan,True,1.0000000000000004,@368611 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt
"and BTW, you'll even benefit a lot if you'll put up GOT7's song on Spotify cause they have a bajillion of fans (called AHGASES) WORLDWIDE, so basically more ppl will tune in to Spotify cause of them. 💚 Just sayin' yknow 🤔😉 #GOT7onSpotify",Music_Content,Music_Content,True,1.0000000000000002,@248107 Hi! We've replied to your DM. Check your inbox /LM
upgraded my family to premium. But now everyone but me gets it. I’m signed in through Facebook and it’s not working,Family_Student_Plan,Premium_Subscription,False,1.0000000000000002,"@465170 Hi Heather, help's here! Can you DM us your account's email address? We'll take a look backstage /JR https://t.co/ldFdZRiNAt"
"none of those answers are appropriate, its a bug ive seen many complain about. so i just have to reinstall & re save every 2 months? cool.",App_Technical,App_Technical,True,1.0000000000000002,"@196865 We're sorry to hear that. Just to check, have your tried removing your list of offline devices, then doing a quick reinstall? /PB"
upgraded to premium and it still says I have a free account. Fix?,Premium_Subscription,Premium_Subscription,True,1.0,@558430 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt
I have student premium and it won’t let me access Hulu. Talked to a Hulu rep and the issue seems to be on yalls end- help!,Family_Student_Plan,Family_Student_Plan,True,1.0,"@569739 Hey Victoria, that's not cool. Can you send us your account's email address or username via DM? We'll take a look backstage /JE https://t.co/ldFdZR1cbT"
can't login for some reason. It let me reset my password to the same thing 3 times in a row. All login info was triple checked,Login_Issue,Login_Issue,True,1.0,"@352555 Hey Brandon! Help's arrived. Are you getting any specific errors? If so, a screenshot will be really handy /CP"
account was hacked and resolved but all my playlists are gone.,Account_Security,Account_Security,True,1.0,@806233 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt
Feature Request: ability to switch to a new playlist after the current song (instead of stopping it and switching immediately) on,Feature_Request,Feature_Request,True,1.0,@412200 Hey Alan! We can see how that’d be useful. You can vote for the official idea here: https://t.co/lJtXqDZyWF 🙂 /BP
"Thanks for the reply, But is this saying can't shuffle at all now? lol I'm doing it on my current playlist.",Playback_Issue,Playback_Issue,True,1.0000000000000002,"@471351 Hmm. Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /NS"
"I got a new Phone, and now the app says I am aboard and can't log in anymore while I have never left the US. Please help!",Login_Issue,Login_Issue,True,1.0000000000000002,@448197 Hi Stefano! Help's here. Can you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt
