text,intent,expected_action,retrieved_message,retrieved_intent,similarity_score_raw,intent_match,rubric,similarity_rubric_score
Does anyone know how to contact ? Someone else is using my account even though I’ve repeatedly changed my password and email.,Account_Security,ESCALATE_TO_HUMAN,Does anyone know how to contact @115888 ? Someone else is using my account even though I’ve repeatedly changed my password and email.,Account_Security,1.0,True,GOOD,3
i already paid in cash for my spotify premium but my account is still free.,Premium_Subscription,AUTO_HANDLE,@SpotifyCares i already paid in cash for my spotify premium but my account is still free.,Premium_Subscription,1.0,True,GOOD,3
"Hi, I’ve just bought Spotify premium but I’ve received two receipts, does this mean I’ve been charged twice?",Payment_Refund,ESCALATE_TO_HUMAN,"@SpotifyCares Hi, I’ve just bought Spotify premium but I’ve received two receipts, does this mean I’ve been charged twice?",Payment_Refund,1.0,True,GOOD,3
"Naka globe postpaid ako, mag spotify premium sana ako yung nadadagdag lang sa bill ko. Pwede ba yung student discount don? 65 per month.",Family_Student_Plan,AUTO_HANDLE,bakit kailangan ko ng credit card para ma avail yung student premium sa spotify pwede bang by load na lang ulit ang mop?,Family_Student_Plan,0.1691,True,PARTIAL,1
"your adds are more compressed, hasher and alot louder than the music. Sort that out ya nearly blew my ears out and nt near full vol",App_Technical,AUTO_HANDLE,"@115888 your adds are more compressed, hasher and alot louder than the music. Sort that out ya nearly blew my ears out and nt near full vol",Music_Content,1.0,False,POOR,3
I can't remember my password/email I used on my phone and I made a premium account using my student discount. How do I recover it?,Login_Issue,AUTO_HANDLE,@115888 I can't remember my password/email I used on my phone and I made a premium account using my student discount. How do I recover it?,Family_Student_Plan,1.0,False,POOR,3
Android app asks to log on but when I try it says I'm set to offline. Then gets stuck in a loop. 7gb of downloads I need to access!,Downloads_Offline,AUTO_HANDLE,@SpotifyCares Android app asks to log on but when I try it says I'm set to offline. Then gets stuck in a loop. 7gb of downloads I need to access!,Downloads_Offline,1.0,True,GOOD,3
your shuffle algorithm sucks please stop this madness and just shuffle my dang songs,Playback_Issue,AUTO_HANDLE,@115888 your shuffle algorithm sucks please stop this madness and just shuffle my dang songs,Playback_Issue,1.0,True,GOOD,3
"your Mac based app is terrible, slow and constantly crashes. Latest updates have done nothing to improve it",App_Technical,AUTO_HANDLE,"@115888 your Mac based app is terrible, slow and constantly crashes. Latest updates have done nothing to improve it",App_Technical,1.0,True,GOOD,3
it says not available in offline mode ... its never done this before,Downloads_Offline,AUTO_HANDLE,@SpotifyCares @112253   it says not available in offline mode ... its never done this before,Downloads_Offline,1.0,True,GOOD,3
I can't login to my Spotify acct thru the Groove app to move my music over. Checked the credentials on my phone too,Login_Issue,AUTO_HANDLE,@117168 @115890 I can't login to my Spotify acct thru the Groove app to move my music over. Checked the credentials on my phone too,Login_Issue,1.0,True,GOOD,3
"hello , i signed up for student premium and it went thru but i was charged twice on my card",Payment_Refund,ESCALATE_TO_HUMAN,"@SpotifyCares  hello , i signed up for student premium and it went thru but i was charged twice on my card",Payment_Refund,1.0,True,GOOD,3
Hi I've been charged twice this month can you look into it for me?,Payment_Refund,ESCALATE_TO_HUMAN,@SpotifyCares Hi I've been charged twice this month can you look into it for me?,Payment_Refund,1.0,True,GOOD,3
"The app crashes everytime I try to share a song, then it restarts playing the previous song.",App_Technical,AUTO_HANDLE,"@SpotifyCares The app crashes everytime I try to share a song, then it restarts playing the previous song.",App_Technical,1.0,True,GOOD,3
Hey the App doesn't work since las update on November 29 on Adroid #OnePlus5T,App_Technical,AUTO_HANDLE,@115888 Hey the App doesn't work since las update on November 29 on Adroid #OnePlus5T,App_Technical,1.0,True,GOOD,3
Just subscribed for premium. Paid. Still only free account.,Premium_Subscription,AUTO_HANDLE,@SpotifyCares Just subscribed for premium. Paid. Still only free account.,Premium_Subscription,1.0,True,GOOD,3
I’ve sorted it now and cancelled but I want a refund because I haven’t used the account for about a year!,Payment_Refund,ESCALATE_TO_HUMAN,@SpotifyCares I’ve sorted it now and cancelled but I want a refund because I haven’t used the account for about a year!,Payment_Refund,1.0,True,GOOD,3
Please add last.fm support for remote devices. Really shouldn't be that hard to implement from the backend.,Feature_Request,AUTO_HANDLE,@115888 Please add last.fm support for remote devices. Really shouldn't be that hard to implement from the backend.,Feature_Request,1.0,True,GOOD,3
pls help! Have paid for Premium sub via iTunes but app is not working. Have tried logging out/in & reinstalling to no avail :(,App_Technical,AUTO_HANDLE,@SpotifyCares pls help! Have paid for Premium sub via iTunes but app is not working. Have tried logging out/in &amp; reinstalling to no avail :( https://t.co/OY86IILdeq,App_Technical,1.0,True,GOOD,3
"That works. I just miss the functionality to select ""shuffle"" when first opening a playlist, the way it used to be.",Playback_Issue,AUTO_HANDLE,"@SpotifyCares That works. I just miss the functionality to select ""shuffle"" when first opening a playlist, the way it used to be.",Playback_Issue,1.0,True,GOOD,3
i know im offline but how exactly am i supposed to connect online when i try to log in n ur msg keeps tellin me to connect online?,Login_Issue,AUTO_HANDLE,@115888 i know im offline but how exactly am i supposed to connect online when i try to log in  n ur msg keeps tellin me to connect online?,Downloads_Offline,1.0,False,POOR,3
Could you please add Apple Safari support for the Web Player?,Feature_Request,AUTO_HANDLE,@115888 Could you please add Apple Safari support for the Web Player?,Feature_Request,1.0,True,GOOD,3
"hello, may I please get a refund? I cancelled your services and never meant for a premium subscription, thank you!",Payment_Refund,ESCALATE_TO_HUMAN,"@SpotifyCares hello, may I please get a refund? I cancelled your services and never meant for a premium subscription, thank you!",Payment_Refund,1.0,True,GOOD,3
"Hi, I can't login on android. App keeps telling me the device is offline. When I press""connect"", nothing happens. Please help",Login_Issue,AUTO_HANDLE,"@SpotifyCares Hi, I can't login on android. App keeps telling me the device is offline. When I press""connect"", nothing happens. Please help",Downloads_Offline,1.0,False,POOR,3
"hi, do you happen to have any input on whether you'll put End Game (from Taylor Swift's reputation) on Spotify seperately from the album when it gets released as a single?",Music_Content,AUTO_HANDLE,"@SpotifyCares hi, do you happen to have any input on whether you'll put End Game (from Taylor Swift's reputation) on Spotify seperately from the album when it gets released as a single?",Music_Content,1.0,True,GOOD,3
"someone else is using my account/changing music and I've tried everything to stop it, please help asap it's scary af",Account_Security,ESCALATE_TO_HUMAN,"@SpotifyCares someone else is using my account/changing music and I've tried everything to stop it, please help asap it's scary af",Account_Security,1.0,True,GOOD,3
I can't log in and your website requires me to be logged in to submit a query via your contact form.,Login_Issue,AUTO_HANDLE,@SpotifyCares I can't log in and your website requires me to be logged in to submit a query via your contact form.,Login_Issue,1.0,True,GOOD,3
Is your service currently offline?,App_Technical,AUTO_HANDLE,@115888 Is your service currently offline?,Downloads_Offline,1.0,False,POOR,3
hey please add a #macOS notification for when a new song starts like what does,Feature_Request,AUTO_HANDLE,hey @115888 please add a #macOS notification for when a new song starts like what @118721  does https://t.co/tcNAytpcsw,Music_Content,1.0,False,POOR,3
my 2 week premium has expired and it won’t let me upgrade to premium again how can resolve this problem ?,Premium_Subscription,AUTO_HANDLE,@115888 my 2 week premium has expired and it won’t let me upgrade to premium again how can resolve this problem ?,Premium_Subscription,1.0,True,GOOD,3
please fix ur bug which doesn't allow me to shuffle anything when on 4g 🙃,Playback_Issue,AUTO_HANDLE,@115888 please fix ur bug which doesn't allow me to shuffle anything when on 4g 🙃,Playback_Issue,1.0,True,GOOD,3
"Hey I submitted a subscription for your 3 months for $9.99 and the form said it didn't go through, but my bank says otherwise! I open spotify and still HAVE NO PREMIUM! What gives?!?",Premium_Subscription,AUTO_HANDLE,"Hey @SpotifyCares I submitted a subscription for your 3 months for $9.99 and the form said it didn't go through, but my bank says otherwise! I open spotify and still HAVE NO PREMIUM! What gives?!?",Premium_Subscription,1.0,True,GOOD,3
"Hmm, that's the second time my android Spotify has forgotten half of the tracks I've downloaded for offline. What gives?",Downloads_Offline,AUTO_HANDLE,"Hmm, that's the second time my android Spotify has forgotten half of the tracks I've downloaded for offline. What gives? @SpotifyCares",Downloads_Offline,1.0,True,GOOD,3
"Please please please add Seo Taiji's Album ""Ultramania"" on spotify!!! did I say please?",Music_Content,AUTO_HANDLE,"@SpotifyCares Please please please add Seo Taiji's Album ""Ultramania"" on spotify!!! did I say please?",Feature_Request,1.0,False,POOR,3
what’s wrong with your app.. songs keep crashing and skipping #spotify,App_Technical,AUTO_HANDLE,@115888 what’s wrong with your app.. songs keep crashing and skipping #spotify,App_Technical,1.0,True,GOOD,3
been hacked need some help,Account_Security,ESCALATE_TO_HUMAN,@115888 @SpotifyCares  been hacked need some help,Account_Security,1.0,True,GOOD,3
accidentally refunded the payment&now I cant login on my spotify but I have payment transferred. Do I get my ac automatically🔙,Login_Issue,ESCALATE_TO_HUMAN,@SpotifyCares accidentally refunded the payment&amp;now I cant login on my spotify but I have payment transferred. Do I get my ac automatically🔙,Login_Issue,1.0,True,GOOD,3
mobile feature request - how about the possibility for folder creation on app just like full/web app. ^RJ,Feature_Request,AUTO_HANDLE,@SpotifyCares @131098 mobile feature request - how about the possibility for folder creation on @122609 app just like full/web app. ^RJ,Feature_Request,1.0,True,GOOD,3
"Could you please add newest album New Wave to the new release list. Not seeing it at all sadly, its a great album",Music_Content,AUTO_HANDLE,"@SpotifyCares Could you please add @56382 newest album New Wave to the new release list. Not seeing it at all sadly, its a great album",Feature_Request,1.0,False,POOR,3
Hey - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?,Playback_Issue,AUTO_HANDLE,Hey @116130 - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?,Playback_Issue,1.0,True,GOOD,3
hi I’m supposed to have premium account till next year but it’s not working.. help yo girl out please and thank you,Premium_Subscription,AUTO_HANDLE,@SpotifyCares hi I’m supposed to have premium account till next year but it’s not working.. help yo girl out please and thank you,Premium_Subscription,1.0,True,GOOD,3
could you please add these 2 songs by Logic (5 AM — Man of the year) thank you,Music_Content,AUTO_HANDLE,@SpotifyCares could you please add these 2 songs by Logic (5 AM — Man of the year) thank you,Feature_Request,1.0,False,POOR,3
credit card hacked called you and reported Oct 23 still charging my card need support chatted w/ Mark R,Account_Security,ESCALATE_TO_HUMAN,@SpotifyCares credit card hacked called you and reported Oct 23 still charging my card need support chatted w/ Mark R,Account_Security,1.0,True,GOOD,3
but I cannot recover my library. Please help. Don’t think I was hacked as password and email were not changed.,App_Technical,ESCALATE_TO_HUMAN,@SpotifyCares but I cannot recover my library. Please help. Don’t think I was hacked as password and email were not changed.,Account_Security,1.0,False,POOR,3
"Hi, wondering if you can tell me why all my downloaded albums and playlists stop being available offline when I haven't listened for awhile? Thanks.",Downloads_Offline,AUTO_HANDLE,"@SpotifyCares Hi, wondering if you can tell me why all my downloaded albums and playlists stop being available offline when I haven't listened for awhile? Thanks.",Downloads_Offline,1.0,True,GOOD,3
and i have to restart the whole app then i press shuffle play it said you need premium to play the music,Playback_Issue,AUTO_HANDLE,@SpotifyCares and i have to restart the whole app then i press shuffle play it said you need premium to play the music,Playback_Issue,1.0,True,GOOD,3
"Add the Benny Benassi remix of ""Pretty Girls"" by wale, weensey from backyard and gucci mane. Can't live without this song it's the most unforgettable song in Project X",Music_Content,AUTO_HANDLE,"Add the Benny Benassi remix of ""Pretty Girls"" by wale, weensey from backyard and gucci mane. Can't live without this song @115888 @SpotifyCares it's the most unforgettable song in Project X",Music_Content,1.0,True,GOOD,3
why my hacked Spotify is doing this?,Account_Security,ESCALATE_TO_HUMAN,@SpotifyCares why my hacked Spotify is doing this? https://t.co/o1WhzA69kw,Account_Security,1.0,True,GOOD,3
Just purchased the premium family plan but can't invite family members. Why is this complicated?,Family_Student_Plan,AUTO_HANDLE,@SpotifyCares Just purchased the premium family plan but can't invite family members. Why is this complicated?,Family_Student_Plan,1.0,True,GOOD,3
"Hi there, I can't play none of Beck song for some reason. It works on my hubby's account. Why...?",Playback_Issue,AUTO_HANDLE,"@SpotifyCares Hi there, I can't play none of Beck song for some reason. It works on my hubby's account. Why...?",Playback_Issue,1.0,True,GOOD,3
downloaded the desktop EXE version of the app and it started downloading files to my phone immediately after I added my music in,App_Technical,AUTO_HANDLE,@SpotifyCares downloaded the desktop EXE version of the app and it started downloading files to my phone immediately after I added my music in,Music_Content,1.0,False,POOR,3
"New to Can someone tell me how to turn OFF that ($!#/) shuffle play Play one song, remove the suggested songs. Ready 2 delete",Playback_Issue,AUTO_HANDLE,"New to @SpotifyCares Can someone tell me how to 
turn OFF that ($!#/) shuffle play
Play one song, remove the suggested songs.
Ready 2 delete",Playback_Issue,1.0,True,GOOD,3
Can i avail this on top of my premium subscription? Mine will expire on march 2018 i guess 😞,Premium_Subscription,AUTO_HANDLE,@115888 Can i avail this on top of my premium subscription? Mine will expire on march 2018 i guess 😞,Premium_Subscription,1.0,True,GOOD,3
I have a student premium acct. and for the past 2 months ive been charged full price and have not had access to hulu nor could i find a solution on the community forums/pages,Family_Student_Plan,AUTO_HANDLE,@SpotifyCares I have a student premium acct. and for the past 2 months ive been charged full price and have not had access to hulu nor could i find a solution on the community forums/pages,Family_Student_Plan,1.0,True,GOOD,3
make a setting where in Offline mode you only see downloaded albums. Saved albums are useless to me when im in offline mode!,Feature_Request,AUTO_HANDLE,@115888 make a setting where in Offline mode you only see downloaded albums. Saved albums are useless to me when im in offline mode!,Downloads_Offline,1.0,False,POOR,3
Can't log in and don't have time to navigate that nightmare of a help center to find a point of external communication WYA?,Login_Issue,AUTO_HANDLE,Can't log in and don't have time to navigate that nightmare of a help center to find a point of external communication @188 WYA? https://t.co/Ym3HHcdCpA,Login_Issue,1.0,True,GOOD,3
. Please could you help? None of my music will play and it’s set to “offline” I listen to my music on the go all the time and have never had this problem. It’s just stopped becoming available. Has my music just...un-downloaded itself? 😞,Downloads_Offline,AUTO_HANDLE,.@SpotifyCares Please could you help? None of my music will play and it’s set to “offline” I listen to my music on the go all the time and have never had this problem. It’s just stopped becoming available. Has my music just...un-downloaded itself? 😞,Downloads_Offline,1.0,True,GOOD,3
. why is my student subscription not working for Hulu?,Family_Student_Plan,AUTO_HANDLE,.@SpotifyCares why is my student subscription not working for Hulu?,Premium_Subscription,1.0,False,POOR,3
it's 2017 why do I have a 3333 offline song limit on my spotify? Do you really want to get that 9.99 a month off me? Ps pls emulate their local files synching.,Downloads_Offline,AUTO_HANDLE,@spotifycares it's 2017 why do I have a 3333 offline song limit on my spotify? Do you really want @GooglePlayMusic to get that 9.99 a month off me? Ps pls emulate their local files synching.,Downloads_Offline,1.0,True,GOOD,3
"Streaming isn’t working, for ex. I can’t listen to any of the xx. And all my offline playlist disappeared.",Downloads_Offline,AUTO_HANDLE,"@SpotifyCares Streaming isn’t working, for ex. I can’t listen to any of the xx. And all my offline playlist disappeared.",Downloads_Offline,1.0,True,GOOD,3
can you please add to your #WomenOfPop Playlist?,Music_Content,AUTO_HANDLE,@115888 can you please add @48252 to your #WomenOfPop Playlist?,Feature_Request,1.0,False,POOR,3
the app won't let me share links to songs? The app just crashes when I use the share option,App_Technical,AUTO_HANDLE,@SpotifyCares the app won't let me share links to songs? The app just crashes when I use the share option,App_Technical,1.0,True,GOOD,3
where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,Feature_Request,AUTO_HANDLE,@115888 where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,Downloads_Offline,1.0,False,POOR,3
Hi - where might I find the ‘shuffle entire library’ button?,Playback_Issue,AUTO_HANDLE,Hi @SpotifyCares - where might I find the ‘shuffle entire library’ button?,Playback_Issue,1.0,True,GOOD,3
My premium account has become inactive sadly. It won't let me do anything. Go to a free account update or anything,Premium_Subscription,AUTO_HANDLE,@SpotifyCares My premium account has become inactive sadly. It won't let me do anything. Go to a free account update or anything,Premium_Subscription,1.0,True,GOOD,3
i still haven't heard reputation can they put it on spotify pls,Music_Content,AUTO_HANDLE,hello when is reputation being put on spotify,Music_Content,0.3541,True,PARTIAL,1
can you please fix ur desktop app it keeps crashing,App_Technical,AUTO_HANDLE,@115888 can you please fix ur desktop app it keeps crashing,App_Technical,1.0,True,GOOD,3
I was double charged for Spotify Premium. How do I fix this?,Payment_Refund,ESCALATE_TO_HUMAN,@SpotifyCares I was double charged for Spotify Premium. How do I fix this?,Payment_Refund,1.0,True,GOOD,3
"Am subscribed to Spotify premium, tried to play music today it says I only have a free account. No notification. Why?",Premium_Subscription,AUTO_HANDLE,"@SpotifyCares Am subscribed to Spotify premium, tried to play music today it says I only have a free account. No notification. Why?",Premium_Subscription,1.0,True,GOOD,3
"My Spotify was hacked a short while ago. Now my BELOVED ""Discover Weekly"" is screwed and useless :-/ Can I get your help to reset it?",Account_Security,ESCALATE_TO_HUMAN,"@SpotifyCares My Spotify was hacked a short while ago. Now my BELOVED ""Discover Weekly"" is screwed and useless :-/ Can I get your help to reset it?",Account_Security,1.0,True,GOOD,3
swiping to queue rarely ever works in offline mode (been like this forever ),Downloads_Offline,AUTO_HANDLE,@SpotifyCares swiping to queue rarely ever works in offline mode (been like this forever ) https://t.co/seQ0OD4QYH,Downloads_Offline,1.0,True,GOOD,3
I have been charged twice for the same month of premium,Payment_Refund,ESCALATE_TO_HUMAN,@117153 @SpotifyCares I have been charged twice for the same month of premium,Payment_Refund,1.0,True,GOOD,3
yo you should add this song to your new music friday playlist 😉💛,Music_Content,AUTO_HANDLE,yo @115888 @125633 you should add this song to your new music friday playlist 😉💛,Music_Content,1.0,True,GOOD,3
"Hi I subscribed to premium but I can not use it, use the university account and they already charged me but I really wanted the normal premium account, which is what I have to do to recover my money and pay the normal premium.",Payment_Refund,ESCALATE_TO_HUMAN,"@117153  
Hi I subscribed to premium but I can not use it, use the university account and they already charged me but I really wanted the normal premium account, which is what I have to do to recover my money and pay the normal premium.",Payment_Refund,1.0,True,GOOD,3
"hi! I live in Porto, Portugal, and I cant log in my account, it keeps saying that I'm in a diferent country, I don't know why",Login_Issue,AUTO_HANDLE,"@SpotifyCares hi! I live in Porto, Portugal, and I cant log in my account, it keeps saying that I'm in a diferent country, I don't know why",Login_Issue,1.0,True,GOOD,3
Same. I wish Spotify had a calendar view of when new albums come out for artists you follow.,Feature_Request,AUTO_HANDLE,@171957 @20016 Same. I wish Spotify had a calendar view of when new albums come out for artists you follow.,Feature_Request,1.0,True,GOOD,3
"Online when I'm connected to the Internet, when I press connect it just doesn't respond so I can't log in. Thanks!",Login_Issue,AUTO_HANDLE,"@SpotifyCares Online when I'm connected to the Internet, when I press connect it just doesn't respond so I can't log in. Thanks!",Login_Issue,1.0,True,GOOD,3
you guys should add the Art of podcast to your library!! PLEASE!,Music_Content,AUTO_HANDLE,@SpotifyCares you guys should add the Art of @462953 podcast to your library!! PLEASE!,Feature_Request,1.0,False,POOR,3
"I am getting a message that my payment information failed, but I signed up for the family plan with my wife and my account...",Family_Student_Plan,AUTO_HANDLE,"@SpotifyCares I am getting a message that my payment information failed, but I signed up for the family plan with my wife and my account...",Family_Student_Plan,1.0,True,GOOD,3
"and BTW, you'll even benefit a lot if you'll put up GOT7's song on Spotify cause they have a bajillion of fans (called AHGASES) WORLDWIDE, so basically more ppl will tune in to Spotify cause of them. 💚 Just sayin' yknow 🤔😉 #GOT7onSpotify",Music_Content,AUTO_HANDLE,"@SpotifyCares @115888 @248108 and BTW, you'll even benefit a lot if you'll put up GOT7's song on Spotify cause they have a bajillion of fans (called AHGASES) WORLDWIDE, so basically more ppl will tune in to Spotify cause of them. 💚
Just sayin' yknow 🤔😉 

@115888 @SpotifyCares 
#GOT7onSpotify",Music_Content,1.0,True,GOOD,3
upgraded my family to premium. But now everyone but me gets it. I’m signed in through Facebook and it’s not working,Family_Student_Plan,AUTO_HANDLE,@361693 @115888 upgraded my family to premium. But now everyone but me gets it. I’m signed in through Facebook and it’s not working,Premium_Subscription,1.0,False,POOR,3
"none of those answers are appropriate, its a bug ive seen many complain about. so i just have to reinstall & re save every 2 months? cool.",App_Technical,AUTO_HANDLE,"@SpotifyCares none of those answers are appropriate, its a bug ive seen many complain about. so i just have to reinstall &amp; re save every 2 months? cool.",App_Technical,1.0,True,GOOD,3
upgraded to premium and it still says I have a free account. Fix?,Premium_Subscription,AUTO_HANDLE,@SpotifyCares upgraded to premium and it still says I have a free account. Fix?,Premium_Subscription,1.0,True,GOOD,3
I have student premium and it won’t let me access Hulu. Talked to a Hulu rep and the issue seems to be on yalls end- help!,Family_Student_Plan,AUTO_HANDLE,@SpotifyCares I have student premium and it won’t let me access Hulu. Talked to a Hulu rep and the issue seems to be on yalls end- help!,Family_Student_Plan,1.0,True,GOOD,3
can't login for some reason. It let me reset my password to the same thing 3 times in a row. All login info was triple checked,Login_Issue,AUTO_HANDLE,@SpotifyCares can't login for some reason. It let me reset my password to the same thing 3 times in a row. All login info was triple checked,Login_Issue,1.0,True,GOOD,3
account was hacked and resolved but all my playlists are gone.,Account_Security,ESCALATE_TO_HUMAN,@SpotifyCares account was hacked and resolved but all my playlists are gone.,Account_Security,1.0,True,GOOD,3
Feature Request: ability to switch to a new playlist after the current song (instead of stopping it and switching immediately) on,Feature_Request,AUTO_HANDLE,Feature Request: ability to switch to a new playlist after the current song (instead of stopping it and switching immediately) on @115888,Feature_Request,1.0,True,GOOD,3
"Thanks for the reply, But is this saying can't shuffle at all now? lol I'm doing it on my current playlist.",Playback_Issue,AUTO_HANDLE,"@SpotifyCares Thanks for the reply, But is this saying can't shuffle at all now? lol I'm doing it on my current playlist.",Playback_Issue,1.0,True,GOOD,3
"I got a new Phone, and now the app says I am aboard and can't log in anymore while I have never left the US. Please help!",Login_Issue,AUTO_HANDLE,"@SpotifyCares I got a new Phone, and now the app says I am aboard and can't log in anymore while I have never left the US. Please help!",Login_Issue,1.0,True,GOOD,3
