customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
1021771,"@SpotifyCares when you search for a song and it’s on shuffle, the song you click doesn’t necessarily play",1021770,@361803 Hey Jason! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,"when you search for a song and it’s on shuffle, the song you click doesn’t necessarily play",Hey Jason! Can you DM us your account's email address or username? We'll check backstage /AR,Playback_Issue
1022457,@SpotifyCares Hey is it intentional that the shuffle ignores the playlist filter on mobile?,1022455,"@361937 Hi there! Yes, that's correct. All the contents of the playlist are covered whenever you play on shuffle mode /JM",Hey is it intentional that the shuffle ignores the playlist filter on mobile?,"Hi there! Yes, that's correct. All the contents of the playlist are covered whenever you play on shuffle mode /JM",Playback_Issue
1022723,Hey @115888 it'd be awesome if my account would not get hacked twice in three days 🖕.,1022722,@362017 Hey Caleb! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,Hey it'd be awesome if my account would not get hacked twice in three days 🖕.,Hey Caleb! Can you DM us your account's email address or username? We'll check backstage /AR,Account_Security
1022729,@115888 how do I add a family member to our family plan?,1022728,@362019 Hi Laura! Help's here. We have all the info you need at https://t.co/bzzki7lPS1 /DD,how do I add a family member to our family plan?,Hi Laura! Help's here. We have all the info you need at /DD,Family_Student_Plan
1023284,"@spotifycares was suddenly logged out of spotify on my browser.  can't login, getting an error that reads:  Oops, something went wrong.",1023283,"@362158 Hi Drew, help's here! Can you DM us your account's username and email address? We’ll take a look backstage 🔍 /TR","was suddenly logged out of spotify on my browser. can't login, getting an error that reads: Oops, something went wrong.","Hi Drew, help's here! Can you DM us your account's username and email address? We’ll take a look backstage 🔍 /TR",Login_Issue
1023996,@SpotifyCares are you guys having software issues right now? can't log in to web player,1023995,@362325 Hey Jessica. This is fixed! Everything should now be running as smooth as this guy's voice: https://t.co/NXWaP3cMnY /TF,are you guys having software issues right now? can't log in to web player,Hey Jessica. This is fixed! Everything should now be running as smooth as this guy's voice: /TF,Login_Issue
1024762,"Guys, I can't log in! The reset password page doesn't recognise my email, but says it is attached to an account @SpotifyCares",1024763,@362491 Hey Hattie! You should be able to reset your password now. Can you give it another shot? Let us know how that goes /TF,"Guys, I can't log in! The reset password page doesn't recognise my email, but says it is attached to an account",Hey Hattie! You should be able to reset your password now. Can you give it another shot? Let us know how that goes /TF,Login_Issue
1025066,"@115888 won't play @16643 , @34965 or @3837. Probably a few more but these are bothering me the most",1025065,"@362554 Hey Sven, we're here to help! Could you DM us with your device/OS, as well as your account's username and password? /TB","won't play , or . Probably a few more but these are bothering me the most","Hey Sven, we're here to help! Could you DM us with your device/OS, as well as your account's username and password? /TB",Playback_Issue
1025753,@SpotifyCares hi I’m supposed to have premium account till next year but it’s not working.. help yo girl out please and thank you,1025752,@362712 We've just sent you a DM 🙂 /SU,hi I’m supposed to have premium account till next year but it’s not working.. help yo girl out please and thank you,We've just sent you a DM 🙂 /SU,Premium_Subscription
1025766,What's up with @115888 this morning? Can't log in...,1025765,"@334235 @115888 Hi Brendan, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",What's up with this morning? Can't log in...,"Hi Brendan, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DV",Login_Issue
1026799,"@SpotifyCares Hey guys, having issues with the web player not working, 'play' button is just shaded out and won't play. Logged out, etc...",1026798,@362964 Hey there! Does using a different browser help? You might also want to try using an incognito window. Let us know /CG /CG,"Hey guys, having issues with the web player not working, 'play' button is just shaded out and won't play. Logged out, etc...",Hey there! Does using a different browser help? You might also want to try using an incognito window. Let us know /CG /CG,Playback_Issue
1027115,"@SpotifyCares Some songs disappeared from my offline playlist, I’m sure I haven’t accidentally deleted them, what’s wrong?",1027114,@363045 Hi! Apologies for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /JS,"Some songs disappeared from my offline playlist, I’m sure I haven’t accidentally deleted them, what’s wrong?",Hi! Apologies for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /JS,Downloads_Offline
1027509,@SpotifyCares hi guys my accounts been hacked. Please help,1027508,@363142 Hi! We've just replied to your DM. We'll carry on helping there /MQ,hi guys my accounts been hacked. Please help,Hi! We've just replied to your DM. We'll carry on helping there /MQ,Account_Security
1027703,"@115888 Dear Spotify team 
Please add Spotify in the Kuwait playstore 
Spotify is a cool app.....",1027702,@363199 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /NS,Dear Spotify team Please add Spotify in the Kuwait playstore Spotify is a cool app.....,Hey there! We're launching in new countries as often as possible. Be sure to add your email at /NS,Feature_Request
1027721,@SpotifyCares I have premium acct.   got logged out.  Can't log in.   email does not work.,1027720,@363205 Hey Quentin! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,I have premium acct. got logged out. Can't log in. email does not work.,Hey Quentin! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG,Login_Issue
1027808,"@SpotifyCares iPhone 7+, Dear Evan Hansen's playlist (that I have saved) won't play :(",1027810,"@363228 Got it! Are you receiving any errors when trying to play the playlist? If so, let us know the exact error. We'll be right here waiting /RV","iPhone 7+, Dear Evan Hansen's playlist (that I have saved) won't play :(","Got it! Are you receiving any errors when trying to play the playlist? If so, let us know the exact error. We'll be right here waiting /RV",Playback_Issue
1029042,My Spotify keeps pausing and stops and then I go to it and can't play my music without exiting the app and coming back. Help. @SpotifyCares,1029040,@342991 Hey! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,My Spotify keeps pausing and stops and then I go to it and can't play my music without exiting the app and coming back. Help.,Hey! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,Playback_Issue
1029045,@SpotifyCares my account was charged $10 when I should receive a student discount.,1029044,@363484 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,my account was charged $10 when I should receive a student discount.,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,Family_Student_Plan
1029759,@SpotifyCares hey! I noticed that you guys charged me 10.79 instead of applying the student discount. why might that be?,1029758,@363637 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,hey! I noticed that you guys charged me 10.79 instead of applying the student discount. why might that be?,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,Family_Student_Plan
1030251,"@SpotifyCares since Su I'm unable 2 login (android) Msg pops up ""U r currently set 2 offline"". Tapping ""connect"" does not help. Premium user",1030249,"@363760 Hi there! Can you let us know your device's Android version? Also, is this happening over WiFi or 3G/4G? /NQ","since Su I'm unable 2 login (android) Msg pops up ""U r currently set 2 offline"". Tapping ""connect"" does not help. Premium user","Hi there! Can you let us know your device's Android version? Also, is this happening over WiFi or 3G/4G? /NQ",Downloads_Offline
1030250,@SpotifyCares Both WiFi and 4G. Android 7.1.1. Spotify updated a few days ago. Previously it was working and I was using the offline mode of Spotify.,1030252,@363760 Got it. Does restarting your device make any difference? /KB,Both WiFi and 4G. Android 7.1.1. Spotify updated a few days ago. Previously it was working and I was using the offline mode of Spotify.,Got it. Does restarting your device make any difference? /KB,Downloads_Offline
1030257,"@SpotifyCares Hello, the whole issue I am unable to login.. so can't logout. I have already restarted the device. See thread above.",1030258,@363760 We understand. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,"Hello, the whole issue I am unable to login.. so can't logout. I have already restarted the device. See thread above.",We understand. Can you DM us your account's email address or username? We'll take a look backstage /PB,Login_Issue
1031945,Please please add snoop dogg's riders on the storm @115888 @181186,1031943,"@364175 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TB",Please please add snoop dogg's riders on the storm,"Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /TB",Feature_Request
1031954,"@SpotifyCares Someone else is controlling my account through Spotify Connect. Have tried ""sign out everywhere"" and changing FB password. Can still see their device listed/they keep switching music. Eek!",1031953,@364179 Hey Andrew! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,"Someone else is controlling my account through Spotify Connect. Have tried ""sign out everywhere"" and changing FB password. Can still see their device listed/they keep switching music. Eek!",Hey Andrew! Can you DM us your account's email address or username? We'll take a look /NS,Account_Security
1033175,Spotify should add a category of your downloaded music,1033174,"@364441 Hey, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /TM",Spotify should add a category of your downloaded music,"Hey, this sounds like a great idea! Suggest it in our Community at and get support from other users /TM",Music_Content
1033340,@SpotifyCares help me I lost my Hulu privileges and my bank account when negative cuz y’all overcharged me  the regular price not Student.😭,1033339,"@364482 Hey, help's here! We've just sent a DM your way. Let's carry on chatting there /NQ",help me I lost my Hulu privileges and my bank account when negative cuz y’all overcharged me the regular price not Student.😭,"Hey, help's here! We've just sent a DM your way. Let's carry on chatting there /NQ",Payment_Refund
1033887,@116380 my fiancé is trying to cancel his premium subscription but can't log in to cancel it. He can log into the app fine??? Help please,1033885,@364596 Hi there! Can you DM us his account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,my fiancé is trying to cancel his premium subscription but can't log in to cancel it. He can log into the app fine??? Help please,Hi there! Can you DM us his account's email address or username? We'll take a look backstage /NQ,Login_Issue
1035420,"@SpotifyCares i was charged twice. This was not a bank problem, they are two different amounts. Help me. This is getting very irritating.",1035419,"@364917 Hey there, sorry for the delay! We've replied to your DM, we'll carry on helping there /JX","i was charged twice. This was not a bank problem, they are two different amounts. Help me. This is getting very irritating.","Hey there, sorry for the delay! We've replied to your DM, we'll carry on helping there /JX",Payment_Refund
1036109,@SpotifyCares my account's been hacked. Received an email saying my personal email had je been changed. Can you help ?,1036108,"@365079 Hey Paul, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /TB",my account's been hacked. Received an email saying my personal email had je been changed. Can you help ?,"Hey Paul, we’re sorry to hear that. Check out for what to do next /TB",Account_Security
1036114,"@SpotifyCares Signed up for the Student Discount. Have edu address and my college showed up in options, but says couldn’t verify...whats up?",1036113,@365081 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /AK,"Signed up for the Student Discount. Have edu address and my college showed up in options, but says couldn’t verify...whats up?",Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /AK,Family_Student_Plan
1039753,@SpotifyCares : continuing. how does family member log on? usehis email and my password or? I have invite code but no where to insert code,1039752,@366002 Hey Jackelyn! We've just sent you a bit more info over DM. We'll carry on helping out there /AC,: continuing. how does family member log on? usehis email and my password or? I have invite code but no where to insert code,Hey Jackelyn! We've just sent you a bit more info over DM. We'll carry on helping out there /AC,Family_Student_Plan
1039759,"@SpotifyCares I went online, closed the app and opened and played a song, same exact thing happened as when offline",1039758,"@366003 Got it. Is this happening via WiFi, 3G/4G, or both? Does restarting your connection help at all? /NY","I went online, closed the app and opened and played a song, same exact thing happened as when offline","Got it. Is this happening via WiFi, 3G/4G, or both? Does restarting your connection help at all? /NY",Downloads_Offline
1040132,@SpotifyCares hey my accounts been hacked by some dude name Joan and he's freeloading off my paid account and ruining my playlists,1040131,@366080 Hi there! Can you DM us your account's email address or username? We'll see what we can suggest /ME https://t.co/ldFdZRiNAt,hey my accounts been hacked by some dude name Joan and he's freeloading off my paid account and ruining my playlists,Hi there! Can you DM us your account's email address or username? We'll see what we can suggest /ME,Account_Security
1042614,@SpotifyCares i have spotify premium and if switch to family plan to add my wife am i charged the full family price or just the difference?,1042613,@366510 Hi there! Your remaining Premium time's converted when upgrading to Premium for Family. Your renewal date may be brought forward /BX,i have spotify premium and if switch to family plan to add my wife am i charged the full family price or just the difference?,Hi there! Your remaining Premium time's converted when upgrading to Premium for Family. Your renewal date may be brought forward /BX,Family_Student_Plan
1043138,@SpotifyCares  my email address got changed NOT by me. how do i get this fixed. someone used a throwaway email - now I'm unable to login,1043137,@366677 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,my email address got changed NOT by me. how do i get this fixed. someone used a throwaway email - now I'm unable to login,Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,Login_Issue
1043333,"@SpotifyCares I'm getting tired - plus, heart and thumbs up all apparently do the same thing - add a song to my library. Maybe shouldn't",1043332,"@366718 Hey, sorry to hear you feel this way. We appreciate your feedback, so we'll make sure to pass it on to the right folks /PL","I'm getting tired - plus, heart and thumbs up all apparently do the same thing - add a song to my library. Maybe shouldn't","Hey, sorry to hear you feel this way. We appreciate your feedback, so we'll make sure to pass it on to the right folks /PL",Music_Content
1043534,"@SpotifyCares Hi, I just got an email telling me my registered email address has changed. This wasn't me. Now I can't login into my account. Can you please block my account right away?",1043533,@366768 Hey! Help's here. Can you DM us the email address you were using on your account? We'll check things backstage /CP https://t.co/ldFdZRiNAt,"Hi, I just got an email telling me my registered email address has changed. This wasn't me. Now I can't login into my account. Can you please block my account right away?",Hey! Help's here. Can you DM us the email address you were using on your account? We'll check things backstage /CP,Login_Issue
1043550,@SpotifyCares so my student discount has run for a year yet I’ve only just been found that out and I had no email I say it would go to £9.99 after that! and I’m in education for another 3 years so how can I get it again?,1043549,"@366773 Hey Chloe, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",so my student discount has run for a year yet I’ve only just been found that out and I had no email I say it would go to £9.99 after that! and I’m in education for another 3 years so how can I get it again?,"Hey Chloe, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG",Family_Student_Plan
1044326,@SpotifyCares the ads and Shuffle only play for a free account are cool and manageable but suggested songs are not anyway to get rid of them,1044325,@366931 Hey Nicholas! We've just sent you a DM 🙂 /AN,the ads and Shuffle only play for a free account are cool and manageable but suggested songs are not anyway to get rid of them,Hey Nicholas! We've just sent you a DM 🙂 /AN,Playback_Issue
1047986,@SpotifyCares Thanks. Love you. That's why I have a family plan instead of a student. You guys listen ♥️,1047988,"@367700 Aww, you're making us blush, but we... https://t.co/Rkb5PJblbW. Let us know if you need anything else /DD",Thanks. Love you. That's why I have a family plan instead of a student. You guys listen ♥️,"Aww, you're making us blush, but we... Let us know if you need anything else /DD",Family_Student_Plan
1048621,"@SpotifyCares I have two pending payments of 4.99 on my visa prepaid card, chose the wrong option twice, need refund to get to pay 9.99",1048619,@367820 Hey there! Can you let us know your account's email address and username? We'll take a look backstage for you /JX,"I have two pending payments of 4.99 on my visa prepaid card, chose the wrong option twice, need refund to get to pay 9.99",Hey there! Can you let us know your account's email address and username? We'll take a look backstage for you /JX,Payment_Refund
1049478,@SpotifyCares why has my premium account now deleted all my songs (no offline access) 3 times in 1 week?,1049477,"@368043 Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. Hope this helps /QI",why has my premium account now deleted all my songs (no offline access) 3 times in 1 week?,"Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at Hope this helps /QI",Downloads_Offline
1049484,@SpotifyCares I've been charged the $4.99 and had Sheerid tell me I've been confirmed as a student to spotify. I still have no premium account.,1049483,@368046 Hi! We've just sent a DM your way. Let's carry on chatting there /RA,I've been charged the $4.99 and had Sheerid tell me I've been confirmed as a student to spotify. I still have no premium account.,Hi! We've just sent a DM your way. Let's carry on chatting there /RA,Premium_Subscription
1049999,@SpotifyCares can dual enrolled students take advantage of the student discount?,1049998,@368157 Hey Linzy! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,can dual enrolled students take advantage of the student discount?,Hey Linzy! Can you DM us your account's email address or username? We'll take a look /NS,Family_Student_Plan
1051998,"@SpotifyCares I am getting a message that my payment information failed, but I signed up for the family plan with my wife and my account...",1051997,@368611 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,"I am getting a message that my payment information failed, but I signed up for the family plan with my wife and my account...",Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH,Family_Student_Plan
1052717,"@SpotifyCares Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton",1052716,"@368772 2: a similar idea here: https://t.co/D98mTCcWcx. If you have any other questions, we'll be right here /NG","Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton","2: a similar idea here: If you have any other questions, we'll be right here /NG",Downloads_Offline
1053958,@115888 @9242 Why can I no longer play songs on the Google Chrome App? It won't play any songs. Please help. I am desperate.,1053957,@369023 Hey there! What's happening exactly? Can you let us know the device and operating system you're using? We'll see what we can suggest /PB,Why can I no longer play songs on the Google Chrome App? It won't play any songs. Please help. I am desperate.,Hey there! What's happening exactly? Can you let us know the device and operating system you're using? We'll see what we can suggest /PB,Playback_Issue
1053969,"@SpotifyCares I have my Spotify set to offline mode, but it's playing some songs not downloaded. Help!",1053968,"@369025 Hi Leslie, help's here! Can you let us know your device's make/model, operating system, and Spotify version? /GT","I have my Spotify set to offline mode, but it's playing some songs not downloaded. Help!","Hi Leslie, help's here! Can you let us know your device's make/model, operating system, and Spotify version? /GT",Downloads_Offline
1053977,"Spotify's play queue is weird.
1. Play album
2. Add 2nd album to queue
3. Play 3rd album
1st song from album 3 plays, then next song from 2",1053976,@164062 Hi there! Can you DM us your account's email address or username? We'll take a look /GT https://t.co/ldFdZRiNAt,"Spotify's play queue is weird. 1. Play album 2. Add 2nd album to queue 3. Play 3rd album 1st song from album 3 plays, then next song from 2",Hi there! Can you DM us your account's email address or username? We'll take a look /GT,Music_Content
1055374,"@117153 hello, someone hacked my Spotify account and changed the email and password... I sent you an email, how do I change it back?",1055372,@369364 @117153 Hey! We've replied to your DM. Check it out and we'll continue over there /RC,"hello, someone hacked my Spotify account and changed the email and password... I sent you an email, how do I change it back?",Hey! We've replied to your DM. Check it out and we'll continue over there /RC,Account_Security
1055396,I had niall horan's album on shuffle when all of a sudden taylor swift started playing ????? @115888 get it together plz,1055395,@369367 2: radio station based on the album/playlist will start. Here's our guide on how to switch it off: https://t.co/R2NEIUoQFA /RC,I had niall horan's album on shuffle when all of a sudden taylor swift started playing ????? get it together plz,2: radio station based on the album/playlist will start. Here's our guide on how to switch it off: /RC,Playback_Issue
1059176,@115888 Submit evidence and other documents i gave up because that takes forever. But now i have already been charged. I need my refund,1059175,@370072 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,Submit evidence and other documents i gave up because that takes forever. But now i have already been charged. I need my refund,Hey there! Can you DM us your account's email address? We'll take a look /RB,Payment_Refund
1060964,@SpotifyCares Free. I am used to the enforced shuffle but pulling songs from outside the album I am trying to listen to is mega frustrating,1060966,"@370504 We're afraid on-demand listening is a Premium-only feature, but thanks for taking the time to reach out. Your feedback's been noted 📝 /MA",Free. I am used to the enforced shuffle but pulling songs from outside the album I am trying to listen to is mega frustrating,"We're afraid on-demand listening is a Premium-only feature, but thanks for taking the time to reach out. Your feedback's been noted 📝 /MA",Playback_Issue
1061632,"@SpotifyCares nope, its still the same, every family member (except 1) is just labeled as 'Active' I can't see who is who. I'm trying to remove one of em",1061634,@370671 Hmm. Have you tried to clear cookies and cache or using a different browser? Keep us updated /DR,"nope, its still the same, every family member (except 1) is just labeled as 'Active' I can't see who is who. I'm trying to remove one of em",Hmm. Have you tried to clear cookies and cache or using a different browser? Keep us updated /DR,Family_Student_Plan
1062070,"@SpotifyCares I've created an account using gmail address, with ""__email__"". I can't log in, I can't reset password.",1062068,"@370768 Hey Igor, we're here to help! Can you send over your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt","I've created an account using gmail address, with ""__email__"". I can't log in, I can't reset password.","Hey Igor, we're here to help! Can you send over your account's username or email address via DM? We'll take a look backstage /GN",Login_Issue
1064055,@SpotifyCares Hey guys. I'm on the latest Android app and it keeps hard crashing when I try to share playlist with @371214.,1064053,@371213 Hi Tim! Help's here. Can you let us know the model of your device and the versions of your operating system and app? /RA,Hey guys. I'm on the latest Android app and it keeps hard crashing when I try to share playlist with .,Hi Tim! Help's here. Can you let us know the model of your device and the versions of your operating system and app? /RA,App_Technical
1064087,"@117153 Hi, I""m having trouble with my premium account. I don't have ads, but I can't download, change songs and listen offline",1064085,@371222 Hi there! Can you fire over your account's email address via DM? We'll take a look backstage /NY https://t.co/ldFdZRiNAt,"Hi, I""m having trouble with my premium account. I don't have ads, but I can't download, change songs and listen offline",Hi there! Can you fire over your account's email address via DM? We'll take a look backstage /NY,Downloads_Offline
1065091,"@SpotifyCares The app keeps crashing after I play a song too. I’m on iPhone 6, ios11 and spotify version 8.4.24, thanks RC",1065092,@371468 Got it. Can you also fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,"The app keeps crashing after I play a song too. I’m on iPhone 6, ios11 and spotify version 8.4.24, thanks RC",Got it. Can you also fire over your account's email address or username via DM? We'll take a look backstage /RC,App_Technical
1066759,"Dear @SpotifyCares @116380 , just letting you know your shuffle algo now appears to be in perfect working order 👌 https://t.co/BwaGZHQHul",1066758,"@371743 Awesome, thanks for letting us know. Enjoy the music! 🎶 https://t.co/SkdXv2BhCb /KM","Dear , just letting you know your shuffle algo now appears to be in perfect working order 👌","Awesome, thanks for letting us know. Enjoy the music! 🎶 /KM",Playback_Issue
1067227,@115888 could you add a feature that allows you to continue where you left off on a playlist (after listening to another one),1067226,@371852 We can see how that’d be useful! You can vote for the official idea here: https://t.co/robv5joTeJ /YM,could you add a feature that allows you to continue where you left off on a playlist (after listening to another one),We can see how that’d be useful! You can vote for the official idea here: /YM,Feature_Request
1068082,Hey @SpotifyCares please develop a way to make daily mixes available to download to play offline? They're just too good 🕺,1068081,@372040 Hey Kieran! It’s not currently possible to sync Daily Mix offline. We’ll let the right team know this is something you’d like to see /SY,Hey please develop a way to make daily mixes available to download to play offline? They're just too good 🕺,Hey Kieran! It’s not currently possible to sync Daily Mix offline. We’ll let the right team know this is something you’d like to see /SY,Downloads_Offline
1068326,"@SpotifyCares I just got charged 10€ because I forgot to cancel my Premium, would it be possible to refund it and have it removed?",1068325,"@372108 Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt","I just got charged 10€ because I forgot to cancel my Premium, would it be possible to refund it and have it removed?","Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /KM",Payment_Refund
1070391,"@115888  won't download my playlists for offline, ahh noo",1070390,"@372580 Hey, help's here! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP","won't download my playlists for offline, ahh noo","Hey, help's here! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",Downloads_Offline
1070394,@SpotifyCares how can I get my student premium back with my new NUS extra card? Keep getting the unidays option not NUS?,1070392,@372581 Hey Scott! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj /CP,how can I get my student premium back with my new NUS extra card? Keep getting the unidays option not NUS?,Hey Scott! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at /CP,Family_Student_Plan
1072986,"Can't play the album ""年輪说"" @SpotifyCares",1072985,"@373190 Hey! Can you DM us your account's email address, as well as the Spotify URI of the album you're referring to? We'll check backstage /AR https://t.co/ldFdZRiNAt","Can't play the album ""年輪说""","Hey! Can you DM us your account's email address, as well as the Spotify URI of the album you're referring to? We'll check backstage /AR",Playback_Issue
1073368,@SpotifyCares any problem from Spotify Family Plan? https://t.co/BgcmugTCaF,1073367,@373267 Hi Arif! Can you DM us your account's email address? We'll take a look backstage /NY https://t.co/ldFdZRiNAt,any problem from Spotify Family Plan?,Hi Arif! Can you DM us your account's email address? We'll take a look backstage /NY,Family_Student_Plan
1074047,"Yo @115888, the app keeps crashing every time I try to share a song on my pixel!",1074046,"@373415 Hi Anelise! Our best tech folks are on the case as we speak. Hopefully, we'll have a fix soon /AU","Yo , the app keeps crashing every time I try to share a song on my pixel!","Hi Anelise! Our best tech folks are on the case as we speak. Hopefully, we'll have a fix soon /AU",App_Technical
1074057,"@SpotifyCares Hey Spotify. I can't share stuff on mobile anymore. Latest ver. of app, Android Oreo on Pixel. Crashes out. Any ideas?",1074055,"@373418 Hey Craig, help's here! Can you let us know which Spotify version you're using on your app? We'll check backstage /GK","Hey Spotify. I can't share stuff on mobile anymore. Latest ver. of app, Android Oreo on Pixel. Crashes out. Any ideas?","Hey Craig, help's here! Can you let us know which Spotify version you're using on your app? We'll check backstage /GK",App_Technical
1074384,I'm one more time that all my downloaded music is deleted again away from switching to Google Music. @SpotifyCares,1074382,"@373487 Hi, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /GT",I'm one more time that all my downloaded music is deleted again away from switching to Google Music.,"Hi, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help /GT",Downloads_Offline
1074775,"@SpotifyCares iPhone 7+, iOS 11.0.3, Spotify 8.4.22. I turn shuffle on, then when I go to skip a track, it just turns shuffle off automatically.",1074773,"@373596 That's odd. Can you log out, restart your phone, and log back in? Let us know how it goes /YM","iPhone 7+, iOS 11.0.3, Spotify 8.4.22. I turn shuffle on, then when I go to skip a track, it just turns shuffle off automatically.","That's odd. Can you log out, restart your phone, and log back in? Let us know how it goes /YM",Playback_Issue
1074780,@SpotifyCares My shuffle keeps turning itself off. I’ve deleted Spotify from my phone and reinstalled it but the issue still stands.,1074779,"@373596 Hi Dave! That doesn't sound good. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AU",My shuffle keeps turning itself off. I’ve deleted Spotify from my phone and reinstalled it but the issue still stands.,"Hi Dave! That doesn't sound good. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AU",Playback_Issue
1075223,@SpotifyCares Please try! It’s been offline now for like 2 months 😫😫😫,1075224,"@373691 We also can't find the playlist. Don't worry, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /JP",Please try! It’s been offline now for like 2 months 😫😫😫,"We also can't find the playlist. Don't worry, we’ll have it available to you as soon as it’s available to us! /JP",Downloads_Offline
1075623,@115888 your Android app crashes when you try to share music. You should get this fixed.,1075622,"@373785 Hi Benjamin, help's here! Can you let us know your phone's operating system and Spotify version? We'll see what we can suggest /GT",your Android app crashes when you try to share music. You should get this fixed.,"Hi Benjamin, help's here! Can you let us know your phone's operating system and Spotify version? We'll see what we can suggest /GT",App_Technical
1075681,@SpotifyCares I can't - unidays doesn't recognise my institution (Paragon Skills For Industry) :(,1075680,"@373800 Sorry to hear about that. Not to worry, we're taking on all feedback about this /JP",I can't - unidays doesn't recognise my institution (Paragon Skills For Industry) :(,"Sorry to hear about that. Not to worry, we're taking on all feedback about this /JP",Family_Student_Plan
1075684,so @115888 no longer accept NUS cards for student discount - this sucks :(,1075683,"@373800 Hey there, thanks for reaching out! We’d recommend using UNiDAYS through https://t.co/ZCWeItTUhj, as NUS isn’t available right now /GK",so no longer accept NUS cards for student discount - this sucks :(,"Hey there, thanks for reaching out! We’d recommend using UNiDAYS through as NUS isn’t available right now /GK",Family_Student_Plan
1075705,@SpotifyCares I was also charged twice when it stated that i wasn’t being charged at all https://t.co/hR5w8qxCrF,1075704,@373804 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,I was also charged twice when it stated that i wasn’t being charged at all,Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF,Payment_Refund
1075714,Hi @115888 can you pls create a feature so I can add the music I’m listening to to my library while my phone is still locked? Thanks 🙏🏻,1075713,@373808 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Hi can you pls create a feature so I can add the music I’m listening to to my library while my phone is still locked? Thanks 🙏🏻,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Music_Content
