tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
639418,SpotifyCares,False,Thu Oct 05 01:04:34 +0000 2017,@271681 Hi there! We've just sent a DM your way. Let's carry on chatting there /JU,,639419.0
639926,SpotifyCares,False,Wed Nov 22 20:24:23 +0000 2017,"@271795 Hey there, help's here! You can create a folder by following the steps in the image below. Let us know how this goes /CG https://t.co/KwrBhp1Jh6",639927,639928.0
639929,SpotifyCares,False,Wed Nov 22 21:34:00 +0000 2017,"@271795 Thanks for the kind words! If you have any other questions, just let us know. We're here to help 🙂 /CG",,639927.0
639930,SpotifyCares,False,Wed Nov 22 20:24:42 +0000 2017,"@271796 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /JX",,639931.0
639932,SpotifyCares,False,Wed Nov 22 19:24:10 +0000 2017,"@271796 Hey there! We'd recommend you reach out to our friends at Transmitter Media, they should be able to help out /JX",639931,639933.0
639935,SpotifyCares,False,Wed Nov 22 20:22:58 +0000 2017,"@271797 Hey Tiffany! Do you get an error message when trying to send an invite? Also, can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",,639936.0
639937,SpotifyCares,False,Wed Nov 22 20:21:17 +0000 2017,@271798 Hey Lewis! Can you DM us your Facebook account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,,639938.0
639939,SpotifyCares,False,Wed Nov 22 20:18:54 +0000 2017,"@271799 Hey there! Unfortunately, we don't offer support in the Finnish right now. We'd be happy to help in English here /JI",,639940.0
639942,SpotifyCares,False,Wed Nov 22 20:16:48 +0000 2017,@271800 Sorry to hear that. We've just responded to your DM. Let's carry on chatting there /WW,,639943.0
639945,SpotifyCares,False,Wed Nov 22 20:16:16 +0000 2017,@271801 Hey! We've just sent a DM your way. Let's carry on chatting there /JQ,,639946.0
639947,SpotifyCares,False,Wed Nov 22 20:15:23 +0000 2017,@125849 Hi Luke! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,,639948.0
639949,SpotifyCares,False,Wed Nov 22 20:14:44 +0000 2017,"@271802 Hey Drew, we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /TR",,639950.0
639951,SpotifyCares,False,Wed Nov 22 20:13:58 +0000 2017,@271803 Hey! We're sorry to hear that. Don't worry we're here to help. Can you send us a DM with that account's email address or username? We'll take a look backstage /CP https://t.co/ldFdZRiNAt,,639952.0
639953,SpotifyCares,False,Wed Nov 22 20:13:29 +0000 2017,@271804 Hey there! Thanks for the heads up. We'll let the right folks know about this. Let us know if there's anything else we can help with 🙂 /LM,,639954.0
639955,SpotifyCares,False,Wed Nov 22 20:12:58 +0000 2017,@271805 Hey! Help's here. Could you DM us some more info? We'll see what we can do /C https://t.co/ldFdZRiNAt,,639956.0
639957,SpotifyCares,False,Wed Nov 22 20:12:42 +0000 2017,"@271806 Hey there! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JP",,639958.0
639959,SpotifyCares,False,Wed Nov 22 20:12:20 +0000 2017,"@271807 Hey Följa! We can help out in English via Twitter, but we also have Swedish support via email at https://t.co/ZgU70TbP8M /SJ",,152217.0
639960,SpotifyCares,False,Wed Nov 22 20:12:14 +0000 2017,@271808 Hey there! That's not cool. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,,639961.0
639963,SpotifyCares,False,Wed Nov 22 20:11:59 +0000 2017,@271809 Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /CG,,639964.0
639965,SpotifyCares,False,Wed Nov 22 20:11:35 +0000 2017,"@271810 Hi Aaron! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: https://t.co/VE7KvznUs9 /JI",,639966.0
639967,SpotifyCares,False,Wed Nov 22 20:10:47 +0000 2017,"@271811 Hey Nico, help's here! Could you DM us your account's email address? Sending us the make and model of your device and the versions of its OS and the Spotify app would be great too /RK https://t.co/ldFdZRiNAt",,639968.0
639970,SpotifyCares,False,Wed Nov 22 20:10:32 +0000 2017,"@271812 Hey Sameria, help's here! Could you tell us more about what's going on? Also, could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",,115287.0
639971,SpotifyCares,False,Wed Nov 22 20:09:08 +0000 2017,"@271813 Hey Kristof! Can you send us a screenshot of what you're seeing? Also, can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",,116618.0
639972,SpotifyCares,False,Wed Nov 22 20:07:36 +0000 2017,"@271814 Hey there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info for you here: https://t.co/VE7KvznUs9 /JI",,130878.0
639973,SpotifyCares,False,Wed Nov 22 20:07:00 +0000 2017,"@271815 Hey Anna! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /CP",,639974.0
640201,SpotifyCares,False,Sat Oct 07 04:37:51 +0000 2017,"@271879 No worries! If anything else comes up, just say the word. We're always a tweet away /MT",,640202.0
640203,SpotifyCares,False,Sat Oct 07 04:29:43 +0000 2017,"@271879 We understand where you're coming from. Not to worry, we'll also give our devs a nudge on this. Drop us a tweet if you need us again /MT",640202,291859.0
640204,SpotifyCares,False,Sat Oct 07 04:32:27 +0000 2017,@190763 Thanks! Could you let us know which country you're from? /RA,,313064.0
642097,SpotifyCares,False,Wed Nov 22 20:54:14 +0000 2017,@272389 Hi there. Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /LM,,642098.0
642099,SpotifyCares,False,Wed Nov 22 20:52:46 +0000 2017,@272390 Hi Bron! Hope you don't mind that we're replying in English. We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /GN,,642100.0
642101,SpotifyCares,False,Wed Nov 22 20:52:11 +0000 2017,@272391 Hey there! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa 💚 /NG,,642102.0
642103,SpotifyCares,False,Wed Nov 22 20:51:19 +0000 2017,"@272392 Hey there! We’d love to have everything available, but we have some info about content here: https://t.co/0i8GpimuDa 💚 /NG",,642104.0
642105,SpotifyCares,False,Wed Nov 22 20:49:46 +0000 2017,"@272393 Hey, we hear you! We’ll have it available to you as soon as it’s available to us https://t.co/0i8GpimuDa /TR",,642106.0
642109,SpotifyCares,False,Wed Nov 22 20:49:43 +0000 2017,"@272395 Hey there! We're sorry to hear you're not liking your Recommended Songs. We'll pass on your feedback. We have more info to share here: https://t.co/aGZZKzSM3w. Any other questions, just give us a shout /NG",642110,642111.0
642112,SpotifyCares,False,Wed Nov 22 21:06:08 +0000 2017,"@272395 No worries! We appreciate you telling us. If anything else comes up, we'll be right here 💚 /NG",,642110.0
642113,SpotifyCares,False,Wed Nov 22 20:49:38 +0000 2017,@272396 Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,,642114.0
642115,SpotifyCares,False,Wed Nov 22 20:45:48 +0000 2017,"@272397 All users can log in to multiple devices, and Premium users can download offline tunes on 3 different devices. This to make sure the app runs smoothly. Hope that clears things up /JE",642116,137177.0
642117,SpotifyCares,False,Wed Nov 22 21:36:53 +0000 2017,"@272397 As long as you're not using Spotify simultaneously, you should be all good. Otherwise we'd suggest having separate accounts with all of your own music. Any other questions, give us a shout /JE",642118,642116.0
642120,SpotifyCares,False,Sun Nov 26 05:11:18 +0000 2017,@272398 Hey Jesse! Help's arrived. Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,,642118.0
642121,SpotifyCares,False,Wed Nov 22 20:42:28 +0000 2017,@272399 Hey there! Can you send us the Song Links for both tracks? Just tap the three dots &gt; Share &gt; Copy Link. Keep us posted /LM,642122,642123.0
642124,SpotifyCares,False,Wed Nov 22 21:31:17 +0000 2017,@272399 Thanks for the info. We can see that the songs are fine on our end. Can you let us know what country you're currently in? /LM,642125,642122.0
642126,SpotifyCares,False,Thu Nov 23 00:04:12 +0000 2017,@272399 Got it! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR https://t.co/ldFdZRiNAt,,642125.0
642127,SpotifyCares,False,Wed Nov 22 20:40:42 +0000 2017,@272400 Hi there! Could you DM us your account's email address or your Facebook profile link? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,,642128.0
642129,SpotifyCares,False,Wed Nov 22 20:36:06 +0000 2017,"@272401 @115888 Hi Mikail, help's here! Could you DM us your username and email address? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",,642130.0
642131,SpotifyCares,False,Wed Nov 22 20:32:33 +0000 2017,"@272402 Hey Monica! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c. Stay awesome 😁 /JQ",642132,642133.0
642134,SpotifyCares,False,Wed Nov 22 21:19:15 +0000 2017,"@272402 We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /JQ",,642132.0
642135,SpotifyCares,False,Wed Nov 22 20:30:31 +0000 2017,@272403 Hi Lena! Help's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,,642136.0
643418,SpotifyCares,False,Thu Oct 05 02:18:05 +0000 2017,@272765 2: We have more info about that here: https://t.co/0i8GpimuDa /LO,,643419.0
643421,SpotifyCares,False,Thu Oct 05 02:11:51 +0000 2017,@272766 Thanks. Does logging out and back in make any difference? /AN,,643422.0
643423,SpotifyCares,False,Thu Oct 05 01:34:58 +0000 2017,"@272766 Hey! Help's here. Can you let us know what device, operating system, and version of Spotify you're using? We'll see what we can suggest /AN",643422,643424.0
644252,SpotifyCares,False,Thu Nov 02 07:39:46 +0000 2017,@272922 Hey there! You can remove tracks in the Play Queue by following the steps here: https://t.co/Lx02el9U59. Hope this helps /PL,644253,644254.0
644255,SpotifyCares,False,Thu Nov 02 08:00:49 +0000 2017,@272922 2: More info here: https://t.co/l6anFcUL6p /PL,,644253.0
644256,SpotifyCares,False,Thu Nov 02 08:00:30 +0000 2017,"@272922 1: We appreciate your feedback, but it's currently not possible to clear all queued songs in the mobile app. /PL",,644253.0
644301,SpotifyCares,False,Fri Oct 27 22:24:29 +0000 2017,"@272934 Hey Joseph, thanks for letting us know about this! We'll get this reported. Great detective work. https://t.co/LpsmyUtme0 🔍 /RR",644302,644303.0
644321,SpotifyCares,False,Fri Oct 27 22:28:53 +0000 2017,"@272938 Just to check, are you using an LG Tribute 5? Also, can you let us know which versions of Spotify and Android you're rocking? /RA",644322,644323.0
644324,SpotifyCares,False,Sat Oct 28 02:38:33 +0000 2017,@272938 Got it! Can you DM us your account's email address? We'll take a look under the hood /RA https://t.co/ldFdZR1cbT,,644322.0
644325,SpotifyCares,False,Fri Oct 27 16:15:11 +0000 2017,@272938 Okay. Can you try the steps here for us: https://t.co/EqisDMwZAT? They should help with this. Keep us posted /JI,644323,644326.0
644327,SpotifyCares,False,Sat Oct 21 19:25:45 +0000 2017,@272938 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /CG,"644328,644326",644329.0
644332,SpotifyCares,False,Fri Oct 27 22:27:59 +0000 2017,@272940 Thanks for letting us know. Could you send us a DM with your account's email address or username? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,,644333.0
644334,SpotifyCares,False,Fri Oct 27 22:05:38 +0000 2017,"@272940 Hey there! Just to make sure, does this happen only when your using Spotify Connect to play your tunes? /QI",644333,644335.0
645092,SpotifyCares,False,Wed Nov 22 18:27:16 +0000 2017,"@273110 Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: https://t.co/3h0TnPWP0c 🙂 /JI",,645093.0
645094,SpotifyCares,False,Wed Nov 22 18:25:18 +0000 2017,"@273111 Hey Sal, help's here! Could you DM us your username and email address? A screenshot of what you're seeing would be helpful too. We'll take a look backstage 🔍 /PX https://t.co/ldFdZRiNAt",,645095.0
645096,SpotifyCares,False,Wed Nov 22 17:58:42 +0000 2017,"@273112 Hey there! We just sent you a reply to your DM, we'll continue assisting you there /TF",,645097.0
645098,SpotifyCares,False,Wed Nov 22 18:24:43 +0000 2017,"@273113 Hey there, we'd love to help! Can you DM us both your accounts' usernames/email addresses? We'll check what's happening backstage /JP https://t.co/ldFdZRiNAt",,645099.0
645100,SpotifyCares,False,Wed Nov 22 18:23:45 +0000 2017,"@273114 Hey there! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RK",,645101.0
645102,SpotifyCares,False,Wed Nov 22 18:22:49 +0000 2017,@273115 Hi Charlotte! Can you DM us your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt,,645103.0
645104,SpotifyCares,False,Wed Nov 22 18:22:45 +0000 2017,"@273116 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",,645105.0
645106,SpotifyCares,False,Wed Nov 22 18:22:32 +0000 2017,"@273117 Hey there! We can help out in English via Twitter, but we also have Turkish support via email at https://t.co/ZgU70TbP8M 🙂 /JI",,645107.0
645109,SpotifyCares,False,Wed Nov 22 18:22:23 +0000 2017,"@273118 Hmm. Can you try using it without Gramofon, and see if the issue persists? /LM","645110,645111",645112.0
645113,SpotifyCares,False,Thu Nov 23 14:12:03 +0000 2017,"@273118 No worries. Just to check, does everything now look good on your end? /DV",,645110.0
645114,SpotifyCares,False,Thu Nov 23 14:35:40 +0000 2017,@273118 That's great to hear! Give us a shout if the app ever misbehaves again. We'll be... https://t.co/LgAM6ky9Vv /DV,,645111.0
645116,SpotifyCares,False,Wed Nov 22 18:20:46 +0000 2017,"@273119 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TR",,645117.0
645118,SpotifyCares,False,Wed Nov 22 18:19:44 +0000 2017,@273120 Hey there! Sorry for the delay. We've just replied to your DM. Let's continue chatting there /JP,,645119.0
645121,SpotifyCares,False,Wed Nov 22 18:19:42 +0000 2017,"@273121 @273122 Hey, the cavalry's here. Can you DM us your account's username and email address? We'll check it out backstage 🔍 /LX https://t.co/ldFdZRiNAt",,645122.0
645123,SpotifyCares,False,Tue Nov 21 14:51:42 +0000 2017,"@273122 Hey there! The Intro Offer of ₱9 for 3 months is for those who haven't had Premium before. If you haven't been on a subscription in the past, hea over to https://t.co/WB5TSxRfDe to take this offer 😉 /SY","645122,645124",2838.0
645125,SpotifyCares,False,Wed Nov 22 18:19:08 +0000 2017,@273123 Hi Kristin! You don't need the Premium service to make a playlist public. For info on we'd recommend checking the steps under Playlist privacy at https://t.co/use0juiOLR. Let us know if you run into any problems /TX,,645126.0
645127,SpotifyCares,False,Wed Nov 22 18:00:37 +0000 2017,"@273124 Hey Zo, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /TF",,645128.0
645129,SpotifyCares,False,Wed Nov 22 17:59:05 +0000 2017,"@273125 Hey Shawn, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",,645130.0
647096,SpotifyCares,False,Wed Nov 22 18:51:50 +0000 2017,"@273699 Hey Christophe! We can help out in English via Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M 🙂 /JI",647097,647098.0
647099,SpotifyCares,False,Wed Nov 22 19:06:34 +0000 2017,"@273699 We hear you loud and clear. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /JI",,647097.0
647100,SpotifyCares,False,Wed Nov 22 18:49:36 +0000 2017,"@273700 Hey Matthew, we'd love to help! Can you DM us your account's username or email address? We'll take a look backstage /JP",,647101.0
647102,SpotifyCares,False,Wed Nov 22 18:47:37 +0000 2017,@273701 Hey there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /TF,,647103.0
647104,SpotifyCares,False,Wed Nov 22 18:46:33 +0000 2017,"@273702 Hi there! It doesn't look like we could find any of your DMs. No worries. Can you send us a new one, letting us know what's happening exactly? /DV https://t.co/ldFdZRiNAt",,647105.0
647106,SpotifyCares,False,Wed Nov 22 18:45:02 +0000 2017,@273703 Hi Seb! The cavalry's here. Could you DM us the email addresses on your and your members'' accounts? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,,647107.0
647108,SpotifyCares,False,Wed Nov 22 18:39:27 +0000 2017,"@151579 Hey there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI","647109,647110",647111.0
647112,SpotifyCares,False,Wed Nov 29 20:37:22 +0000 2017,"@151579 Thanks for clarifying. Just to check, is this happening on other devices that you log in to? Can you look into that for us? /JP",,647109.0
647113,SpotifyCares,False,Wed Nov 22 18:38:38 +0000 2017,"@273704 Hey Guillaume! At this time, we’re not able to offer trials in Quebec due to circumstances outside our control. We hope to be able to make it available in the future /VV",,647114.0
647115,SpotifyCares,False,Wed Nov 22 18:38:07 +0000 2017,@273705 Hey Tom! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /TF,,647116.0
647117,SpotifyCares,False,Wed Nov 22 18:36:09 +0000 2017,"@273706 Hey Dylan, help's here! Could you shoot over your account's username and email address in a DM? We'll take a look backstage 🔍 /VV https://t.co/ldFdZRiNAt",,647118.0
647119,SpotifyCares,False,Wed Nov 22 18:35:02 +0000 2017,@273707 You're welcome Meaghan! If you ever need anything else be sure to give us a... https://t.co/AUc7DGJpgF 🙂 /JX,,647120.0
647121,SpotifyCares,False,Wed Nov 22 18:34:50 +0000 2017,@273708 Hey Bethany! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,,647122.0
647124,SpotifyCares,False,Wed Nov 22 18:34:17 +0000 2017,@273709 Hi! We've replied to your DM. Let's continue chatting there /GU,,647125.0
647127,SpotifyCares,False,Wed Nov 22 18:33:44 +0000 2017,"@273710 Hey Barbara, help's here! Could you DM us both your account's email addresses and usernames? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",,647128.0
647129,SpotifyCares,False,Wed Nov 22 18:33:28 +0000 2017,"@273711 Hey, the cavalry's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",,647130.0
647492,SpotifyCares,False,Thu Oct 05 03:38:29 +0000 2017,"@273819 Hi there! At this time, we're afraid this isn't possible. We'll pass on your feedback to the right team /NQ",,647493.0
647498,SpotifyCares,False,Thu Oct 05 03:12:00 +0000 2017,"@273821 Hi Alex. Don't worry, help's here. Can you DM us your username and email address so we can check? /JU https://t.co/ldFdZRiNAt",647499,647500.0
648630,SpotifyCares,False,Wed Nov 22 19:28:07 +0000 2017,"@274153 Hey, thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NG",,648631.0
648632,SpotifyCares,False,Wed Nov 22 19:26:37 +0000 2017,@274154 Hey there! Can you DM us your account's email address or username? We'll take a look behind the scenes /JE https://t.co/ldFdZRiNAt,,648633.0
648634,SpotifyCares,False,Wed Nov 22 19:26:31 +0000 2017,@274155 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /CG,"648635,648636,648637,648638,648639,648640",648641.0
648642,SpotifyCares,False,Wed Nov 22 19:25:48 +0000 2017,@274157 Hey Rain! Can you send us your account's email address or username via DM? We'll check under the hood /JE https://t.co/ldFdZRiNAt,648643,93921.0
648644,SpotifyCares,False,Thu Nov 23 06:04:03 +0000 2017,@274158 Hi! Can you DM us your account's email address? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,,648643.0
620331,SpotifyCares,False,Wed Nov 22 19:24:26 +0000 2017,@267235 We're afraid we currently don't support payments from XL Axiata. We'd suggest signing up using a different payment method like Doku. Hope this helps /QI,648645,620330.0
648646,SpotifyCares,False,Wed Nov 22 22:23:42 +0000 2017,"@274159 Hey there! Can you DM us your account's username or email address, together with the error message you're getting? We'll check backstage /AP https://t.co/ldFdZRiNAt",,648645.0
648647,SpotifyCares,False,Wed Nov 22 19:23:00 +0000 2017,"@249491 Hey there, nice idea! We can't make any promises, but we'll be sure to let the right team know. If you ever need anything else, just shout and we'll come running 🏃 /AV",,648648.0
648649,SpotifyCares,False,Wed Nov 22 19:21:42 +0000 2017,@274160 Hi Lauma! Thanks for letting us know. Our best tech folks are on the case as we speak. Hopefully we'll have it corrected soon 🙂 /JI,648650,648651.0
648654,SpotifyCares,False,Wed Nov 22 19:19:00 +0000 2017,"@274161 Hey Dalia, we'd be happy to help! Could you DM us your account's email address and username? We'll take a look backstage /BX https://t.co/ldFdZRiNAt",,648655.0
648656,SpotifyCares,False,Wed Nov 22 19:16:22 +0000 2017,"@274162 Thanks for that information. Does logging out, restarting your device, and logging back into Spotify help with the browser menu? Also, we have some more info on editing playlists for you here: https://t.co/a38Mc2DlCx. Let us know how you get on /JI",648657,648658.0
648659,SpotifyCares,False,Thu Nov 23 02:54:01 +0000 2017,@274162 Sorry for the confusion. We're afraid editing playlists isn't currently possible on Android devices. We'd suggest adding your support for the idea in our Community at https://t.co/cxqCh7BOea /AR,,648657.0
648660,SpotifyCares,False,Wed Nov 22 19:16:06 +0000 2017,"@274163 Hey Zoe, help's here! You're always welcome rock out to Spotify Free without a subscription. Be sure to check out our Premium Holiday offers here: https://t.co/Gp5xcUoTsa. If you have any other questions, we'd love to lend a hand /TI",,145952.0
648661,SpotifyCares,False,Wed Nov 22 19:15:58 +0000 2017,"@274164 Hey Amber, help's here! Can you DM us both your username and email address, along with that of the Family plan owner? We'll take a look backstage /LJ https://t.co/ldFdZRiNAt",,648662.0
648664,SpotifyCares,False,Wed Nov 22 19:13:01 +0000 2017,"@274165 Hey there! Thanks for the feedback. Our Curation team is independent. They use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion. Just give us a shout if there's anything else 🙂 /PC",,648665.0
648666,SpotifyCares,False,Wed Nov 22 19:12:15 +0000 2017,"@274166 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",,648667.0
648668,SpotifyCares,False,Wed Nov 22 19:10:26 +0000 2017,"@274167 Hey, that's not cool! Just to check, did the issue start happening since you've updated your iOS and Spotify app versions? Also, are you getting any specific error messages? Any screenshots would be a great help /JM",648669,648670.0
648671,SpotifyCares,False,Wed Nov 22 21:47:17 +0000 2017,"@274167 Hmm, that's odd. Just to check, are there any other devices you could use to replicate the issue? If so, keep us in the loop /JM",648672,648669.0
648673,SpotifyCares,False,Wed Nov 22 22:58:51 +0000 2017,@274167 Cool! You're welcome. Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 😁 /JM,,648672.0
648674,SpotifyCares,False,Wed Nov 22 19:06:15 +0000 2017,@274168 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,,648675.0
648677,SpotifyCares,False,Thu Oct 05 05:17:59 +0000 2017,"@274170 Hey, we didn't mean to scare you! Thanks for the feedback, we'll make sure it's passed on to our Ads team /NQ",,648678.0
648679,SpotifyCares,False,Thu Oct 05 05:08:05 +0000 2017,@274171 Hey! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /AR,648680,648681.0
648682,SpotifyCares,False,Thu Oct 05 14:23:39 +0000 2017,"@274171 We're sorry you feel that way. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /LM",648683,648680.0
648684,SpotifyCares,False,Thu Oct 05 14:32:42 +0000 2017,@274171 We understand your frustration. We'll be sure to pass your feedback on to the right folks. Let us know if we can help with anything else /LM,,648683.0
649087,SpotifyCares,False,Thu Oct 05 05:56:16 +0000 2017,"@274279 Hey, help's here. What device, operating system, and Spotify version is this happening on? We'll see what we can suggest /AY",649088,649089.0
649090,SpotifyCares,False,Thu Oct 05 06:46:10 +0000 2017,@274279 Hmm. The lack of RAM could affect its performance. How much available space do you have on your device? Does logging out &amp; back in help? /AY,649091,649088.0
649092,SpotifyCares,False,Thu Oct 05 07:58:32 +0000 2017,"@274279 Got it. Does the same thing happen if you restart your device? If so, can you try the steps at https://t.co/EqisDMwZAT? Keep us posted /AY",,649091.0
649399,SpotifyCares,False,Thu Oct 05 06:21:46 +0000 2017,@274365 Hey Jessica! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,649400,649401.0
649878,SpotifyCares,False,Wed Nov 22 21:26:31 +0000 2017,@274490 We’re working hard with rights holders to get more of the best content on the service. Stay tuned! /CO,,649879.0
649882,SpotifyCares,False,Wed Nov 22 21:25:24 +0000 2017,@274492 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,,649883.0
649884,SpotifyCares,False,Wed Nov 22 21:25:18 +0000 2017,"@274493 Hey Chris, we'd love to help! Just to check, is this happening when shuffling your songs while using Connect? /JP",649885,649886.0
649887,SpotifyCares,False,Wed Nov 22 23:54:54 +0000 2017,"@274493 Thanks for letting us know. Is this happening when you're playing tracks in your playlists, Your Library, or both? We'll see what we can suggest 🙂 /PX",,649885.0
649888,SpotifyCares,False,Wed Nov 22 21:24:34 +0000 2017,@274494 Hey Rachel! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /MX,,649889.0
649890,SpotifyCares,False,Wed Nov 22 21:24:30 +0000 2017,"@274495 Hi, we've just replied to your DMs. We'll carry on chatting there /SY",,649891.0
649892,SpotifyCares,False,Wed Nov 22 21:23:26 +0000 2017,"@274496 Hey Troy! Sometimes content gets temporarily removed because of licensing changes. Hopefully, we'll have it available again soon /MX",,649893.0
649894,SpotifyCares,False,Wed Nov 22 21:22:22 +0000 2017,"@274497 Hey there! We just sent you a reply to your DM, we'll continue assisting you there /TF",,649895.0
649896,SpotifyCares,False,Wed Nov 22 21:20:32 +0000 2017,"@274498 Hey, help's here! Can you DM us your username and email address so we can take a look at what's happening backstage? We'll hang tight for your reply /MY",,649897.0
649898,SpotifyCares,False,Wed Nov 22 21:19:30 +0000 2017,@274499 Hi there. We've just sent a DM your way. Let's carry on chatting there /XF,,649899.0
649900,SpotifyCares,False,Wed Nov 22 21:16:29 +0000 2017,"@274500 Hi Justen, help's arrived! Just to check, have you followed the exact steps here: https://t.co/zEMYB82ZiG? /FJ",649901,649902.0
649903,SpotifyCares,False,Wed Nov 22 22:50:49 +0000 2017,"@274500 Thanks! This is because if you format it as an extra internal storage, the app will also read it as an internal memory. This means the app will not detect any removable storage, and this option will not appear. Hope this clarifies things /JP",649904,649901.0
649905,SpotifyCares,False,Thu Nov 23 00:13:11 +0000 2017,@274500 We understand. It's currently not possible to save the app to an SD card. Rest assured your feedback will be passed on to the right folks /PX,,649904.0
649907,SpotifyCares,False,Wed Nov 22 21:16:04 +0000 2017,"@274501 Hey Erica, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /WP",,649908.0
649909,SpotifyCares,False,Wed Nov 22 21:15:18 +0000 2017,"@274502 Hi, help's here! Does logging out, then logging back in using the Log in with Facebook button make any difference? Keep us posted /XF",,649910.0
649911,SpotifyCares,False,Wed Nov 22 21:15:14 +0000 2017,"@274503 Hey Jess! We're sorry to hear you feel that way. We have Email/Chat support at https://t.co/zu6tKiIYUg, but we can also help you out here on Twitter. Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt",,649912.0
649913,SpotifyCares,False,Wed Nov 22 21:14:15 +0000 2017,"@274504 Hey there! We'll help out, don't worry. Can you send over your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",649914,649915.0
649916,SpotifyCares,False,Wed Nov 22 21:13:47 +0000 2017,@274505 Hey there! That's not cool. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,,649917.0
