customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
187553,"i think @115888 should added the solo' single of 1D' member to the ""This Is : One Direction"" playlist😊

@117168 @SpotifyCares",187552,"@160020 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /AY","i think should added the solo' single of 1D' member to the ""This Is : One Direction"" playlist😊","Hey! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /AY",Feature_Request
187555,@SpotifyCares suddenly we can’t login anymore through FB and spotify says the email is not known 🤔,187554,@160021 Hi! We've just sent a DM your way. Let's carry on chatting there /GK,suddenly we can’t login anymore through FB and spotify says the email is not known 🤔,Hi! We've just sent a DM your way. Let's carry on chatting there /GK,Login_Issue
187575,@SpotifyCares I have a premium account and  have lost all my playlists since the phone update can somebody call me on 02082224109. Thanks,187574,"@160025 1: Hi John! We're afraid we don't have telephone support, but we'll be glad to help here through Twitter.",I have a premium account and have lost all my playlists since the phone update can somebody call me on 02082224109. Thanks,"1: Hi John! We're afraid we don't have telephone support, but we'll be glad to help here through Twitter.",Premium_Subscription
187582,"Cara upgrade spotify ke premium gimana caranya ya?
Di account ga ada pilihan. 🙄 https://t.co/M2oPPhuwY6",187581,"@160026 1: Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M. If you'd...",Cara upgrade spotify ke premium gimana caranya ya? Di account ga ada pilihan. 🙄,"1: Hey! We can help out in English via Twitter, but we also have Indonesian support via email at If you'd...",Premium_Subscription
187592,@SpotifyCares Downloaded songs from My new Sony Xperia Premium G8142 keeps self-deleting. Reinstalling doesnt work.I use 2 other devices too,187591,@160028 1. Hey David! Help's here. You can check this link for more info on why this could've happened and which steps to...,Downloaded songs from My new Sony Xperia Premium G8142 keeps self-deleting. Reinstalling doesnt work.I use 2 other devices too,1. Hey David! Help's here. You can check this link for more info on why this could've happened and which steps to...,Premium_Subscription
187605,@SpotifyCares Not really. I’m not the only one with this issue in our network. Are there any debugging possibilities (e.g. logs) within the Spotify app?,187606,@160030 2: Can you let us know the operating system used on the device this is happening on? We'll see what we can suggest /RC,Not really. I’m not the only one with this issue in our network. Are there any debugging possibilities (e.g. logs) within the Spotify app?,2: Can you let us know the operating system used on the device this is happening on? We'll see what we can suggest /RC,App_Technical
187605,@SpotifyCares Not really. I’m not the only one with this issue in our network. Are there any debugging possibilities (e.g. logs) within the Spotify app?,187607,"@160030 1: We're afraid we don't have any more info to share about that, but we've already let our team know it's something you'd like to see.",Not really. I’m not the only one with this issue in our network. Are there any debugging possibilities (e.g. logs) within the Spotify app?,"1: We're afraid we don't have any more info to share about that, but we've already let our team know it's something you'd like to see.",App_Technical
187738,"@SpotifyCares my brother shared a song onto his Facebook using my Spotify account, now my playlists say created by his name? Can I revert?",187737,@160058 Hey! Help's here. Could you DM us your username or email address? We'll take a look for you 🙂 /Q https://t.co/ldFdZRiNAt,"my brother shared a song onto his Facebook using my Spotify account, now my playlists say created by his name? Can I revert?",Hey! Help's here. Could you DM us your username or email address? We'll take a look for you 🙂 /Q,Playlist_Library
187740,"@SpotifyCares whenever I try to connect my student premium to my Hulu, I get this. Please help https://t.co/54GxsxYgZF",187739,"@160059 Hey Jolie, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt","whenever I try to connect my student premium to my Hulu, I get this. Please help","Hey Jolie, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ",Family_Student_Plan
187812,@SpotifyCares I was charged for a premium for family account despite never signing up for it- why did this happen and can I get a refund?,187811,"@160069 Hey Kelsey, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV https://t.co/ldFdZRiNAt",I was charged for a premium for family account despite never signing up for it- why did this happen and can I get a refund?,"Hey Kelsey, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV",Payment_Refund
187816,"@131098 Aangezien ik dat niet zelf gedaan heb wil ik m'n account graag resetten, had een login via FB.",187815,"@160071 2: If you'd like to continue here, can you tell us more about what's happening? We'll lend a hand /SY","Aangezien ik dat niet zelf gedaan heb wil ik m'n account graag resetten, had een login via FB.","2: If you'd like to continue here, can you tell us more about what's happening? We'll lend a hand /SY",Login_Issue
189310,@SpotifyCares @115888 I won't take no for an answer or stop so make it happen!,189311,"@160405 At this time, we're afraid it's not possible for us to retrieve the info. Thanks for sharing your thoughts /NQ",I won't take no for an answer or stop so make it happen!,"At this time, we're afraid it's not possible for us to retrieve the info. Thanks for sharing your thoughts /NQ",Feature_Request
189345,@SpotifyCares having issues with the shuffle when connected through bluetooth on my car. i have iOS11.0.1 and a Mazda vehicle.,189344,@160410 Hey Daniel! What device and Spotify version are you using? Could you also tell us more about the issue? We'll see what we can suggest /JE,having issues with the shuffle when connected through bluetooth on my car. i have iOS11.0.1 and a Mazda vehicle.,Hey Daniel! What device and Spotify version are you using? Could you also tell us more about the issue? We'll see what we can suggest /JE,Playback_Issue
189347,@SpotifyCares need some help figuring out the family plan. Setting up one for my mom but the account isnt working.,189346,@160411 Hey there! Can you DM us the email address on your mom's account? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,need some help figuring out the family plan. Setting up one for my mom but the account isnt working.,Hey there! Can you DM us the email address on your mom's account? We'll take a look backstage /SY,Family_Student_Plan
189359,@115888 why is the App not available in South Africa for Andriod we also need this App,189358,@160413 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /AN,why is the App not available in South Africa for Andriod we also need this App,Hey there! We're launching in new countries as often as possible. Be sure to add your email at /AN,Music_Content
189659,"@SpotifyCares Issue w/Spotify on WinMobile 10. Keeps saying can't connect audio, restart.  Either that or just wont play. TIA #windows10",189657,@160484 Hey David! What device and Spotify version are you using? We'll see what we can suggest /RA,"Issue w/Spotify on WinMobile 10. Keeps saying can't connect audio, restart. Either that or just wont play. TIA #windows10",Hey David! What device and Spotify version are you using? We'll see what we can suggest /RA,Playback_Issue
189817,@SpotifyCares @160530 What if I signed up for premium and already have it but don’t have Hulu?,189815,@160529 Hey there! Can you DM us your account's email address? We'll see what we can suggest /RB https://t.co/ldFdZRiNAt,What if I signed up for premium and already have it but don’t have Hulu?,Hey there! Can you DM us your account's email address? We'll see what we can suggest /RB,Premium_Subscription
189824,@115888 wait so if I already have Spotify Premium at a student discount does that mean I still have to pay again for Hulu? I’m confused please help?,189818,"@160530 Hey! When you sign up for the bundle, you can access Hulu’s streaming library at no additional cost. Any questions, give us a shout /AN",wait so if I already have Spotify Premium at a student discount does that mean I still have to pay again for Hulu? I’m confused please help?,"Hey! When you sign up for the bundle, you can access Hulu’s streaming library at no additional cost. Any questions, give us a shout /AN",Family_Student_Plan
190045,"@SpotifyCares whenever I try and share a playlist or so on my Android phone the app crashes. Android 8.0, Spotify version 8.4.21.508",190043,@160561 Hey Robert! What's the make and model of your Android device? We'll see what we can suggest /MC,"whenever I try and share a playlist or so on my Android phone the app crashes. Android 8.0, Spotify version 8.4.21.508",Hey Robert! What's the make and model of your Android device? We'll see what we can suggest /MC,App_Technical
190054,@SpotifyCares I was just informed that I was upgraded to the Family plan (not by choice). I did not do this. Why would this happen?,190053,"@160563 Hey Justin, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV https://t.co/ldFdZRiNAt",I was just informed that I was upgraded to the Family plan (not by choice). I did not do this. Why would this happen?,"Hey Justin, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV",Family_Student_Plan
190088,"@SpotifyCares hi, I just want to double check that I put my address in correctly for the family plan. Is there some way to check that?",190087,@160570 Hi! We're afraid you can't view or change the address you've registered when you signed up as the owner of Premium for Family /QI,"hi, I just want to double check that I put my address in correctly for the family plan. Is there some way to check that?",Hi! We're afraid you can't view or change the address you've registered when you signed up as the owner of Premium for Family /QI,Family_Student_Plan
190102,@SpotifyCares same deal - resynced and got the second error message again. sigh. this playlist might have stuff from my itunes library on it (local content) - does that make any difference? https://t.co/0RV0yLG8MW,190104,@160576 Can you send us your account's email address? We'll take a closer look /LM https://t.co/ldFdZRiNAt,same deal - resynced and got the second error message again. sigh. this playlist might have stuff from my itunes library on it (local content) - does that make any difference?,Can you send us your account's email address? We'll take a closer look /LM,Playlist_Library
190108,@SpotifyCares seems to be a problem with a specific playlist that has a lot of offline content. i switched to my daily mix and i can connect to devices. but i can’t go back to the content i wanted; i get this: https://t.co/ObXEz7RbYG,190107,"@160576 Hey Drew! Can you send us the name of the playlist? Also, how many songs are currently on the playlist? We'll be here /TF",seems to be a problem with a specific playlist that has a lot of offline content. i switched to my daily mix and i can connect to devices. but i can’t go back to the content i wanted; i get this:,"Hey Drew! Can you send us the name of the playlist? Also, how many songs are currently on the playlist? We'll be here /TF",Downloads_Offline
193223,"@SpotifyCares I cannot accept invitation to a Family Premium subscription, (was revoked due to incosistent Postal No. (i made those numb))",193222,@161413 Hey James! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,"I cannot accept invitation to a Family Premium subscription, (was revoked due to incosistent Postal No. (i made those numb))",Hey James! Can you DM us your account's email address? We'll take a look backstage /SJ,Premium_Subscription
187816,"@131098 Aangezien ik dat niet zelf gedaan heb wil ik m'n account graag resetten, had een login via FB.",187817,"@160071 1: Hey Rick! We can help out in English here on Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M.","Aangezien ik dat niet zelf gedaan heb wil ik m'n account graag resetten, had een login via FB.","1: Hey Rick! We can help out in English here on Twitter, but we also have Dutch support via email at",Login_Issue
193285,"Just to inform everyone, I got the Spotify/Hulu student discount. So no one will probably see me these next few days.",193284,"@161434 Hi again! We’d love to have the chance to use your tweet. Are you cool with this? If so, hit us up via DM https://t.co/ldFdZRiNAt","Just to inform everyone, I got the Spotify/Hulu student discount. So no one will probably see me these next few days.","Hi again! We’d love to have the chance to use your tweet. Are you cool with this? If so, hit us up via DM",Family_Student_Plan
193289,@115888 Spotify doesn't care about me. A customer who has 10k songs in my library. @SpotifyCares,193288,"@161435 We're afraid it's not possible to increase the 10k limit right now, but you can show your support here:  https://t.co/8OOl8B2i69 /AU",Spotify doesn't care about me. A customer who has 10k songs in my library.,"We're afraid it's not possible to increase the 10k limit right now, but you can show your support here: /AU",Playlist_Library
199104,"@SpotifyCares Hello, I just subscribed for a Family membership, but it seems like the system can't accept my Danish address. Could you help?",199103,@162917 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,"Hello, I just subscribed for a Family membership, but it seems like the system can't accept my Danish address. Could you help?",Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,Family_Student_Plan
199112,@SpotifyCares Hi - all my offline tracks (everything in my 'songs') keep greying out. Happening like 2/3 times a month. Is there a fix?,199111,"@162919 Hey Phoebe, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /AY",Hi - all my offline tracks (everything in my 'songs') keep greying out. Happening like 2/3 times a month. Is there a fix?,"Hey Phoebe, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help /AY",Downloads_Offline
199124,"@SpotifyCares I am unable to use Unidays as I am studying the ACCA qualification. I have a validated NUS, is there nothing I can do? Thanks",199126,"@162923 In that case, we'd recommend reaching out to UNiDAYS regarding this, They might be able to help you set up your UNiDAYS account /ME","I am unable to use Unidays as I am studying the ACCA qualification. I have a validated NUS, is there nothing I can do? Thanks","In that case, we'd recommend reaching out to UNiDAYS regarding this, They might be able to help you set up your UNiDAYS account /ME",Family_Student_Plan
199148,@SpotifyCares Just comes up with my Facebook name😩 was trying to log in with my tv earlier and it wouldn’t let me,199150,"@162931 Can you DM us your account's email address, along with more details on what's happening? We'll see what we can suggest /MU https://t.co/ldFdZRiNAt",Just comes up with my Facebook name😩 was trying to log in with my tv earlier and it wouldn’t let me,"Can you DM us your account's email address, along with more details on what's happening? We'll see what we can suggest /MU",Login_Issue
199168,"@SpotifyCares So crashing after 10 Minutes of youse, critical Background Music bugs and incorrect downloads is the best experience on Windows you can? https://t.co/Dmzx4GPr31",199167,"@160018 Just to check, what model is your phone? Is this only happening on your Windows phone or on other devices as well? /SC","So crashing after 10 Minutes of youse, critical Background Music bugs and incorrect downloads is the best experience on Windows you can?","Just to check, what model is your phone? Is this only happening on your Windows phone or on other devices as well? /SC",Downloads_Offline
199178,@118266 kok udah bayar premium sebulan tapi di aplikasi tetep ga bisa ya,199177,"@162937 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /HC",kok udah bayar premium sebulan tapi di aplikasi tetep ga bisa ya,"Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /HC",Premium_Subscription
199184,@115888 Wow hi it's ok now i just re-downloaded it thx for the service though 💯,199183,@162939 That's great to hear! Just let us know if we can help with anything else /HC,Wow hi it's ok now i just re-downloaded it thx for the service though 💯,That's great to hear! Just let us know if we can help with anything else /HC,Downloads_Offline
199187,"@SpotifyCares Okay, coz i wanted to subscribe to premium but you don't accept cards from Kenya.",199186,"@162940 Got it. As long as your card has a billing address from a country where Spotify is available, you should be good /GK","Okay, coz i wanted to subscribe to premium but you don't accept cards from Kenya.","Got it. As long as your card has a billing address from a country where Spotify is available, you should be good /GK",Premium_Subscription
199189,@115888 when are you guys coming to Kenya? Tired of telling my friend in the US to login for me every 14 days.,199188,@162940 Hi! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /GK,when are you guys coming to Kenya? Tired of telling my friend in the US to login for me every 14 days.,Hi! We're launching in new countries as often as possible. Be sure to add your email at /GK,Login_Issue
203099,@SpotifyCares please add Nujabes to the library,203098,"@164061 Hey there, we'd love to have him on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /BX",please add Nujabes to the library,"Hey there, we'd love to have him on Spotify! Hopefully we will in the future. Check this out: /BX",Playlist_Library
203118,@SpotifyCares That big green shuffle button should be Play not shuffle https://t.co/7E4hp6osJ8,203117,@164066 We can see how that’d be useful! You can vote for a similar idea here: https://t.co/I0Wem16yzo /CP,That big green shuffle button should be Play not shuffle,We can see how that’d be useful! You can vote for a similar idea here: /CP,Playback_Issue
203120,@SpotifyCares How do I disable shuffle?,203119,@164066 You can do this by toggling the shuffle button at the bottom of the app. We have some useful info about that at https://t.co/Um7DQ7RV6o /CP,How do I disable shuffle?,You can do this by toggling the shuffle button at the bottom of the app. We have some useful info about that at /CP,Playback_Issue
203124,@SpotifyCares premium acc. Searching for album. Want to listen in full. Green button is shuffle play. How do I play all tracks &amp; clear que?,203123,@164066 Hi Giovanni! Can you let us know the device and operating system you're using? We'll see what we can suggest /PL,premium acc. Searching for album. Want to listen in full. Green button is shuffle play. How do I play all tracks & clear que?,Hi Giovanni! Can you let us know the device and operating system you're using? We'll see what we can suggest /PL,Premium_Subscription
203126,"@SpotifyCares I had a university subscription, the payment was canceled last week for lack of money.
—",203125,@164067 Got it. Can you DM us your account's email and username? We'll take a look backstage /ND https://t.co/ldFdZRiNAt,"I had a university subscription, the payment was canceled last week for lack of money. —",Got it. Can you DM us your account's email and username? We'll take a look backstage /ND,Premium_Subscription
206570,"so, you guys are stoping my songs like an old vinil so I can pay for premium again, @SpotifyCares? I wanna my streaming quality back!",206569,"@164927 Hey Mônica! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /KB","so, you guys are stoping my songs like an old vinil so I can pay for premium again, ? I wanna my streaming quality back!","Hey Mônica! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /KB",Premium_Subscription
206592,"Is it on purpose that I can`t hear podcasts in my cell phone, but only is the PC or is just a bug? @115888",206591,"@164931 Hey Adrine, help's here. What device, operating system, and Spotify version are you using? Is this happening to all podcasts? /AY","Is it on purpose that I can`t hear podcasts in my cell phone, but only is the PC or is just a bug?","Hey Adrine, help's here. What device, operating system, and Spotify version are you using? Is this happening to all podcasts? /AY",App_Technical
206600,@115888 can I download albums to hear offline at the computer or this is available only to playlists?,206599,@164933 Hey there! You'll need to put the tracks in a playlist to set them offline. More info here: https://t.co/1z13MJsB33 /NQ,can I download albums to hear offline at the computer or this is available only to playlists?,Hey there! You'll need to put the tracks in a playlist to set them offline. More info here: /NQ,Downloads_Offline
206610,"@115888 what does shuffle even mean? I've had the same 3 artists for the last 20 songs now. Thousands of songs, and this still happens?",206609,"@164935 Hey Brant! Can you fire over the device, operating system, and Spotify version you're using? We'll see what we can suggest /KB","what does shuffle even mean? I've had the same 3 artists for the last 20 songs now. Thousands of songs, and this still happens?","Hey Brant! Can you fire over the device, operating system, and Spotify version you're using? We'll see what we can suggest /KB",Playback_Issue
206616,#newfeature add song to multiple playlists at one time please! @115888,206615,@164937 Hey! We can see how that’d be useful. You can vote for the official idea here: https://t.co/cpJPrkS6Ex /RV,#newfeature add song to multiple playlists at one time please!,Hey! We can see how that’d be useful. You can vote for the official idea here: /RV,Music_Content
206619,@115888 umm you won't let me log into my account.... I have to use @129941 and I don't really like them. (No offense),206617,@164938 Hey Shelby! Can you DM us your account's username and email address? We'll lend a hand /SY https://t.co/ldFdZRiNAt,umm you won't let me log into my account.... I have to use and I don't really like them. (No offense),Hey Shelby! Can you DM us your account's username and email address? We'll lend a hand /SY,Login_Issue
207215,@SpotifyCares If I get 500 rts can I have free Spotify premium for a year? https://t.co/n8Q0l3Ky0A,207213,@165018 Nice try 😁 Check out https://t.co/zgnxs5kPEu if you haven't had a subscription before. Have a great day! /GS,If I get 500 rts can I have free Spotify premium for a year?,Nice try 😁 Check out if you haven't had a subscription before. Have a great day! /GS,Premium_Subscription
207219,If you download a playlist on Spotify when you have premium does it stay downloaded if you don’t have premium anymore? @115888,207218,"@165018 Hi there! Offline Mode is a Premium feature, so we're afraid you won't be able to keep your downloaded music if you revert to Free /GS",If you download a playlist on Spotify when you have premium does it stay downloaded if you don’t have premium anymore?,"Hi there! Offline Mode is a Premium feature, so we're afraid you won't be able to keep your downloaded music if you revert to Free /GS",Premium_Subscription
207223,@115888 I've noticed you can pay premium as a one off yearly payment can you do the same with the family one if so what's the cost?,207222,@165020 2: to the relevant folks so they'd know it's something you'd like to see /SY,I've noticed you can pay premium as a one off yearly payment can you do the same with the family one if so what's the cost?,2: to the relevant folks so they'd know it's something you'd like to see /SY,Premium_Subscription
211044,@SpotifyCares trying to add family member https://t.co/HN3igKRwaE,211043,"@165991 Hey Kieron, help's here! Could you try inviting them using an incognito window? Keep us posted /ND",trying to add family member,"Hey Kieron, help's here! Could you try inviting them using an incognito window? Keep us posted /ND",Family_Student_Plan
203128,"@SpotifyCares Today I update it and I was charged a normal premium subscription. Whats happened??
What will we do??",211047,@164067 No worries. We've just sent a DM your way. Let's carry on chatting there /ND,Today I update it and I was charged a normal premium subscription. Whats happened?? What will we do??,No worries. We've just sent a DM your way. Let's carry on chatting there /ND,Payment_Refund
211055,"@SpotifyCares Yo, Everytime I shuffle my playlist it keeps on playing them in the same order. It's like the shuffle isn't random. pls fix :(",211054,"@165995 Hey, help's here! Are you seeing this issue when shuffling on Spotify Connect? Let us know /ND","Yo, Everytime I shuffle my playlist it keeps on playing them in the same order. It's like the shuffle isn't random. pls fix :(","Hey, help's here! Are you seeing this issue when shuffling on Spotify Connect? Let us know /ND",Playlist_Library
211087,@SpotifyCares Now seems I can use storage device to save. Bt the song I've been downloaded can't play offline. I hv to re-download. Where's all my songs?,211085,"@165998 Just to check, what troubleshooting step/s did you do before it worked? /JP",Now seems I can use storage device to save. Bt the song I've been downloaded can't play offline. I hv to re-download. Where's all my songs?,"Just to check, what troubleshooting step/s did you do before it worked? /JP",Downloads_Offline
211089,@SpotifyCares I can't save my downloaded song to my storage device even it's availabe,211088,@165998 Thanks! Are you getting any error messages when trying to save your songs in your SD card? Can you send us a screenshot? /JP,I can't save my downloaded song to my storage device even it's availabe,Thanks! Are you getting any error messages when trying to save your songs in your SD card? Can you send us a screenshot? /JP,Downloads_Offline
211136,"@SpotifyCares It's a throwback to winamp.  As far as I know, it's the only media client that had the feature, unless there were clones of it.",211134,@166010 Got it. We'll be sure to pass your comments onto the right team. Let us know if there's anything else we can do to help /DV,"It's a throwback to winamp. As far as I know, it's the only media client that had the feature, unless there were clones of it.",Got it. We'll be sure to pass your comments onto the right team. Let us know if there's anything else we can do to help /DV,Feature_Request
211139,"@115888 please add the ability to have a ""Stop"" button, that can be right clicked and ""Stop playback after current song"" be an option?",211138,@166010 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DV,"please add the ability to have a ""Stop"" button, that can be right clicked and ""Stop playback after current song"" be an option?",We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DV,Feature_Request
211377,@SpotifyCares Manuelly do the arrangement. So I can I have the right order of like 10 songs without putting it on shuffle. And it being out of order,211375,"@166075 We're afraid that isn't possible yet when using the mobile app. Don't worry, we'll pass your feedback onto the team /JM",Manuelly do the arrangement. So I can I have the right order of like 10 songs without putting it on shuffle. And it being out of order,"We're afraid that isn't possible yet when using the mobile app. Don't worry, we'll pass your feedback onto the team /JM",Playback_Issue
211380,@115888 aye why can't I move my songs around in the order I want on my playlist with my Droid phone???,211379,"@166075 Hi there! Just to check, do you want to sort the tracks in your playlist by a certain category, or just manually do the arrangement? /JM",aye why can't I move my songs around in the order I want on my playlist with my Droid phone???,"Hi there! Just to check, do you want to sort the tracks in your playlist by a certain category, or just manually do the arrangement? /JM",Playlist_Library
211412,@SpotifyCares having issues connecting to the internet on a desktop. Says I'm offline when I have full internet connection,211411,"@166082 Hey there! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",having issues connecting to the internet on a desktop. Says I'm offline when I have full internet connection,"Hey there! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",Downloads_Offline
189831,@115888 If I already have Spotify premium can I still get the Hulu access somehow? 🤔,215433,@167192 Hey there! Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,If I already have Spotify premium can I still get the Hulu access somehow? 🤔,Hey there! Can you DM us your account's email address? We'll take a look under the hood /AN,Premium_Subscription
215444,@SpotifyCares I tried Changing my Card Number so I can still listen to Spotify Premium. it wouldn't go through and I bought it today.,215442,@167197 Hey! Can you DM us your account's email address or username? We'll see what we can suggest /RH https://t.co/ldFdZRiNAt,I tried Changing my Card Number so I can still listen to Spotify Premium. it wouldn't go through and I bought it today.,Hey! Can you DM us your account's email address or username? We'll see what we can suggest /RH,Premium_Subscription
223041,@SpotifyCares Trying to update payment info for premium. Keeps saying I'm registering for student then I can't prove I'm a student???,223040,@169275 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZR1cbT,Trying to update payment info for premium. Keeps saying I'm registering for student then I can't prove I'm a student???,Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA,Premium_Subscription
223051,@115888 @SpotifyCares hi! I’m already on premium and want to upgrade to family. Do i get charged twice for it once I do the upgrade?,223050,@169278 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,hi! I’m already on premium and want to upgrade to family. Do i get charged twice for it once I do the upgrade?,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,Payment_Refund
223054,@SpotifyCares  I have to pay if I want to not shuffle through my own personal music that I own from CDs? Are you serious?,223052,@169279 Hi there! This is part of our Free service on mobile. More info here: https://t.co/Uv9kyGcsCc /NQ,I have to pay if I want to not shuffle through my own personal music that I own from CDs? Are you serious?,Hi there! This is part of our Free service on mobile. More info here: /NQ,Playback_Issue
223053,@SpotifyCares So that's a yes? I have to pay to not shuffle my personal music?,223055,"@169279 Can you DM us your account's email address or username, along with screenshots of what you're seeing? We'll see what we can suggest /NQ https://t.co/ldFdZRiNAt",So that's a yes? I have to pay to not shuffle my personal music?,"Can you DM us your account's email address or username, along with screenshots of what you're seeing? We'll see what we can suggest /NQ",Playback_Issue
223070,@SpotifyCares my account got hacked and i need the email to get back into the account but the email used isnt mine so can you guys please,223068,"@169283 Hi there, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ",my account got hacked and i need the email to get back into the account but the email used isnt mine so can you guys please,"Hi there, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ",Account_Security
224123,"@SpotifyCares Hey! I was charged twice for october since i signed up for the student rate, can i have a refund please!",224122,@169552 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,"Hey! I was charged twice for october since i signed up for the student rate, can i have a refund please!",Hey there! Can you DM us your account's email address? We'll take a look backstage /RB,Payment_Refund
224417,@115888 make an alarm a premium feature,224416,@169625 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,make an alarm a premium feature,Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,Premium_Subscription
226187,@SpotifyCares @115888 @127637 all my saved and downloaded songs suddenly disappeared whyyy??? Good thing my playlists are still good,226185,@169999 2. Just click on Downloads unexpectedly removed. Let us know if there's anything else /KM,all my saved and downloaded songs suddenly disappeared whyyy??? Good thing my playlists are still good,2. Just click on Downloads unexpectedly removed. Let us know if there's anything else /KM,Downloads_Offline
226186,@SpotifyCares There’s no reason for my downloads to be removed! And sometimes it happens to some artists I think you should fix the app,226188,"@169999 Thanks for the feedback, we appreciate it! Can you let us know which artists this happens to? We’ll get this passed onto the right team /CG",There’s no reason for my downloads to be removed! And sometimes it happens to some artists I think you should fix the app,"Thanks for the feedback, we appreciate it! Can you let us know which artists this happens to? We’ll get this passed onto the right team /CG",Downloads_Offline
226779,Still can’t access my @115888 account as someone has hacked it. If my playlists have gone I’ll be devastated 😢,226778,"@170132 Hey! Just to clarify, were you able to get help at https://t.co/EQsHGd5NCy? /AR",Still can’t access my account as someone has hacked it. If my playlists have gone I’ll be devastated 😢,"Hey! Just to clarify, were you able to get help at /AR",Account_Security
227484,@SpotifyCares any big fixes yet for iOS 11? Not been able to use shuffle/repeat when connecting to my car (Mazda 6) since the latest update,227483,"@170254 Hi Shirley. Don't worry, we'll look into this. Can you tell us the exact app version you have installed on your iPhone? /JU",any big fixes yet for iOS 11? Not been able to use shuffle/repeat when connecting to my car (Mazda 6) since the latest update,"Hi Shirley. Don't worry, we'll look into this. Can you tell us the exact app version you have installed on your iPhone? /JU",Playback_Issue
227493,"Hi @115888,my brothers and I,have problems to log in the Premium Family Plan. Can you help us asap?Is not a free service,thanks @170258",227492,"@170257 Hey Ramon, help's here! Can you DM us your accounts' email addresses? We'll check backstage /GK https://t.co/ldFdZRiNAt","Hi ,my brothers and I,have problems to log in the Premium Family Plan. Can you help us asap?Is not a free service,thanks","Hey Ramon, help's here! Can you DM us your accounts' email addresses? We'll check backstage /GK",Login_Issue
227506,"Hello, I have upgraded to family premium account and added partners email to invite but he has not received anything.. Help! @SpotifyCares",227505,@170261 Hey! Could you send us a DM with your account's email address or username? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,"Hello, I have upgraded to family premium account and added partners email to invite but he has not received anything.. Help!",Hey! Could you send us a DM with your account's email address or username? We'll take a look backstage /DR,Premium_Subscription
227509,@SpotifyCares i’ve an iphone 7 with spotify premium and the latest update of the spotify app,227507,@170262 Does restarting your phone help? Sending us the exact version of the app would be super useful too /CX,i’ve an iphone 7 with spotify premium and the latest update of the spotify app,Does restarting your phone help? Sending us the exact version of the app would be super useful too /CX,Premium_Subscription
