customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,cluster
1814699,"@SpotifyCares hii someone hacked my spotify acc and i’m not able to get in anymore, is there anyway i can cancel my payment",1814698,@545147 Hey Lindsey! That doesn't sound good. Can you DM us your account's email address? We'll check things backstage /RI https://t.co/ldFdZRiNAt,"hii someone hacked my spotify acc and i’m not able to get in anymore, is there anyway i can cancel my payment",Hey Lindsey! That doesn't sound good. Can you DM us your account's email address? We'll check things backstage /RI,2
187616,@SpotifyCares Obviously there are some requirements otherwise it would work? It works from a different network connection (i.e. without proxy),187617,@160030 2: reaching out to your local IT to look into this. Let us know if there's anything else /RC,Obviously there are some requirements otherwise it would work? It works from a different network connection (i.e. without proxy),2: reaching out to your local IT to look into this. Let us know if there's anything else /RC,0
1218571,@SpotifyCares I created a Spotify premium but have forgotten my email and password for it. Would it be possible for me to find my account?,1218570,@405920 Hi! We've just replied to your DM. We'll carry on helping there /MQ,I created a Spotify premium but have forgotten my email and password for it. Would it be possible for me to find my account?,Hi! We've just replied to your DM. We'll carry on helping there /MQ,9
594074,@SpotifyCares Hi!  I need help with ordering and I think I just purchased a years subscription for the wrong account. How can I cancel?,594073,@260714 Hey there! Help's here. Can you DM us the account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,Hi! I need help with ordering and I think I just purchased a years subscription for the wrong account. How can I cancel?,Hey there! Help's here. Can you DM us the account's email address or username? We'll take a look backstage /PB,9
2292211,Is the app undergoing any maintenance right now? I was logged out of my account out of nowhere and I don't remember the info to the account I have signed to Premium..... @SpotifyCares,2292210,@665682 Hey! Could you send us a DM with any usernames or email addresses you might've used to create your account? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,Is the app undergoing any maintenance right now? I was logged out of my account out of nowhere and I don't remember the info to the account I have signed to Premium.....,Hey! Could you send us a DM with any usernames or email addresses you might've used to create your account? We'll take a look backstage /DR,9
2483551,@SpotifyCares can I interview one of your promotions staff for a school project??,2483550,@709536 Hey Kaitlyn! You can get in touch with our Press team at https://t.co/p0LldlBp30. Give us a shout for anything else /DD,can I interview one of your promotions staff for a school project??,Hey Kaitlyn! You can get in touch with our Press team at Give us a shout for anything else /DD,0
1175706,"@SpotifyCares Says ""You are currently set to offline. Please go online to connect to Spotify""",1175704,"@236452 ¡Hey there! Can you tell us what device, operating system and Spotify version you're using? /LF","Says ""You are currently set to offline. Please go online to connect to Spotify""","¡Hey there! Can you tell us what device, operating system and Spotify version you're using? /LF",2
1826719,@SpotifyCares @115888 can't reset my password enter email and keeps getting error message invalid csrf token 🤔,1826718,"@548279 Hi David! Help's here. Can you DM us your account's username or email address, along with a screenshot of the error message? /MU https://t.co/ldFdZRiNAt",can't reset my password enter email and keeps getting error message invalid csrf token 🤔,"Hi David! Help's here. Can you DM us your account's username or email address, along with a screenshot of the error message? /MU",1
1858010,SORRY! MEJO TANGA KO. IBIG KO SABIHIN DI NASSAVE SONG PARA MAPLAY OFFLINE. SORRY AH. TANGA EH! 🙄 https://t.co/t5SiT0qyqQ,1858009,@555589 2: Could you send us your account's username or email address via DM? We'll take a look under the hood /LP https://t.co/ldFdZRiNAt,SORRY! MEJO TANGA KO. IBIG KO SABIHIN DI NASSAVE SONG PARA MAPLAY OFFLINE. SORRY AH. TANGA EH! 🙄,2: Could you send us your account's username or email address via DM? We'll take a look under the hood /LP,6
1803612,I hate @115888's Genius Behind the Lyrics thing. It's just really annoying.,1803611,"@541940 Hey Niko, help's here! To stop it from displaying automatically, head to Settings &gt; Playback &gt; toggle off Behind the Lyrics /DQ",I hate 's Genius Behind the Lyrics thing. It's just really annoying.,"Hey Niko, help's here! To stop it from displaying automatically, head to Settings > Playback > toggle off Behind the Lyrics /DQ",0
1290553,@SpotifyCares Windows 10 - after latest update Spotify connect doesn't find my Xbox One S or PS4.  I use ethernet for all my devices.  I was previously able to connect to my Xbox and stream music to it.,1290552,"@421803 Hey Brian, help's here! Can you try logging out, restarting your devices, then logging back in? Does that help at all? /JE",Windows 10 - after latest update Spotify connect doesn't find my Xbox One S or PS4. I use ethernet for all my devices. I was previously able to connect to my Xbox and stream music to it.,"Hey Brian, help's here! Can you try logging out, restarting your devices, then logging back in? Does that help at all? /JE",5
226788,"@SpotifyCares Already done that too, wayyy ahead of you. No joy.",226789,@170133 That's odd. Can you try a different device? Try disabling your firewall settings and give it another go. Does that help? /RS,"Already done that too, wayyy ahead of you. No joy.",That's odd. Can you try a different device? Try disabling your firewall settings and give it another go. Does that help? /RS,0
169720,"@SpotifyCares Done a turn on/off. Done a reinstall, same problem? https://t.co/t2ZjWNesor",169721,@155528 Got it. Can you try changing your iPhone's font size to a smaller on by following the steps found here: https://t.co/bTBqQk9k1p? Let us know if that helps /QI,"Done a turn on/off. Done a reinstall, same problem?",Got it. Can you try changing your iPhone's font size to a smaller on by following the steps found here: Let us know if that helps /QI,0
2855892,"@SpotifyCares whenever I’m on twitter and open a GIF, the music pauses. I’m on the iOS 11.2 public beta.",2855890,"@793818 Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /AL","whenever I’m on twitter and open a GIF, the music pauses. I’m on the iOS 11.2 public beta.","Hey there, help's here! Does logging out > restarting the device > logging back in help? Keep us posted /AL",5
1652627,@SpotifyCares is there any way to fix audio distortion of any sort?,1652625,"@504566 Hey there! Can you let us know your device, operating system, and Spotify version? We'll check it out /RC",is there any way to fix audio distortion of any sort?,"Hey there! Can you let us know your device, operating system, and Spotify version? We'll check it out /RC",0
1034932,"@SpotifyCares Hey Guys!! I recently moved to a new account, and was hoping you'd release my student email fom my old one",1034931,@364814 Hey Tanner! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,"Hey Guys!! I recently moved to a new account, and was hoping you'd release my student email fom my old one",Hey Tanner! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /KM,9
1810747,"@118266 baru bayar premium tgl 9 oktober kemarin, knpa sekarang ditagih lagi?",1810746,"@544018 Hey Muhammad! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /QI","baru bayar premium tgl 9 oktober kemarin, knpa sekarang ditagih lagi?","Hey Muhammad! We can help out in English via Twitter, but we also have Indonesian support via email at /QI",7
619707,"Hey @115888.

Cool new slick thing you're doing with the tiny player, but imagine how much cooler if it would be if I could actually see whose track I'm playing and what the track is called... 

Just a suggestion from somebody who likes music.",619706,@267077 Hi there! Thanks for the feedback. We'll be sure to pass it onto the right team. Let us know if there's anything else we can do to help /DV,"Hey . Cool new slick thing you're doing with the tiny player, but imagine how much cooler if it would be if I could actually see whose track I'm playing and what the track is called... Just a suggestion from somebody who likes music.",Hi there! Thanks for the feedback. We'll be sure to pass it onto the right team. Let us know if there's anything else we can do to help /DV,5
2854400,"@115888 I mean, I get it, you want me to try new things, but you can't just mould me into the man you want me to be.",2854398,"@793476 Sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out &lt;inset Daily Mix, Fresh Finds, Release Radar&gt; in the meantime /DF","I mean, I get it, you want me to try new things, but you can't just mould me into the man you want me to be.","Sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out <inset Daily Mix, Fresh Finds, Release Radar> in the meantime /DF",0
2371466,"@115888 @SpotifyCares if you’re unsigned/not very popular, how would you get your music onto Spotify?",2371465,"@333427 Hey! This is something for our Artist Services team. Not to worry, you can contact them here: https://t.co/p1wbtdELHu 🙂 /DF","if you’re unsigned/not very popular, how would you get your music onto Spotify?","Hey! This is something for our Artist Services team. Not to worry, you can contact them here: 🙂 /DF",5
106303,"@SpotifyCares hey y'all! I saw that reputation by Taylor Swift is in your library, but I can't play any of the songs besides the ones that were in your system prior to today. Can you tell me when the blacked-out songs will be available to stream?",106302,"@139553 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet. For now, be sure to check out the singles: https://t.co/3h0TnPWP0c 🙂 /JI","hey y'all! I saw that reputation by Taylor Swift is in your library, but I can't play any of the songs besides the ones that were in your system prior to today. Can you tell me when the blacked-out songs will be available to stream?","Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet. For now, be sure to check out the singles: 🙂 /JI",6
1836121,@SpotifyCares I can't search users anymore and I lost a playlist from somebody I met on vacation #Help please,1836120,"@550578 Hey Carmen, the calvary's here! You can try searching 'spotify:user:' followed by their Spotify username. Let us know how it goes /JX",I can't search users anymore and I lost a playlist from somebody I met on vacation #Help please,"Hey Carmen, the calvary's here! You can try searching 'spotify:user:' followed by their Spotify username. Let us know how it goes /JX",0
2392754,@SpotifyCares Why is it not an option?,2392756,"@689021 We’re afraid that we don’t have any more info to share, but give us a shout if you need anything else /NY",Why is it not an option?,"We’re afraid that we don’t have any more info to share, but give us a shout if you need anything else /NY",0
2042222,Will @115888 @SpotifyCares ever launch in #India ?,2042221,@169498 Hi! We don't have any updates on this yet. We'll make sure to let the right team know though that this is something you'd like to see /GK,Will ever launch in #India ?,Hi! We don't have any updates on this yet. We'll make sure to let the right team know though that this is something you'd like to see /GK,0
80921,"Hey @SpotifyCares, love spotify but one thing bothers me very much: I have a playlist of around 2500 songs and have to scroll down to the bottom on my iphone everytime i want to listen to my recently added songs. Takes a long time. Any way i (or you) can change that? Greets matt",80920,@133958 Hey there! You can sort your tunes by following the steps here: https://t.co/myAf3mlgcv. Hope this helps 🙂 /MA,"Hey , love spotify but one thing bothers me very much: I have a playlist of around 2500 songs and have to scroll down to the bottom on my iphone everytime i want to listen to my recently added songs. Takes a long time. Any way i (or you) can change that? Greets matt",Hey there! You can sort your tunes by following the steps here: Hope this helps 🙂 /MA,0
859293,@115888 Hello  I would like to Family account.  my son has already an account with you. How can we do this?,859291,@324028 @115888 Hi! We've just replied to your DM. Let's continue chatting there /WW,Hello I would like to Family account. my son has already an account with you. How can we do this?,Hi! We've just replied to your DM. Let's continue chatting there /WW,9
1832902,My Spotify web player isn't working and it's stuck on this add it lets me click songs and everything but it won't play it.@SpotifyCares,1832901,@549912 Hi Kae! That doesn't sound good. Can you try opening the web player in an incognito/private window? Let us know how it goes /RK,My Spotify web player isn't working and it's stuck on this add it lets me click songs and everything but it won't play it.,Hi Kae! That doesn't sound good. Can you try opening the web player in an incognito/private window? Let us know how it goes /RK,6
790774,@SpotifyCares https://t.co/0q2ko7Sawd there you go ✌️,790776,@308569 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /JP,there you go ✌️,Thanks. We'll get this reported. Great detective work! /JP,0
380832,"@SpotifyCares hey, nothing changed after i log out &gt; restart &gt; log back in",380833,@206321 Can you DM us your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt,"hey, nothing changed after i log out > restart > log back in",Can you DM us your account's username or email address? We'll take a look backstage /PL,0
1707324,"@SpotifyCares Sent a DM earlier today, need some response. anyone paying attention over there?",1707322,"@293169 Hi there, we've replied to your DM! We'll continue to help out over there 🙂 /DQ","Sent a DM earlier today, need some response. anyone paying attention over there?","Hi there, we've replied to your DM! We'll continue to help out over there 🙂 /DQ",0
2387461,Hey @115888 how do I block/delete the “walk on water song” from this playlist https://t.co/PgceNfyi0E,2387460,"@687971 Hi! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtialVI /PL",Hey how do I block/delete the “walk on water song” from this playlist,"Hi! This isn’t possible right now, but we have more info about this on our Community. Check it out: /PL",6
720760,@SpotifyCares Hey! Yeah I noticed it while ago! Thanks!☺️,720762,"@292505 Awesome! If you ever need us again, feel free to drop us a tweet. Have a... https://t.co/FQulrDtFky 😁 /JE",Hey! Yeah I noticed it while ago! Thanks!☺️,"Awesome! If you ever need us again, feel free to drop us a tweet. Have a... 😁 /JE",8
907667,@SpotifyCares Latest Chrome on Mac. The player never works when coming out of sleep mode btw. In this case I had to switch to a dif album to make it work.,907666,"@335537 Got it! Your feedback has been noted and passed onto the team. In the meantime, were you able to get it working? /KL",Latest Chrome on Mac. The player never works when coming out of sleep mode btw. In this case I had to switch to a dif album to make it work.,"Got it! Your feedback has been noted and passed onto the team. In the meantime, were you able to get it working? /KL",4
1067212,@SpotifyCares It helps is the uninstaller doesn't crash. That happens any time I try to uninstall the program. I had to use a third party program.,1067213,@371846 Could you send us your account's email address or username via DM? We'd like to check further /RK https://t.co/ldFdZRiNAt,It helps is the uninstaller doesn't crash. That happens any time I try to uninstall the program. I had to use a third party program.,Could you send us your account's email address or username via DM? We'd like to check further /RK,0
1306509,"@115888 How are you also not going to let me get back on student until next month? Man, you guys have such great practices",1306508,@374764 Hey there! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,"How are you also not going to let me get back on student until next month? Man, you guys have such great practices",Hey there! Can you DM us your account's email address or username? We'll check backstage /AR,0
2018809,"@115888 Hi, who do I contact to sort out a payment issue?? I was charged twice this month! Thanks",2018808,"@597024 Hey Nicola, we can help you out here! Can you DM us your account's email address? We'll figure out what happened backstage /RR https://t.co/ldFdZRiNAt","Hi, who do I contact to sort out a payment issue?? I was charged twice this month! Thanks","Hey Nicola, we can help you out here! Can you DM us your account's email address? We'll figure out what happened backstage /RR",8
2937788,@115888 I’ve updated my payment for my premium &amp; it’s not working :(,2937787,"@812075 Hey Amelia, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",I’ve updated my payment for my premium & it’s not working :(,"Hey Amelia, help's here! Can you DM us your account's email address? We'll take a look backstage /JN",7
909951,"@SpotifyCares after FINALLY letting my desktop install Win 10 Creators Update, my music in spotify keeps pasuing every 30 secs or so! #MAD",909950,"@336137 Hey! What device and Spotify version are you using? Also, have you tried any troubleshooting so far? We'll see what we can suggest /CB","after FINALLY letting my desktop install Win 10 Creators Update, my music in spotify keeps pasuing every 30 secs or so! #MAD","Hey! What device and Spotify version are you using? Also, have you tried any troubleshooting so far? We'll see what we can suggest /CB",2
2259687,Hey Spotify team where are you?????????????????????,2259686,"@480394 Hey, help's here! Could you DM us your username and email address? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",Hey Spotify team where are you?????????????????????,"Hey, help's here! Could you DM us your username and email address? We'll take a closer look /JQ",2
2622853,"@SpotifyCares It’s lowkey crazy, because Holland never pays with credit cards, everyone uses iDeal, most of them are students like me.",2622855,@740998 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,"It’s lowkey crazy, because Holland never pays with credit cards, everyone uses iDeal, most of them are students like me.",We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,0
1179891,@SpotifyCares No I've tried that as well as resetting the cache and uninstalling on both devices,1179890,"@397484 Are you getting any specific error messages? If so, can you send us a screenshot of it? That'll be really helpful /AG",No I've tried that as well as resetting the cache and uninstalling on both devices,"Are you getting any specific error messages? If so, can you send us a screenshot of it? That'll be really helpful /AG",0
2404015,@SpotifyCares I tried that I even uninstalled the program and reinstalled it and everything still said a connecting it does it on WiFi and on cellular,2404017,@177690 That's odd. Can you DM us your account's username? We'll take a look backstage /JP https://t.co/ldFdZRiNAt,I tried that I even uninstalled the program and reinstalled it and everything still said a connecting it does it on WiFi and on cellular,That's odd. Can you DM us your account's username? We'll take a look backstage /JP,0
2597268,@115888 Please update the song download limit,2597267,"@735376 Hey, we hear you loud and clear! You can help make this happen by supporting a similar idea here: https://t.co/Z9OErWpTNz /NS",Please update the song download limit,"Hey, we hear you loud and clear! You can help make this happen by supporting a similar idea here: /NS",6
1653066,@SpotifyCares Will we ever get an Apple Watch app??,1653064,"@504652 Hey, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see in the future /GK",Will we ever get an Apple Watch app??,"Hey, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see in the future /GK",0
777912,@SpotifyCares please i need it in my country,777911,@305722 Fingers crossed we'll be with you soon. Let us know if you have more questions /MO,please i need it in my country,Fingers crossed we'll be with you soon. Let us know if you have more questions /MO,0
1095352,@115888 can't believe that we are almost in 2018 and u still don't have #carmode in your mobile app. #spotify #car #mode #carmode #music,1095350,@378483 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /GU,can't believe that we are almost in 2018 and u still don't have #carmode in your mobile app. #spotify #car #mode #carmode #music,Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /GU,5
412007,"@SpotifyCares It takes ~5 minutes between pressing “Log In” and getting to that screen. Then it holds there, with the video looping. Reinstalled twice",412008,"@213284 Hmm. Could you try removing the app again, restarting your device, then reinstalling? Also, does this happen on other devices? /JL","It takes ~5 minutes between pressing “Log In” and getting to that screen. Then it holds there, with the video looping. Reinstalled twice","Hmm. Could you try removing the app again, restarting your device, then reinstalling? Also, does this happen on other devices? /JL",0
1803093,"@SpotifyCares This is another Bible that WAS avail in the USA, @SpotifyCares Bible – CEV New Testament - Contemporary English Version (Dramatized) Thanks.",2005358,@541797 Thanks. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /AK,"This is another Bible that WAS avail in the USA, Bible – CEV New Testament - Contemporary English Version (Dramatized) Thanks.",Thanks. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /AK,8
1703329,@SpotifyCares Is there an outage? https://t.co/CnMwzV8QJw,1703328,"@516358 Hi John! Can you try refreshing? We had a bit of a hiccup with our site earlier, but everything should be running smoothly again /TR",Is there an outage?,"Hi John! Can you try refreshing? We had a bit of a hiccup with our site earlier, but everything should be running smoothly again /TR",0
2908,@115888 How to use this for only 9 pesos?,2201055,@131447 Hey! Can you fire over your account's email address or username via DM? We'll see what we can suggest /RC https://t.co/ldFdZRiNAt,How to use this for only 9 pesos?,Hey! Can you fire over your account's email address or username via DM? We'll see what we can suggest /RC,0
1505069,"@115888 A clear answer hard to find on webpage: In
Premium where does Offline music download so how/if music can import to iPad Pro iTunes",1505068,"@469301 Hey! Do you mean importing your iTunes-purchased songs and playlists to Spotify? If so, we have more info at https://t.co/Kc5u2xi9iS /JP",A clear answer hard to find on webpage: In Premium where does Offline music download so how/if music can import to iPad Pro iTunes,"Hey! Do you mean importing your iTunes-purchased songs and playlists to Spotify? If so, we have more info at /JP",5
2444269,.@SpotifyCares Been trying to add my dad on my Spotify premium since yesterday. I might just switch to Apple Music. .@115888,2444268,@700859 Hey Akash! Could you send us a DM with your and your dad's usernames or accounts' email addresses? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,. Been trying to add my dad on my Spotify premium since yesterday. I might just switch to Apple Music. .,Hey Akash! Could you send us a DM with your and your dad's usernames or accounts' email addresses? We'll take a look backstage /CH,5
2432983,@SpotifyCares YOURE THE BEST I️ LOVE YOU,2432981,@698236 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🎶 /AU,YOURE THE BEST I️ LOVE YOU,You're welcome! Let us know if you ever need us again. We'd be... 🎶 /AU,0
2081782,@115888 add Capital Steez on Spotify please 🙌🏻,2081781,"@615650 Hey Evin! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MX",add Capital Steez on Spotify please 🙌🏻,"Hey Evin! We’d love to have all of their stuff available, but we have some info about content here: /MX",2
632012,"@125633 hi, the Spotify for artist website isn’t letting me view my page. Is there something wrong with the site at the moment?",632011,"@145914 Hey Freezy! You can contact our Artist team here: https://t.co/p1wbtdELHu. If you've reached out, DM us your email address &amp; we'll chase it up /K https://t.co/ldFdZRiNAt","hi, the Spotify for artist website isn’t letting me view my page. Is there something wrong with the site at the moment?","Hey Freezy! You can contact our Artist team here: If you've reached out, DM us your email address & we'll chase it up /K",5
1889080,@SpotifyCares my account has been hacked and I have had no support from Spotify 😡😡😡😡😡,1889079,@563352 Hi Stephen! We're sorry to hear that. Can you DM us your account's username and email address? We'll take a look backstage 🔍 /PI https://t.co/ldFdZRiNAt,my account has been hacked and I have had no support from Spotify 😡😡😡😡😡,Hi Stephen! We're sorry to hear that. Can you DM us your account's username and email address? We'll take a look backstage 🔍 /PI,9
1659915,@115888 Having a problem with my account which seems un-solvable. Could you please message me?,1659914,@506398 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,Having a problem with my account which seems un-solvable. Could you please message me?,Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,9
797689,"@SpotifyCares I'm running Spotify 1.0.65.320.gac7a8e02 on macOS Sierra version 10.12.6. Also on a Huawei P9 Lite, Android 7.0, Spotify 8.4.22.857 armV7",797691,"@310182 Thanks. Is this happening on both devices? Also, does this error appear when you're connected to 3G/4G, WiFi, or both? /DB","I'm running Spotify 1.0.65.320.gac7a8e02 on macOS Sierra version 10.12.6. Also on a Huawei P9 Lite, Android 7.0, Spotify 8.4.22.857 armV7","Thanks. Is this happening on both devices? Also, does this error appear when you're connected to 3G/4G, WiFi, or both? /DB",2
44376,@115888 The ad shouldve said something about credit/debit card :),2779496,@776363 Got it. We've just replied to your DM. Let's carry on chatting there /DV,The ad shouldve said something about credit/debit card :),Got it. We've just replied to your DM. Let's carry on chatting there /DV,0
2290444,Yes please. We actually reported this months ago. The year's about to end but still nothing. https://t.co/dzTO1pMcVt,2290443,@352406 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /DR,Yes please. We actually reported this months ago. The year's about to end but still nothing.,We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /DR,0
566321,"Spotify just offered me the option to buy a year of Premium and a discounted rate, and it takes me to… another ad for the same offer? But no way to actually get it. https://t.co/cVWYyNHU1g",566319,"@252762 Hey Peter! Can you DM us the link so we can take a closer look? In the meantime, you can get this offer by heading here: https://t.co/LHTUu8url7. Let us know how it goes /YM https://t.co/ldFdZRiNAt","Spotify just offered me the option to buy a year of Premium and a discounted rate, and it takes me to… another ad for the same offer? But no way to actually get it.","Hey Peter! Can you DM us the link so we can take a closer look? In the meantime, you can get this offer by heading here: Let us know how it goes /YM",7
1792050,@SpotifyCares  does that mean that by the time my account is confirmed you’ll take another $6 so I’m paying for nothing right now? 2/2,1792049,@538250 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,does that mean that by the time my account is confirmed you’ll take another $6 so I’m paying for nothing right now? 2/2,Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,6
809546,@SpotifyCares plz answer my dm It’s really important o have one very unhappy mother,809544,@312897 Hey Lucy! We've sent a DM your way. We'll carry on helping you there /SJ,plz answer my dm It’s really important o have one very unhappy mother,Hey Lucy! We've sent a DM your way. We'll carry on helping you there /SJ,0
1060965,'Suggested songs' being forced on you by @115888 mobile makes it impossible to listen to an album through. Really unwelcome,1060963,"@370504 Hey, that doesn't sound fun! Just to check, are you rocking Free or Premium? We'll see what we can suggest /MA",'Suggested songs' being forced on you by mobile makes it impossible to listen to an album through. Really unwelcome,"Hey, that doesn't sound fun! Just to check, are you rocking Free or Premium? We'll see what we can suggest /MA",4
2042855,@115888 I forgot to enter new debit card and my kids' accounts are not going to premium after I changed the info on our family premium.,2042854,@604094 Hi there! Can you DM us the email addresses or usernames of all the accounts involved? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,I forgot to enter new debit card and my kids' accounts are not going to premium after I changed the info on our family premium.,Hi there! Can you DM us the email addresses or usernames of all the accounts involved? We'll take a look backstage /NQ,7
308982,"@SpotifyCares I don't use the app; I prefer the web player, so I've only seen it there. Private home network.",308981,@189783 Thanks. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,"I don't use the app; I prefer the web player, so I've only seen it there. Private home network.",Thanks. Can you DM us your account's email address? We'll take a look backstage /MG,0
568906,@SpotifyCares Xiaomi redmi note 3. I'm running Android 6.0.1 and I'm using Spotify 8.4.30.688.,568908,"@253479 Thanks. Can you send us the Playlist Link? Just tap the three dots &gt; Share &gt; Copy Link. Also, what country is your account set to? /XF",Xiaomi redmi note 3. I'm running Android 6.0.1 and I'm using Spotify 8.4.30.688.,"Thanks. Can you send us the Playlist Link? Just tap the three dots > Share > Copy Link. Also, what country is your account set to? /XF",2
1717756,@SpotifyCares please contact me I have been locked out and have tried contacting your company multiple times,1717755,@520134 Hi Miguel! We've just responded to your DM. Let's carry on chatting there /TR,please contact me I have been locked out and have tried contacting your company multiple times,Hi Miguel! We've just responded to your DM. Let's carry on chatting there /TR,0
567992,"Hey @SpotifyCares, I got this message. Uninstalled, re-downloaded and re-installed and it happened it again. https://t.co/RBRdDUf2qf",567990,@253243 Hey there! The cavalry's here. Does restarting your PC make any difference? Can you let us know the Windows and Spotify version you're using? We'll see what we can suggest /KB,"Hey , I got this message. Uninstalled, re-downloaded and re-installed and it happened it again.",Hey there! The cavalry's here. Does restarting your PC make any difference? Can you let us know the Windows and Spotify version you're using? We'll see what we can suggest /KB,0
2597256,@SpotifyCares why was all of scars on broadway's stuff taken off,2597255,"@735373 Hey there! Just to check, what country is your Spotify account set to? We'll have a closer look /MT",why was all of scars on broadway's stuff taken off,"Hey there! Just to check, what country is your Spotify account set to? We'll have a closer look /MT",0
2095735,@SpotifyCares And here's a video to document the problem: https://t.co/weGVOYlrx0,2095734,"@403432 Can you log out, restart your iPhone, then log back in before trying one more time? Let us know how it goes /JU",And here's a video to document the problem:,"Can you log out, restart your iPhone, then log back in before trying one more time? Let us know how it goes /JU",0
680593,@SpotifyCares do you have an Apple Watch app?,680592,@282399 1: Hi there! We're afraid we don't have an app on the Apple Watch. We suggest checking out the official idea and add your vote...,do you have an Apple Watch app?,1: Hi there! We're afraid we don't have an app on the Apple Watch. We suggest checking out the official idea and add your vote...,0
44355,@115888 not able to pay 9 pesos through smart? :(,1190789,"@399885 Hi there! To get the Intro Offer under your preferred rate, you'll need to use a recurring payment method such as a debit/credit card or PayPal at https://t.co/iOSe5Io3nY. Let us know how it goes /NJ",not able to pay 9 pesos through smart? :(,"Hi there! To get the Intro Offer under your preferred rate, you'll need to use a recurring payment method such as a debit/credit card or PayPal at Let us know how it goes /NJ",0
468975,"Dear @115888 please, when you have time, upload @146300 song. Thanks https://t.co/sSBDDjm1xu",468974,"@226667 Hey Jos! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /RA","Dear please, when you have time, upload song. Thanks","Hey Jos! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RA",8
2983686,I wish @115888 had mixtapes... :(,2983685,@822771 Hey there! We’ve got some info about mixtapes here: https://t.co/MEjmIRL2eB /JP,I wish had mixtapes... :(,Hey there! We’ve got some info about mixtapes here: /JP,0
2894020,@SpotifyCares is this ever going to be available? https://t.co/dSq9NEf4HL,2894019,@802060 Hey! We can’t make any promises but we’ll let our developers know this is something you'd like to see in the future /PB,is this ever going to be available?,Hey! We can’t make any promises but we’ll let our developers know this is something you'd like to see in the future /PB,0
2789425,@SpotifyCares  why am I double charged two separate amounts on the same day? https://t.co/MLcrJFYtz2,2789424,@778602 Hey Gerardo! We've sent a DM your way. We'll carry on helping you there /SJ,why am I double charged two separate amounts on the same day?,Hey Gerardo! We've sent a DM your way. We'll carry on helping you there /SJ,0
2491597,"@SpotifyCares Not a specific problem (generally I love the product, on since beta) , I'm rather wondering if there is any reading/transparency on your attitudes and use of tools for suggesting music? I noticed -a feeling, nothing else- than even within my playlists it doesn't feel random",2491599,@711369 We understand. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /MU,"Not a specific problem (generally I love the product, on since beta) , I'm rather wondering if there is any reading/transparency on your attitudes and use of tools for suggesting music? I noticed -a feeling, nothing else- than even within my playlists it doesn't feel random",We understand. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /MU,5
