text,intent
"I think you have accidentally charged my card, please advise on refund.",Payment_Refund
I just attempted to join my wife's family plan. How can I tell that my old account will no longer be charged?,Family_Student_Plan
"my Spotify app will not play an album through cover to cover, but instead goes to shuffle just a few songs in. How can I stop?",Playback_Issue
Any deals for customers already on Premium? Maybe a student discount?,Family_Student_Plan
How can i get a refund?,Payment_Refund
my premium family account paused and when I started it back the family members are all gone and I cant re-invite? #2angrykids #help,Family_Student_Plan
you really need to fix your shuffle algorithm,Playback_Issue
can you put tere mere by amaal maalik on spotify,Music_Content
mobile and desktop are offline? Mobile is logging in then instantly bringing me backt o the log in screen,Downloads_Offline
"okkk, so you guys charged me last night but never made my account premium again. What gives?",Payment_Refund
i have recently changed my from paying for premium account to getting as a part phone contract deal but i can seem to add an account of my family member to my devices and has locked out another account? please help!,Family_Student_Plan
", when I hit shuffle artist, it only plays the 2 newest albums. Know how to fix this or is this a bug?",Playback_Issue
"hi, I'm on the previous iOS to the latest. Just updated Spotify and now it won't open. Have restarted the phone and app with no luck. Is this a bug? Best to update to latest iOS?",App_Technical
I'm being charged monthly but no premium. Only one account. Your support page useless. Pls help.,Payment_Refund
"What has happened to your shuffle algorithm lately? This playlist has 5300 songs, sorted by title and is shuffling the top of it.",Playback_Issue
This is happening on desktop. And on mobile it seems to be picking the same few artists again and again. Every time I press shuffle it's the same few artists.,Playback_Issue
I have a premium that is part of a family subscription but mine changed to a free account. Please tell me why,Premium_Subscription
unable to log into spotify android app normal login or facebook - says I'm offline but am not did the app update break something,Downloads_Offline
Partnership: and should up their relationship with a $15 #AdFree Family Plan in addition to their popular $5 Student Plan. #SaveSomeGreen,Family_Student_Plan
AND SHOUTOUT TO 's Fast response and Customer Service for helping me with me hacked account!,Account_Security
Are college students the only ones applicable to the student discount? how about us High School students? 😢,Family_Student_Plan
y’all should add an alarm feature,Feature_Request
"Shuffle doesnt work, I got 1700+ songs, it only plays 20 of them. Fix pls.",Playback_Issue
I queued a song and shuffle played something else. Why?,Playback_Issue
your new offline mode sucks. i pay for premium so i can type in an artist's name and listen to all of his/her songs i've downloaded. now i can't do that w/o curating playlists. the offline UX is significantly hindered in your latest update. please resolve this.,Downloads_Offline
"my old Facebook account was hacked and I got locked out of it, that Spotify premium was linked to. Is there a way to transfer the membership to my new account?",Account_Security
I want my money back. You have double charged me and I never got my premium membership.,Payment_Refund
"Please add ""Preferred language"" to the user profile. I'm based in Costa Rica, and I prefer an English interface.",Feature_Request
my wife is getting kicked out of the family plan for the second time and she is struggling to join back. looking forward to your help,Family_Student_Plan
"Is there anyway to make your shuffle algorithm actually work better? When I play my entire library, it only plays newer additions.",Playback_Issue
"Help! I am unable to login and I receive no email with a password reset. Have had an account for... 5+ years?! On autopay, no emails about changes, no info.",Login_Issue
I need help. Im getting charged for premium but cannot log in. This has been going on a couple billing cycles now and its resiculous. 9.99,Login_Issue
wondering why taylor didn't put rePUTAtion on spotify yet,Music_Content
hey y'all can you please add tracks from blind guardian's nightfall on middle earth album to the might and myth: power metal playlist.,Feature_Request
Yo why the heck is the student discount only for 12 months??,Family_Student_Plan
Why does the spotify app keep logging me out and says im set to offline. I have to keep reinstalling,Downloads_Offline
I am not able to login (Settings are set to Offline mode) even that I am online (3g or WIFI).,Downloads_Offline
"Hey It would be great if the user could undo the 'thumbs up""/""thumbs down"" choice on a Radio Station item.",Feature_Request
"i've been invited to join premium for family account, but cannot log in. never asks me for my code, just the first info page, then tells me there has been an error ??",Login_Issue
can you add a feature so I can block certain artists from my music feed? Like I never wanna hear the craptastic or ever again and ive been thumbing them down since signing up. #stopshittymusic,Music_Content
"I'm locked out of my app. Everytime I try to login I get an Error Message - 'You are current set to offline, please go online to login' if I can't get in I can't change the settings",Downloads_Offline
hey is tax included to the $14.99 for the family plan?,Family_Student_Plan
put the new wdw ep on spotify come on,Music_Content
"hi, please fix the glitch on the app where swiping right to add a song to the queue doesn’t work, and I have to go and manually add it instead. Sometimes it works, sometimes it doesn’t. It’s such a useful feature I’d love to just be able to swipe all the time.",Music_Content
"Hey , when I get out of the app, sometimes the music stops and I have to go back to the app in order for it to play and it does the same thing when I turn off my phone. How can I fix this and if I can't, can I please?",Playback_Issue
Can you fix the issue where my music stops playing when I open Twitter or Snapchat... 🙃,Playback_Issue
"7+, iOS 11.1.1. Spotify 8.4.28. And yes, I didn’t have any videos playing or anything on Twitter or Snap, but the music stops playing.",Playback_Issue
"hi! I’m trying to add a family member to my spotify family plan but I keep getting this error message (600), can you help?",Family_Student_Plan
Wait why do you need my email address? I just asked if you could release a certain song. I'm confused 😕,Music_Content
help already storage location keeps changing and downloaded music is gone. No offline for me. Re-download every day?,Downloads_Offline
Dear Kindly check my account since i cant log in since the first time using my registered emailed and now my card is being charged...the email addres is __email__,Login_Issue
"Hey , my account got hacked, email address changed. I wrote you an email and haven't heard from you yet. Will you reply before Christmas?",Account_Security
My family member is having trouble joining Family Sharing. I have resent and cancelled the invitation multiple times with no success. We live in the same address / postal code.,Family_Student_Plan
my son lives with us but currently studying abroad. Can he be included in my family plan?,Family_Student_Plan
Hello Spotify ur new family plan is giving me a headache... so many issues with it.. would love to hear from you... cuz I just canceled it after being a diligent customer of 3 years and talking all my family into the service... we need to talk asap,Family_Student_Plan
PUT PENCEY PREP THE FUCK BACK ON SPOTIFY,Music_Content
"Unable to log in, unable to reset password and unable to contact anybody. Pls get back to me asap or i will cancel account",Login_Issue
please add Rise and Fall - Into Oblivion,Feature_Request
"When casting to my Google Home on shuffle, Spotify only shuffles a few songs near the first song instead of my whole library. :(",Playback_Issue
hello when will 's new album be put on Spotify? I'm poor,Music_Content
"i think i put wrong address when i joined my family plan and now the buyer of the family plan reinvited me and i tried writing right and wrong addresses and still i get this error ""Oops something went wrong.... "" what should i do?",Family_Student_Plan
Who’s fault is that?! BRING BACK THE PREVIEWS! iTunes have a preview. All music apps should have it. I don’t ever want to add the wrong song,Music_Content
"I've purchased premium from you guys and it's not working, I want cancel my subscription and get my money returned to my card, how do I do this",Premium_Subscription
i was charged twice when i tried to buy the student discount premium. i want a refund. i dont have premium it says,Payment_Refund
WHY do my offline playlists and albums suddenly need re-downloading every other day? It's wiping my data and costing a bomb. Not happy at all. I'm not the only one -,Downloads_Offline
I already have the family plan fkr Spotify and we Love it but can we also get HULU with the student rate?,Family_Student_Plan
why is my account flagged as 'User is flagged as abuser' and i can't join my cohousing friends family plan on spotify!?,Family_Student_Plan
"Hey guys, it appears my account was hacked. My email address was changed. What do I do?",Account_Security
"Just had my account hacked AGAIN...went through live chat, had everything reset...now I can't log in. Username iandrayner565...what's going on!?",Account_Security
Why can't play by google? I can't make the payment without it.,Playback_Issue
. hi my premium account has been hacked. How may I proceed from here? Thanks.,Account_Security
"i paid using paymaya in student discount, yet my account is still in spotify free..",Family_Student_Plan
I just extended my Student Discount. Is there a way to see if it extended?,Family_Student_Plan
"I have been paying $10.00 for a premium membership since July, and since then, I can't log in to my account. You don't have a phone number or email to reach. I will be contacting my bank to terminate payment if I don't get a response. Please get back to me ASAP!",Login_Issue
"Hi, I currently have a premium account with student discount, but I want to switch to a Family account. Would I be able to keep all my playlists and downloaded songs?",Family_Student_Plan
where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,Downloads_Offline
".When I link my Spotify account to my Echo to play on Sonos, I can't play Spotify on my phone or desktop app",Playback_Issue
Not at the same time. I linked my Spotify account (part of the Family plan) to my Echo and linked my Sonos to my Echo.,Family_Student_Plan
When listening to my downloads offline. But the songs still skip whether I'm on Wi-Fi or not.,Downloads_Offline
"Dear , sort your fucking shuffle out.",Playback_Issue
I'm kinda angry that I'm not able to listen to Distant Relatives by Nas and Damian Marley. It's not available on Spotify. 😒😒,Music_Content
why have you been taking £9.99 out of my account when i signed up with the student discount????,Family_Student_Plan
why have I been charged on my latest phone bill for your premium service when my account says I'm on a basic account??? I'd like a refund please 👍,Payment_Refund
"your shuffle algorithm is severely flawed, there are lots of posts about it on your community message board, any idea if you’ll fix it cause it’s making me consider leaving",Playback_Issue
please fix Shuffle. I have enough music for Shuffle to not be this picky,Playback_Issue
"Hey I submitted a subscription for your 3 months for $9.99 and the form said it didn't go through, but my bank says otherwise! I open spotify and still HAVE NO PREMIUM! What gives?!?",Premium_Subscription
problem with adding my father to spotify premium family. Help me!!,Family_Student_Plan
I just found about the spotify discount for students and validated my account to be charged properly. Can I get back credited for the last months that I could have applied the student discount?,Family_Student_Plan
"Thanks for adding a pay to remove feature where they suggest songs in the middle of your playlist. Glad to hear a song very clearly saying the word ""bitch"" in the middle of my CHRISTMAS playlist. My kid heard it. You're not for a reason.",Music_Content
"How can you offer a ""family plan"" but not have an option to block or skip explicit songs. I'd love to shuffle some playlists for Thanksgiving dinner but can't run the risk with all the kids over. Please get with the times and add this often-requested feature.",Family_Student_Plan
"A lot of accounts hacked, my account too. Its possible revert all my config's to two days before?",Account_Security
"Just an idea. On their birthday, your premium users can legally downloaded songs from one of their playlist. Not offline download",Downloads_Offline
why can’t we pay the premium student discount with paypal???,Family_Student_Plan
"if you could add the ‘hold a song to hear a snippet’ on mobile back that’d be great 👍🏽. Either way, ily",Music_Content
"I do love on Android Auto but the interface is crying out for a shuffle button for playlists, especially on long journeys!",Playback_Issue
"No error messages. Just stops playing and the play button freezes. Tried refreshing page or playing something different, nothing works.",Playback_Issue
"why is the web player not working?? Keeps stopping randomly and won't play, driving me crazy 😤😤",Playback_Issue
"Hey gang, running Spotify 8.4.21.508 on Pixel running Oreo. Sharing a track crashes the app and dumps me at the home screen. Help!",App_Technical
"where should I send my details about my student status, I would like to apply for student discount but I am from Czech. Thx!:)",Family_Student_Plan
I’m still waiting on my student discount to be applied I am still paying regular price.,Family_Student_Plan
Nothing irritates me more than buffering songs on playlist's of mine downloaded for offline listening 🙄 esp. when I pay monthly.,Downloads_Offline
I'm trying to bang out giggs new mixtape but your shuffle deaded it. Not cool it's why I dead you guys n move to,Playback_Issue
hi can u remove me to my family plan as a member? thank you.,Family_Student_Plan
my account seems to have been hacked. someone else is using it and all my playlists have disappeared. Have changed pw pls help,Account_Security
"Okay if I shuffle my playlist don't play me only ""suggested songs,"" I want my songs. Thanks",Playback_Issue
"UniDays doesn't support my education provider, which is why I bought an NUS card. As I already have spotify student, can I just renew?",Family_Student_Plan
how do I get a refund on an accidental purchase of premium?,Payment_Refund
"(Android 8.0, Pixel) App crashes when trying to share playlist.",App_Technical
Starting a petition to put It's So Easy by GNR back on Spotify because this sucks,Music_Content
Yes. I tried registering for unidays found the institute but it said they weren't supported.,Family_Student_Plan
I'm a student with an NUS card but can't register for your student premium? Unsupported by Wtf? Poor form.,Family_Student_Plan
hey!got your email about student premium discounts and i was wondering as to why high schools werent eligible? &only unis are?,Family_Student_Plan
Hey after I updated the apps why it always go offline and then the music stop playing? How to fix the bug?,Downloads_Offline
Help I keep getting charged twice for premium. I've had this problem before. FIX IT,Payment_Refund
Spotify keeps stopping and starting. Songs won’t play through the home screen. Can I have a refund for premium? #veryfrustrated !,Payment_Refund
"is so buggy for me atm :( Sometimes it won't play tracks in browser, desktop app stops loading searches & freezes :(",Playback_Issue
why can't I listen to Almost Like Praying (feat. Artists for Puerto Rico) like I can see it but I can't play it???,Playback_Issue
Turns out my account got hacked and upgraded to family... and 5 random accounts were using it for free 🤦‍♂️,Account_Security
"None of the criteria matches my situation, I had 2 offline devices only. This the second time in 2 weeks.",Downloads_Offline
I only download albums. I removed all offline devices and will download again,Downloads_Offline
Hey why do you keep deleting my offline songs from my phone? Stop!,Downloads_Offline
why is turning off shuffle on a playlist a premium subscription feature? i’m just trying to listen to an album in proper order,Playback_Issue
"Hi, I can't play music with my Spotify desktop, can u help me ?",Playback_Issue
"since I installed macOS High Sierra, the Spotify app often uses 100% or even 150% of my CPU. Bug?",App_Technical
"your web player won't work on my laptop, the play button is grayed out and music won't play. Refreshing does nothing.",Playback_Issue
"I want to be able to block an artist on so that even if their music is on a public playlist I follow, it automatically won't play.",Playback_Issue
"I have a problem to add to family plan, can you help me?",Family_Student_Plan
My premium account just expired and I only realized this when I got hit with an advertisement. I didn't get any warnings either - maybe because I'm not the administrator of my family account?? That should likely be fixed.,Premium_Subscription
how do I change my artist picture? My music put on Spotify through a label I no longer work with and no artist picture was included,Music_Content
"Hello,cancelling my premium subscription as you've cancelled my student discount because Unidays doesn't recognise my institution",Family_Student_Plan
And I can't log in to the desktop app when using my chosen username. Error Code 3 (I refuse to log in with the gibberish name),Login_Issue
I DEMAND a refund for the last 2 months I haven't been able to use Spotify & a fix for this issue!,Payment_Refund
It just said to browse for music as if i never added a song before.,Music_Content
Someone has hacked my Spotify NICE ONE,Account_Security
help Spotify someone’s hacked my account and changed my registered email address 😭😭,Account_Security
Can i get a refund if i cancelled my subscription and still got charged,Payment_Refund
"your web player won't work on my laptop, the play button is grayed out and music won't play. Logging out/back in does nothing.",Playback_Issue
I cannot log in at all. Won't even let me access it online.,Login_Issue
the app won't let me share links to songs? The app just crashes when I use the share option,App_Technical
I moved to egypt and 2 weeks later i can't play my songs on spotify. What happen? Is spotify not available in egypt??,Playback_Issue
I payed for Spotify and it charged twice. And now my account is not working.,Payment_Refund
i had the spotify family plan w my irls and it was getting charged to me so they pay me and its been a year and 2 of them havent paid at all,Family_Student_Plan
"hi guys,when/will u make lossless music available? Would be a very welcome addition to Spotify users who enjoy music through hifi",Music_Content
"make a ""i fucked up the queue by clicking a song i was trying to add to the queue go back to last song"" button PLEASE",Music_Content
Everytime I want to share what I'm listening too the app crashes or returns to the now playing screen. :/,App_Technical
iOS 11.0.2 and Spotify version 8.4.20 . Every time I try to shuffle my playlist it’ll shuffle for 2 songs and then play my playlist in order.,Playback_Issue
"Hello, I need some help with Premium, I got charged twice and I'm still on free. Pls halp",Payment_Refund
payment for student premium only via credit card or there will be another way?,Family_Student_Plan
I can't play our church's album on the spotify in my laptop but it does play on my phone. what should I do?,Playback_Issue
I am cancelling It never works when I'm at the gym & need it most. Won't connect on or offline anymore. It's been months. I'm done😠,Downloads_Offline
my Spotify premium got hacked — got a notification that email address was changed. Sent u guys an email and u didn’t reply. Please rectify - I don’t want to cancel my subscription,Account_Security
"having technical issues. Won't let my daughter accept the premium for family invite. She gets an ""oops, something went wrong"". The fact that you do NOT offer telephone support is an absolute joke.",Family_Student_Plan
"So keeps doing this thing where all my downloaded songs disappear and then when I go to listen to music offline I can't. Pretty awesome. any idea why? I've reinstalled, cleared out the offline devices list, redownloaded music numerous times.",Downloads_Offline
"hi, i am unable to Login to my account with the same credentials as ive always used, reset password isnt working, help?",Login_Issue
Account not allowing me to upgrade to Premium Family. Says no support available?,Family_Student_Plan
Hey can you put Ella Me Levanto by daddy yankee on spotify cool thanks,Music_Content
"Spotify isn't working on the pc app or on my phone. Can't access any online content, says it's in offline mode.",Downloads_Offline
Help! Unable to join this Family plan. Try again by clicking the ACCEPT INVITE button in your email.,Family_Student_Plan
"catalog songs...the local files are the only ones that remain available for offline listening, thanks.",Downloads_Offline
Hey my offline syncing of playlists is hideously slow even with gigabit internet. Is there anything you can recommend/ do?,Downloads_Offline
excuse I got charged $10 when I have the student discount,Family_Student_Plan
"Hey it’s cool that you added Hulu to my student plan, but if y’all don’t let me play my music I’m going to have to drop you.",Music_Content
Do you need to re-enter your credit card info to add Hulu? Already have a student premium membership.,Family_Student_Plan
My Spotify premium family name is Felipe. I'm not from the Felipe family. How do I change the name?,Family_Student_Plan
Happens pretty regularly when I shuffle play an artist who has normal and deluxe of same album,Playback_Issue
still can't play. certain songs on android is this being fixed? lots of posts on community forum about it,Playback_Issue
"- App is crashing on a Pixel XL when attempting 2 share. Running Android 8.0.0. I've cleared cache, app storage, and reinstalled.",App_Technical
"Fix your shit. Google ""Spotify shuffle problem"" and you will see that people aren't satisfied.",Playback_Issue
"(3) their playlists bc ur algorithm cant do it. Take care of ur customers. Fix ur shuffle, it isn't hard.",Playback_Issue
"Kicked out of family account for not confirming address on time. Cannot rejoin, cannot log in, cannot contact. What the hell?!",Login_Issue
"No I have no interest in sharing my music on facebook. Your app has a bug, please fix!",App_Technical
"Hi, ! I'm having trouble subscribing back to the Family plan. Need help. Thank you",Family_Student_Plan
PUT AGUST D BACK ON SPOTIFY!! YOU TOOK IT OFF FOR NO REASON!!!,Music_Content
My premium account reverted back to free although the family plan is payed for. What should I do?,Family_Student_Plan
my band has some jams you guys should add to some metal playlists! ❤️,Feature_Request
"just received an email regarding my student premium membership, could you please check DMs? ☺️",Family_Student_Plan
"Can’t start my SE student premium membership. I am German, but a student in Sweden. Credit card is not accepted (it‘s German)",Family_Student_Plan
I have a premium account but I cant play new album. How come ? Can you help on this query please.,Playback_Issue
my account was hacked and songs deleted. can you reset my account to a time before 3 days ago when the a-hole struck?,Account_Security
I deleted the app to try and solve a bug (can’t control songs from lock screen since IOS11) now I can’t log back in!!? #help,App_Technical
The fact that you can't add the currently playing song to a playlist on is kind of ridiculous.,Music_Content
y'all charged me twice and it's still not updating my account! Help! Check DM's!,Payment_Refund
my app wouldn’t let me play music offline. Was advised on ur forum to install/reinstall it 30 day trial ended after 3 days,Downloads_Offline
yo cunts i cant login my acc. fix this shit now before i disable my free acc. user: 423million,Login_Issue
"Hello, none of my songs are downloading for offline, it is saying ""go to settings to download using cellular"", yet I'm on WiFi",Downloads_Offline
Hello . Your desktop app always crashes. Can you do something about this?,App_Technical
someone hacked my account and added music I don't recognize. Should I do something besides changing my password?,Account_Security
"All songs synced offline, it's happened like three times now",Downloads_Offline
Yes! Every time I have my phone on shuffle I get about 30 songs in a row that is purely two artists! No matter how many times I reshuffle,Playback_Issue
"The news song from Little Mix , ""Is Your Love Enough?"" is doing very well , please add it to Today's Top Hits!!",Feature_Request
"That seems to have worked, thanks mate. Didn't know Spotify could get hacked ffs!",Account_Security
feature request: for iPod Classic,Feature_Request
why does the app crash everytime I try to share a song/playlist?,App_Technical
pls add this song here,Music_Content
doesnt allow student discount if you're using a discoung on another streaming service. I was wondering why my bill increased.,Family_Student_Plan
I was charged for a family rate last month - I'm a student! Refund please,Payment_Refund
hi! I have a concern about my Spotify account. I was charged for spotify premium but my account is still not premium.,Payment_Refund
Having trouble purchasing premium family. The website isn't working.,Family_Student_Plan
Update your app -- experiencing a crash bug every single time I load up the app and look up .,App_Technical
currently have premium and pay through Rogers but I am leaving Rogers. How do convert my account and add premium family,Family_Student_Plan
My spotify premium family plan has stopped working?,Family_Student_Plan
my account was hacked and the new user changed the email address and I can't live without music please help,Account_Security
you should make it so that we can download the daily mixes as playlists. They are so good. I want to listen offline,Downloads_Offline
.....got new phone... premium is not working even through I paid on 9/27/17... I need to know will I get charged again,Premium_Subscription
"hey guys I already have Spotify student premium, how can I get Hulu? For the new deal",Family_Student_Plan
"I cant login, im putting the right username and password but it will log me in only for a second then log me out, any help?",Login_Issue
"Everything else works, it's just that the music won't play.",Playback_Issue
Wait. There's a student discount for Premium? AND I HAVE BEEN PAYING FULL PRICE THIS ENTIRE TIME?!? 😭😭😭😭,Family_Student_Plan
"e.g. The latest Bowie compilation, Gorillaz' Humanz or Colors by Beck (I can't play them even if I download them)",Playback_Issue
My account is hacked on Friday.... I need my release rader now😭,Account_Security
why can’t I use my NUS student discount card to get Spotify Premium anymore?,Family_Student_Plan
What if you can’t get an UNIDays account?,Family_Student_Plan
forgot to switch offline before listening and in 3 hrs it ate up all my monthly data. Even though it was downloaded records. Wtf???,Downloads_Offline
. family member encounters error when registering my invite. What's going on,Family_Student_Plan
My account name is tcmchiu I would like to keep only family plan which is HK$ 88 per month.,Family_Student_Plan
"Student discount? 4.99! now, #Hulu? SIGN ME UP! but i feel that Student discount should be opened to high schoolers! #seniorStudent",Family_Student_Plan
Feature Idea: Add a 'Hash-Tag your song Button' => good for users & good for your ML recommenders & gives u more info $$,Music_Content
Why is my app not working on the new iPhone update ? What the hell am I paying for ?!!,App_Technical
question! I already have a Spotify premium acct but didn't know about the student discount. Any way to add that onto my acct?,Family_Student_Plan
please put aoa heart attack back on spotify,Music_Content
"hello, I had contracted the family plan, but I no longer have that plan and all my addresses are the same in all my devices",Family_Student_Plan
"I am unable to ""share"" anything. The app crashes when I try",App_Technical
No error message. The app crashes or just pauses,App_Technical
I'm trying to join Premium for Family but I get this error: Unable to join this Family plan. Can you help me?,Family_Student_Plan
Yo why is the go to version of shuffle songs the clean versions? If I wanted to hear clean music I'd listen to kids bop.,Playback_Issue
"Currently can't play many songs, ie: QOTSA - Villains album and many others. No reason appears for this, it just won't play",Playback_Issue
"morning, i am currently on a monthly premium plan, i would like to upgrade to the £15 family plan, how do i do this?",Family_Student_Plan
your app has currently been very buggy lately because after one song plays it stops playing the whole playlist.,Playback_Issue
Trying to redeem my premium gift card code and it's not working... Starting to get annoying now,Premium_Subscription
Trying to play Winnerbäck on either iPhone or iPad doesnt work. Nothing happens when I click song or shuffle.,Playback_Issue
yo what's up with Calvin Harris? I can't play him. You guys get in a Tiff?,Playback_Issue
I cant play certain songs on spotify that other users can play. What gives? Songs not grayed out so i should be able to play it,Playback_Issue
"It is happening with other artists, sometimes it says ""cant play song"" I think but mostly I just try to click it and nothing plays. I uninstalled the app and re-downloaded it but that didn't help.",Playback_Issue
"hey guys, I can't listen to Lana Del Rey.. that is a problem. I can't play half the songs in most of my playlist. What's wrong??",Playback_Issue
"With the latest update on Android, when I click Share on an album/song/playlist the app crashes.",App_Technical
"When update stuff on their system, wipe your profile wacking some randoms songs on there and all yer stuffs missing 😣 #nothelpful",Music_Content
can't login it suddenly says my account is offline after i restart(android). After login page>connect with facebook. Pls help,Downloads_Offline
"if the share function on android isn't fixed by Monday, Im gonna need a refund cause I'll be going back to Tidal 😌",Payment_Refund
"Love when I'm mobile, but the desktop app for my Mac continually crashes. It's horrible. Anyone have any suggestions?",App_Technical
I have a premium family account how do I go about adding family members,Family_Student_Plan
I currently am paying for the family plan but the 2 people I have on my account cannot sign in,Family_Student_Plan
I am still being charged on my visa card even after I have cancelled the subscription. Please give me refund.,Payment_Refund
"your web player doesn't PLAY. Chrome browser cleared cache, cookies, history, etc. It loads, but won't play =\",Playback_Issue
no customer service no? Convenient. Overcharged after cancelling my subscription and no way to talk to someone? Not the 1st time,Payment_Refund
"Hi, you have cancelled my family subscription; I cannot login for contact you. Please advise. Thanks, GD-H",Login_Issue
need to do student discount but link it to as well! So need to get premium!!,Family_Student_Plan
I hate that you search an artist on and put em on shuffle and it literally only plays like 6 songs when the artist has 100s of songs.,Playback_Issue
"Yes, airplane mode automatically turns WiFi off in the settings. So in airplane mode on phone, with WiFi off, and in offline mode through the app. I still get this prompt every time I go back into the app.",Downloads_Offline
Is there any way to preserve what offline songs and playlists I currently have downloaded on my phone? Not interested in losing 5+GB of songs I currently have synced.,Downloads_Offline
"The iOS app nags me about being offline every time I turn on the phone with Spotify open and I have the phone in airplane mode. Even when I have the app in offline mode. This makes using the app during flights a frustrating, annoying, painful, and slow experience.",Downloads_Offline
"when shuffle playing a 9,000+ song playlist, why do you only seem to play the same ~100 songs? 😒",Playback_Issue
"if it's helpful, i was able to get the songs to play on my amazon echo - but it still won't play through just the device though!",Playback_Issue
how do I get a refund or how do I get Spotify for students if it says I have Spotify free but was charged 5 dollars,Payment_Refund
Meant to add... I still can’t access Metallica music. Seems to be the only artist this is happening with for me.,Music_Content
"Hi! I want to ask a question about family plan. Currently, I subscribe it but it doesn't allow me to add new member. Why?",Family_Student_Plan
I would like a full refund!I was told my card wasn't charged yet before I tried to verify and it wouldn't let me,Payment_Refund
"I wish there was a way to ""bind"" songs together in so that when you're listening in shuffle, bound songs always play in order",Playback_Issue
I updated my app this week and now it won't play songs all the way through and sticks on ads. How do I fix it?,Playback_Issue
Please help me regain control of my hacked premium account.,Account_Security
changed to premium family but e-mails do not arrive with Family members?! #nottheonlyone #problem #spotify,Family_Student_Plan
Tried **. At least my student discount still works lol so I won't be leaving just yet 😂,Family_Student_Plan
I already paid for Spotify Premium. The question is why it is still Spotify free even though I have a proof of purchase.,Premium_Subscription
Spotify NL both the new Beck and st. Vincent albums won't play on Spotify desktop version. What's going on?,Playback_Issue
My email is associated with an FB account I don't have access to -- so I can't log in to that Spotify account to cancel. Help?,Login_Issue
I can't believe that the family plan does not have an admin feature to block explicit content on any/all users using the account?,Family_Student_Plan
"My account has been hacked?! Help me out, cmon",Account_Security
"I'm having trouble activating my student discount! Help? Currently a Spotify premium user, Hulu user, and student.",Family_Student_Plan
(I'm trying to activate the student discount that let's me merge my Spotify Premium and Hulu account for 4.99/month),Family_Student_Plan
I did that... And now I can't log back in. Says offline n I hit connect and it's just a black screen,Downloads_Offline
"I was charged twice this month, how do I go about getting a refund?",Payment_Refund
If possible would just like to cancel and get a refund.,Payment_Refund
why cant i join the premium family? I've accepted but it says unable to join,Family_Student_Plan
"hi I cant log in via the app, are you having issues?",Login_Issue
"can you please add 's music to your app, they helped shape the modern kpop industry so yeah. thank you 😊",Music_Content
"trying to add 2 family members to premium family keep getting 4 - Oops something went wrong, please try again. when accepting",Family_Student_Plan
"A limit on # of songs I merely ""save"" to intend to stream later? Despite paying for Premium? Bad response. Try again, with the word ""refund""",Payment_Refund
"Trying to add my family to Premium to Family plan but ""3 - oops there is a problem"" error message keeps popping up. pls help!",Family_Student_Plan
My account's hacked and I've e-mailed you back about the case. Mind taking a quick look? My work day will be bland without you :(,Account_Security
"ini kenapa ya padahal kemarin udah saya unduh, sekarang malah ga bisa diputar di offline mode?",Downloads_Offline
"When I turn on shuffle play for A$AP Rocky, only A$AP Ferg plays. There is a difference.",Playback_Issue
When I go to the A$AP Rocky Spotify page and click “shuffle play” it only plays A$AP Ferg songs on the mobile version,Playback_Issue
it will play about 2 songs and cut off wont let me press shuffle play again i swipe the app away get the same thing two songs then cuts off,Playback_Issue
"Hello. I want to cancel my premium subscription, but I deleted my Facebook a while ago and I am unable to log in. Please help!",Login_Issue
", please add ""Is That For Me"" on the Today Top Hits playlist! 🇧🇷🌎",Feature_Request
"Spotify premium saya sudah expired, mau subs lagi ngga ada duit😂, kapan ada promo lagi 5 rebu 3 bulan?",Premium_Subscription
"My student discount was terminated, but I am definitely still a student. Help",Family_Student_Plan
I love music. And no premium subscription. I don’t have enough money on my PayPal: what should I do?!,Premium_Subscription
Im not getting an error message. It just wont play. No matter how long i wait or tap the shuffle button,Playback_Issue
"I can play several albums, including this one in Chrome, but the application won't play it",Playback_Issue
please msg me as I got a issue with your family plan. Yes I sent the invites. It's not working. Please help! I paid extra !,Family_Student_Plan
Well the only time I use offline music is when I'm not in wifi and the only time I'm not in wifi is in my car so I can't really test it out,Downloads_Offline
"Hi, I was about to use the student discount but then decided to pay full price, it still charge me the $4.99.",Family_Student_Plan
I recently applied for student discount and was wondering if i could migrate student paid content to my non student email spotify account,Family_Student_Plan
"I paid for Spotify premium for the full year, I have the receipt in my emails. My premium is not working.",Premium_Subscription
why does this keep happening? I put it in for 4 days and lost my subscriptions and tried again it’s not working,Premium_Subscription
I can no longer change songs using my car controls as of last week. I did delete and re download the app. Still not working.,App_Technical
Feed 'Em to the Lions - Solo 45 put the song back on spotify,Music_Content
"Can't log into the app because I'm ""set to offline."" Clicked connect and then nothing happens.",Downloads_Offline
Here is the Screenshot. I pressed shuffle. It happens in all his songs.,Playback_Issue
"hey guys, why i cant play song that are not blacked out on the app? I had the same problem trying to play songs by Queen",Playback_Issue
"My premium isn't working. I just bought it, and its still saying im a free account. I tried looking up a solution online, but none worked.",Premium_Subscription
"I just signed up for student discount, I’m trying to activate Hulu and getting error “This field is required”",Family_Student_Plan
I'm having problems with my Premium Family account. Two of my family members have been unable to sign in.,Family_Student_Plan
"Logged out/in. Tried Chrome,Firefox - same issue, IE not supported. Installed desktop app for Win7 - everything as expected. Webplayer bug.",App_Technical
